archivo,clasificacion,formato,cantidad_hojas,filas_aprox,columnas_detectadas_no_sensibles,senal,observacion
Cuadro Permiso Patios.xlsx,dudoso,xlsx,1,5,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
DataMercados.zip,mercados_gastronomicos,zip,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
DGDGAS - Excel para formularios transicion republicana.xlsx,dudoso,xlsx,1,998,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
DGDGAS - Formulario “Permisos – Autorizaciones – Concesiones”.xlsx,gestion_concesiones,xlsx,3,16,"RAZÓN SOCIAL/ NOMBRE DEL BENEFICIARIO | DIRECCIÓN | EXPEDIENTE | TIPO DE OCUPACIÓN (Permiso, concesión, autorización, etc.) | RUBRO (*) | CARÁCTER (Gratuito/oneroso)",metadata_no_sensible,clasificacion heuristica; revisar manualmente
Estado de Tramitacion para habilitar los Mercados (cuadro Ernesto post reu).xlsx,mercados_gastronomicos,xlsx,1,8,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Estado tramites hab.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Estrategia gestión CAMs 2026 Versión R.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Excel- Detalle MB gastro.xlsx,dudoso,xlsx,1,55,Mercado de Belgrano y Otros,metadata_no_sensible,clasificacion heuristica; revisar manualmente
GANT Mercado de Belgrano.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Gantt Bonpland.xlsx,dudoso,xlsx,1,28,Proyecto,metadata_no_sensible,clasificacion heuristica; revisar manualmente
GANTT Mercado de Bonpland final.xlsx,mercados_gastronomicos,xlsx,1,32,Mercado de Bonpland,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Informe Abril 2024.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
INFORME CONCURSO MERCADO DE SAN NICOLAS.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Informe JUNIO 2024.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Informe ley tarifaria.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Informe Mercado Bonpland-comedor espacio trasero 20-2.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Informe MERCADO DEL PROGRESO.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Informe Sabores del Mundo (2022 a 2026).pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
INTIMACIONES LOCALES.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
INTIMACIONES LOCALES_28-09-23_PLD_.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
intimaciones Mercado Belgrano_AL 15-09-23.xlsx,mercados_gastronomicos,xlsx,4,1,Instalacion electrica | Instalacion Gas | Orden y limpieza,metadata_no_sensible,clasificacion heuristica; revisar manualmente
La dorita autoarización camra.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
LISTADO MERCADOS Y PATIOS .xlsx,mercados_gastronomicos,xlsx,1,20,MERCADO | PUBLICO / PRIVADO | GESTION,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Locales gastronómicos. Bajo viaducto BELGRANO C.xlsx,mercados_gastronomicos,xlsx,1,1005,Nombre del local | Dirección | Rubro | Info adicional,metadata_no_sensible,clasificacion heuristica; revisar manualmente
LT  ultimo.pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Maria Laura Obras.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
MB horarios.xlsx,dudoso,xlsx,1,40,N° DE PUESTO  | NOMBRE DEL LOCAL | Horario que hace | Horario que deberia hacer | Observaciones,metadata_no_sensible,clasificacion heuristica; revisar manualmente
MERCADO BELGRANO-LOCAL 63.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
MERCADO BELGRANO-LOCAL 82.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
MERCADO BELGRANO-LOCAL 83.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
MERCADO DE BONPLAND LOCALES.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Mercado de Bonpland.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
MERCADO SAN NICOLAS  ampliacion.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Mercados DGDGAS-Punteo prioridades.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
MERCADOS Y PATIOS DE LA CIUDAD DE BUENOS AIRES.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Mercados y Patios para circuitos.xlsx,sensible_no_usar,xlsx,1,15,Mercado/Patio gastronómico | Dirección  | Tipo,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Minuta 07_05 - Habilitaciones Mercados.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Minuta 26_5 DGDGAS + SEGDU.pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
MODELO - DESCRIPCION PROGRAMA XXXXX.doc,programas,doc,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Modelo CCOO- pedido de Licitación Pública_.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Modelo de checklist -Sabores del Mundo 2026.xlsx,dudoso,xlsx,1,23,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Modelo Permiso FINAL 2025 (FIRMADOS).docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Multiple choice DGGAS.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Nota orno devolucion.docx,prensa_comunicacion,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Planificación 2026.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Planilla de entrega locales.xlsx,dudoso,xlsx,1,1007,FORMULARIO DE ENTREGA / RECECPCIÓN DE LOCALES,metadata_no_sensible,clasificacion heuristica; revisar manualmente
PPT BONPLAND nueva vision.pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
PPT CANON MERCADOS.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
PPT MERCADO BONPLAND xa lunes.pptx,mercados_gastronomicos,pptx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
PPT MERCADO DE BONPLAND .pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
PPT Mercados y Patios Gastronómicos - General.pptx,mercados_gastronomicos,pptx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
PROCEDIMIENTO CONCURSOS.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Productores Caba.xlsx,dudoso,xlsx,1,34,Nombre comercial (nombre de la cuenta) | [columna_sensible_omitida] | Rubro | Provincia | Ciudad | [columna_sensible_omitida] | [columna_sensible_omitida] | [columna_sensible_omitida] | [columna_sensible_omitida],metadata_no_sensible,clasificacion heuristica; revisar manualmente
PROPUESTA FUEGAS.pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Carta_Interes_Shami_Mercado_Belgrano.docx,mercados_gastronomicos,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
desktop.ini,dudoso,ini,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
LaChina_Propuesta_GCBA Local Mercado.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Presentación Propuesta Local Mercado de Belgrano.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Propuesta Carlos Fuks - Rienda Suelta.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Propuesta Pinuccio.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Stakori_Vending_Final.pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
The NY SLICE CO. Presentation.pdf,dudoso,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
Propuestas ampliacion presupuesto.docx,dudoso,docx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
PUESTA EN VALOR MERCADOS 17-10.pptx,mercados_gastronomicos,pptx,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
PUESTA EN VALOR MERCADOS.pdf,mercados_gastronomicos,pdf,0,0,,metadata_no_sensible,clasificacion heuristica; revisar manualmente
