item,clase,coord
Q6156662,Q875538,Point(-58.372238219 -34.60909583)
Q8254876,Q187456,Point(-58.373 -34.61)
Q10927950,Q16970,Point(-58.3739 -34.6105)
Q16489689,Q28564,Point(-58.374818477 -34.609244128)
Q16489689,Q385994,Point(-58.374818477 -34.609244128)
Q16489689,Q2052886,Point(-58.374818477 -34.609244128)
Q16571953,Q7188,Point(-58.37388889 -34.60805556)
Q16571953,Q4307514,Point(-58.37388889 -34.60805556)
Q16576274,Q124098638,Point(-58.373306 -34.607389)
Q20669377,Q327333,Point(-58.375165504 -34.60921026)
Q38263079,Q41253,Point(-58.374066 -34.608359)
Q56826892,Q30022,Point(-58.37475 -34.608403)
Q56826892,Q216107,Point(-58.37475 -34.608403)
Q56826950,Q41176,Point(-58.373333333 -34.609277777)
Q63439797,Q11707,Point(-58.374901618 -34.608380789)
Q63439797,Q655686,Point(-58.374901618 -34.608380789)
Q6150243,Q18142,Point(-58.38075 -34.589861111)
Q6391398,Q79007,Point(-58.370896905 -34.589537624)
Q6391398,Q7543083,Point(-58.370896905 -34.589537624)
Q7494679,Q27686,Point(-58.3725 -34.59305556)
Q8878157,Q928830,Point(-58.374 -34.5913)
Q8878157,Q11606300,Point(-58.374 -34.5913)
Q8878157,Q28109487,Point(-58.374 -34.5913)
Q8882794,Q928830,Point(-58.3762 -34.5923)
Q8882794,Q11606300,Point(-58.3762 -34.5923)
Q8882794,Q22808403,Point(-58.3762 -34.5923)
Q10946957,Q41176,Point(-58.379121442 -34.591560775)
Q16489557,Q16970,Point(-58.379909388 -34.593195433)
Q16489557,Q120560,Point(-58.379909388 -34.593195433)
Q16579119,Q11946645,Point(-58.374202 -34.590768611)
Q16579119,Q23002037,Point(-58.374202 -34.590768611)
Q16616707,Q79007,Point(-58.3814 -34.59)
Q17155033,Q41176,Point(-58.37886603 -34.593771121)
Q17266437,Q41176,Point(-58.380277777 -34.591388888)
Q17623075,Q41176,Point(-58.378611111 -34.589722222)
Q17623075,Q18704634,Point(-58.378611111 -34.589722222)
Q18416366,Q55493,Point(-58.370305555 -34.593972222)
Q18416366,Q19563580,Point(-58.370305555 -34.593972222)
Q27961178,Q41176,Point(-58.37175 -34.594138)
Q28663171,Q33506,Point(-58.368103 -34.5926771)
Q38262938,Q41253,Point(-58.3833443 -34.5879736)
Q55970078,Q4835091,Point(-58.374555555 -34.590388888)
Q60813858,Q11707,Point(-58.375004 -34.5916651)
Q60813858,Q30022,Point(-58.375004 -34.5916651)
Q83869443,Q385994,Point(-58.381265 -34.590192)
Q83869784,Q385994,Point(-58.377208 -34.591716)
Q83870437,Q385994,Point(-58.369495 -34.589602)
Q83870616,Q385994,Point(-58.380758 -34.589536)
Q83870630,Q385994,Point(-58.383612 -34.587982)
Q83870680,Q385994,Point(-58.378615 -34.593854)
Q83870685,Q385994,Point(-58.378615 -34.593854)
Q83870688,Q385994,Point(-58.378615 -34.593854)
Q83873238,Q385994,Point(-58.369495 -34.589602)
Q84513133,Q33506,Point(-58.3795 -34.59)
Q84515711,Q33506,Point(-58.374202002 -34.590768609)
Q108049473,Q385994,Point(-58.369218015 -34.593709865)
Q108049473,Q856234,Point(-58.369218015 -34.593709865)
Q111591238,Q174782,Point(-58.37881 -34.59227)
Q111685605,Q174782,Point(-58.375672994 -34.593068498)
Q111694538,Q653208,Point(-58.371846 -34.587376)
Q111694538,Q721747,Point(-58.371846 -34.587376)
Q111694539,Q653208,Point(-58.371846 -34.587376)
Q111694539,Q721747,Point(-58.371846 -34.587376)
Q111694663,Q653208,Point(-58.371015 -34.589214)
Q111694663,Q721747,Point(-58.371015 -34.589214)
Q111694664,Q653208,Point(-58.37188 -34.58992)
Q111694664,Q721747,Point(-58.37188 -34.58992)
Q111694665,Q331744,Point(-58.370708 -34.59)
Q111694666,Q653208,Point(-58.370708 -34.59)
Q111694666,Q721747,Point(-58.370708 -34.59)
Q111694667,Q653208,Point(-58.370708 -34.59)
Q111694667,Q721747,Point(-58.370708 -34.59)
Q111694668,Q653208,Point(-58.370708 -34.59)
Q111694668,Q721747,Point(-58.370708 -34.59)
Q111694669,Q12014132,Point(-58.370708 -34.59)
Q111694670,Q191851,Point(-58.370708 -34.59)
Q111694671,Q331744,Point(-58.371846 -34.587376)
Q111694672,Q721747,Point(-58.371846 -34.587376)
Q111694686,Q483453,Point(-58.37879 -34.59236)
Q111694686,Q1896346,Point(-58.37879 -34.59236)
Q111695007,Q653208,Point(-58.374101 -34.593683)
Q111695007,Q721747,Point(-58.374101 -34.593683)
Q111695008,Q483453,Point(-58.374101 -34.593683)
Q111695008,Q1896346,Point(-58.374101 -34.593683)
Q111695008,Q4989906,Point(-58.374101 -34.593683)
Q111695009,Q653208,Point(-58.374101 -34.593683)
Q111695009,Q721747,Point(-58.374101 -34.593683)
Q111695010,Q653208,Point(-58.374101 -34.593683)
Q111695010,Q721747,Point(-58.374101 -34.593683)
Q111695011,Q721747,Point(-58.374101 -34.593683)
Q111695012,Q653208,Point(-58.374101 -34.593683)
Q111695012,Q721747,Point(-58.374101 -34.593683)
Q111695013,Q653208,Point(-58.374101 -34.593683)
Q111695013,Q721747,Point(-58.374101 -34.593683)
Q111695411,Q241045,Point(-58.381433 -34.588991)
Q111697388,Q653208,Point(-58.37885 -34.59358)
Q111697388,Q721747,Point(-58.37885 -34.59358)
Q111697390,Q483453,Point(-58.3789 -34.59226)
Q111697449,Q721747,Point(-58.375447 -34.592652)
Q111697450,Q721747,Point(-58.375447 -34.592652)
Q111697451,Q653208,Point(-58.375447 -34.592652)
Q111697451,Q721747,Point(-58.375447 -34.592652)
Q111697452,Q4989906,Point(-58.375447 -34.592652)
Q111697454,Q721747,Point(-58.37583 -34.59327)
Q111708347,Q653208,Point(-58.373192 -34.592963)
Q111708347,Q721747,Point(-58.373192 -34.592963)
Q111708348,Q721747,Point(-58.373192 -34.592963)
Q111708349,Q245117,Point(-58.373192 -34.592963)
Q111708350,Q653208,Point(-58.373192 -34.592963)
Q111708350,Q721747,Point(-58.373192 -34.592963)
Q112066857,Q33506,Point(-58.378431512 -34.593667345)
Q114229750,Q174782,Point(-58.38039 -34.59165)
Q114229750,Q1354775,Point(-58.38039 -34.59165)
Q114239758,Q483453,Point(-58.3784 -34.59437)
Q114239758,Q1896346,Point(-58.3784 -34.59437)
Q115185201,Q4989906,Point(-58.382487431 -34.589907513)
Q111697062,Q331744,Point(-58.47027 -34.54677)
Q111697285,Q653208,Point(-58.472401 -34.559715)
Q111697285,Q721747,Point(-58.472401 -34.559715)
Q111706828,Q191851,Point(-58.481705 -34.54932)
Q111706830,Q2293362,Point(-58.481705 -34.54932)
Q111706852,Q653208,Point(-58.454007 -34.548929)
Q111706852,Q721747,Point(-58.454007 -34.548929)
Q111706853,Q483453,Point(-58.454007 -34.548929)
Q111706853,Q4989906,Point(-58.454007 -34.548929)
Q111707522,Q653208,Point(-58.4785444 -34.551464139)
Q111707522,Q721747,Point(-58.4785444 -34.551464139)
Q111707523,Q653208,Point(-58.470683 -34.548638)
Q111707523,Q721747,Point(-58.470683 -34.548638)
Q111707524,Q179700,Point(-58.477285 -34.549774)
Q111707586,Q2293362,Point(-58.467998 -34.547626)
Q111707587,Q2402896,Point(-58.467998 -34.547626)
Q111707592,Q653208,Point(-58.46801 -34.54762)
Q111707592,Q721747,Point(-58.46801 -34.54762)
Q111707994,Q721747,Point(-58.468959 -34.553159)
Q111708053,Q191851,Point(-58.48132 -34.55612)
Q111708059,Q653208,Point(-58.456901 -34.555341)
Q111708059,Q721747,Point(-58.456901 -34.555341)
Q111708060,Q331744,Point(-58.456901 -34.555341)
Q111708061,Q653208,Point(-58.456901 -34.555341)
Q111708061,Q721747,Point(-58.456901 -34.555341)
Q111708207,Q653208,Point(-58.469016 -34.553258)
Q111708207,Q721747,Point(-58.469016 -34.553258)
Q111708212,Q721747,Point(-58.480787 -34.552171)
Q111708231,Q241045,Point(-58.477042 -34.550249)
Q111708232,Q331744,Point(-58.477042 -34.550249)
Q111708233,Q331744,Point(-58.477042 -34.550249)
Q111708234,Q721747,Point(-58.477042 -34.550249)
Q111710470,Q653208,Point(-58.47061 -34.5465)
Q111710470,Q721747,Point(-58.47061 -34.5465)
Q126078717,Q7543083,Point(-58.47693179 -34.558763452)
Q131841010,Q4504495,Point(-58.4528393 -34.5447406)
Q131989028,Q79007,Point(-58.473055555 -34.5575)
Q139806917,Q139806488,Point(-58.4587959 -34.557967)
Q140280946,Q9842,Point(-58.488882 -34.529945)
Q140280946,Q423208,Point(-58.488882 -34.529945)
Q140280946,Q67388747,Point(-58.488882 -34.529945)
Q140415040,Q159334,Point(-58.488833372 -34.529928231)
Q140415040,Q423208,Point(-58.488833372 -34.529928231)
Q140415040,Q67388747,Point(-58.488833372 -34.529928231)
Q1292306,Q1935049,Point(-58.46361111 -34.53841667)
Q2882075,Q847017,Point(-58.472566662 -34.536580824)
Q2917260,Q3257686,Point(-58.475 -34.533333333)
Q2917260,Q5770918,Point(-58.475 -34.533333333)
Q3657876,Q327333,Point(-58.46527778 -34.53944444)
Q4787316,Q166118,Point(-58.46342 -34.54023)
Q4787316,Q327333,Point(-58.46342 -34.54023)
Q4787316,Q2122214,Point(-58.46342 -34.54023)
Q5055678,Q41176,Point(-58.45391667 -34.54261111)
Q5055678,Q1076486,Point(-58.45391667 -34.54261111)
Q5055678,Q2385804,Point(-58.45391667 -34.54261111)
Q5136175,Q847017,Point(-58.459316753 -34.542288314)
Q5136175,Q43009164,Point(-58.459316753 -34.542288314)
Q5649973,Q55488,Point(-58.4775 -34.5374)
Q5649973,Q22808403,Point(-58.4775 -34.5374)
Q5705773,Q47521,Point(-58.45888889 -34.5375)
Q5705773,Q137827225,Point(-58.45888889 -34.5375)
Q5714069,Q7543083,Point(-58.473769503 -34.542733462)
Q5839729,Q41176,Point(-58.463744444 -34.536777777)
Q5839729,Q98792435,Point(-58.463744444 -34.536777777)
Q5841978,Q55678,Point(-58.4941 -34.5231)
Q5844527,Q55488,Point(-58.4681 -34.5364)
Q5848051,Q1154710,Point(-58.4618 -34.5412)
Q6062806,Q22698,Point(-58.45722222 -34.52888889)
Q6079546,Q174782,Point(-58.470307845 -34.541201517)
Q6091283,Q537127,Point(-58.47583333 -34.53888889)
Q6147325,Q521839,Point(-58.455424 -34.531808)
Q6147325,Q988108,Point(-58.455424 -34.531808)
Q9340449,Q847017,Point(-58.482862203 -34.53073067)
Q14979390,Q423208,Point(-58.49978 -34.52639)
Q16563751,Q8343784,Point(-58.46361111 -34.53833333)
Q16563935,Q43229,Point(-58.464018 -34.538766)
Q17043022,Q55488,Point(-58.46916667 -34.53444444)
Q17043022,Q28043022,Point(-58.46916667 -34.53444444)
Q17197967,Q33506,Point(-58.46409 -34.540283)
Q17197967,Q41176,Point(-58.46409 -34.540283)
Q20512184,Q159334,Point(-58.477558259 -34.53277192)
Q20871292,Q860861,Point(-58.466083333 -34.535972222)
Q21538477,Q41176,Point(-58.462222222 -34.538888888)
Q24567784,Q41176,Point(-58.466238888 -34.535961111)
Q24567784,Q159334,Point(-58.466238888 -34.535961111)
Q28663704,Q33506,Point(-58.465475 -34.536627777)
Q29042747,Q159334,Point(-58.468463 -34.529904)
Q29042747,Q1898357,Point(-58.468463 -34.529904)
Q60603729,Q494829,Point(-58.475965 -34.537131)
Q64338678,Q5728070,Point(-58.493283 -34.5202)
Q64338720,Q5728070,Point(-58.482617 -34.525683)
Q64339130,Q5728070,Point(-58.478583 -34.537067)
Q65485165,Q33506,Point(-58.4661465 -34.5359474)
Q66306790,Q1021645,Point(-58.467222222 -34.533611111)
Q66429653,Q210272,Point(-58.47356 -34.53018)
Q66429659,Q210272,Point(-58.46645 -34.53439)
Q83870635,Q385994,Point(-58.464664 -34.539516)
Q83870639,Q385994,Point(-58.464664 -34.539516)
Q83870641,Q385994,Point(-58.464664 -34.539516)
Q83871088,Q385994,Point(-58.463673 -34.540879)
Q115185500,Q174782,Point(-58.382516935 -34.590069807)
Q126198034,Q7543083,Point(-58.373304619 -34.590298332)
Q130603807,Q801712,Point(-58.375023 -34.591785)
Q130603807,Q1751429,Point(-58.375023 -34.591785)
Q136447424,Q79913,Point(-58.378 -34.5929)
Q136447424,Q1899015,Point(-58.378 -34.5929)
Q138766488,Q1494386,Point(-58.368563488 -34.588519286)
Q138766488,Q56242215,Point(-58.368563488 -34.588519286)
Q1132383,Q201759,Point(-58.37766667 -34.58430556)
Q1132383,Q486972,Point(-58.37766667 -34.58430556)
Q1132383,Q2142573,Point(-58.37766667 -34.58430556)
Q2142573,Q201759,Point(-58.374398841 -34.58416633)
Q2142573,Q486972,Point(-58.374398841 -34.58416633)
Q2142573,Q1294703,Point(-58.374398841 -34.58416633)
Q5047916,Q131466339,Point(-58.371764525 -34.583633378)
Q5689945,Q41176,Point(-58.367635561 -34.586868422)
Q5818073,Q41176,Point(-58.371087714 -34.584264157)
Q5818104,Q41176,Point(-58.37072222 -34.58569444)
Q6092150,Q44782,Point(-58.368611111 -34.576388888)
Q9005010,Q33506,Point(-58.372753 -34.584889)
Q9005010,Q87487749,Point(-58.372753 -34.584889)
Q16302284,Q41176,Point(-58.372249307 -34.582380083)
Q16639080,Q928830,Point(-58.3723 -34.586)
Q16639080,Q28109487,Point(-58.3723 -34.586)
Q16891465,Q502074,Point(-58.3681 -34.5859)
Q48795653,Q33506,Point(-58.367794444 -34.593086111)
Q48795653,Q962734,Point(-58.367794444 -34.593086111)
Q58820142,Q695850,Point(-58.368051 -34.58598)
Q58822002,Q502074,Point(-58.374528 -34.582445)
Q58822003,Q695850,Point(-58.383829 -34.577207)
Q65391601,Q33506,Point(-58.374032 -34.581173)
Q65483231,Q33506,Point(-58.375036 -34.58028)
Q65483231,Q16735822,Point(-58.375036 -34.58028)
Q65553282,Q2772772,Point(-58.3758194 -34.5821793)
Q65553575,Q7075,Point(-58.367357 -34.58728)
Q65553576,Q7075,Point(-58.373995 -34.581919)
Q65553577,Q7075,Point(-58.370299 -34.584107)
Q83869726,Q385994,Point(-58.371756 -34.587056)
Q83869865,Q385994,Point(-58.371973 -34.583252)
Q90206175,Q569500,Point(-58.379536 -34.584619)
Q90206207,Q569500,Point(-58.382225 -34.581832)
Q90206209,Q569500,Point(-58.373242 -34.584665)
Q99205129,Q464780,Point(-58.371667965 -34.583642209)
Q109629402,Q9842,Point(-58.380210738 -34.580769608)
Q111631935,Q174782,Point(-58.372272401 -34.584915396)
Q111694420,Q653208,Point(-58.372154336 -34.585370448)
Q111694420,Q721747,Point(-58.372154336 -34.585370448)
Q111694463,Q653208,Point(-58.372140579 -34.585401912)
Q111694463,Q721747,Point(-58.372140579 -34.585401912)
Q111694536,Q653208,Point(-58.372345 -34.585329)
Q111694536,Q721747,Point(-58.372345 -34.585329)
Q111694537,Q2293362,Point(-58.372345 -34.585329)
Q111694736,Q179700,Point(-58.371846 -34.587376)
Q126189363,Q7543083,Point(-58.380751017 -34.579345402)
Q126190493,Q7543083,Point(-58.370453303 -34.585493286)
Q126190732,Q7543083,Point(-58.373938561 -34.578932834)
Q126190834,Q7543083,Point(-58.374790419 -34.583071545)
Q126197671,Q7543083,Point(-58.368419303 -34.587379822)
Q126197735,Q7543083,Point(-58.365756017 -34.589102059)
Q132450842,Q159719,Point(-58.3833 -34.572)
Q134439939,Q28564,Point(-58.380213061 -34.584663733)
Q63439797,Q4830453,Point(-58.374901618 -34.608380789)
Q65067614,Q216107,Point(-58.374958044 -34.608601967)
Q83869780,Q385994,Point(-58.374503 -34.608488)
Q83870219,Q385994,Point(-58.373587 -34.610004)
Q83870293,Q385994,Point(-58.373704 -34.609191)
Q83870297,Q385994,Point(-58.373704 -34.609191)
Q83870929,Q385994,Point(-58.373704 -34.609191)
Q84506049,Q33506,Point(-58.3735 -34.6086)
Q111694692,Q653208,Point(-58.372155 -34.608926)
Q111694692,Q721747,Point(-58.372155 -34.608926)
Q111694693,Q331744,Point(-58.372155 -34.608926)
Q111694694,Q653208,Point(-58.372155 -34.608926)
Q111694694,Q721747,Point(-58.372155 -34.608926)
Q111694695,Q721747,Point(-58.372155 -34.608926)
Q111694696,Q653208,Point(-58.372155 -34.608926)
Q111694696,Q721747,Point(-58.372155 -34.608926)
Q111694697,Q653208,Point(-58.372155 -34.608926)
Q111694697,Q721747,Point(-58.372155 -34.608926)
Q111694698,Q721747,Point(-58.372155 -34.608926)
Q111694699,Q721747,Point(-58.372155 -34.608926)
Q111694700,Q653208,Point(-58.372155 -34.608926)
Q111694700,Q721747,Point(-58.372155 -34.608926)
Q111694701,Q483453,Point(-58.372155 -34.608926)
Q111694702,Q653208,Point(-58.372155 -34.608926)
Q111694702,Q721747,Point(-58.372155 -34.608926)
Q111696509,Q241045,Point(-58.374295 -34.60796)
Q111696926,Q241045,Point(-58.373573 -34.608202)
Q111696927,Q241045,Point(-58.373573 -34.608202)
Q111696928,Q241045,Point(-58.373573 -34.608202)
Q111696929,Q241045,Point(-58.373573 -34.608202)
Q111696930,Q241045,Point(-58.373573 -34.608202)
Q111696931,Q241045,Point(-58.373573 -34.608202)
Q111697014,Q241045,Point(-58.373573 -34.608202)
Q111697015,Q241045,Point(-58.373573 -34.608202)
Q111697016,Q241045,Point(-58.373573 -34.608202)
Q111697017,Q241045,Point(-58.373573 -34.608202)
Q111697018,Q179700,Point(-58.373573 -34.608202)
Q111697019,Q241045,Point(-58.373573 -34.608202)
Q111697020,Q241045,Point(-58.373573 -34.608202)
Q111697021,Q241045,Point(-58.373573 -34.608202)
Q111697022,Q241045,Point(-58.373573 -34.608202)
Q111697025,Q241045,Point(-58.373573 -34.608202)
Q111697026,Q241045,Point(-58.373573 -34.608202)
Q111697027,Q241045,Point(-58.373573 -34.608202)
Q111697028,Q241045,Point(-58.373573 -34.608202)
Q111697029,Q241045,Point(-58.373573 -34.608202)
Q111697030,Q241045,Point(-58.373573 -34.608202)
Q111697031,Q241045,Point(-58.373573 -34.608202)
Q111697032,Q241045,Point(-58.373573 -34.608202)
Q111697033,Q241045,Point(-58.373573 -34.608202)
Q111697034,Q241045,Point(-58.373573 -34.608202)
Q111697035,Q241045,Point(-58.373573 -34.608202)
Q111697037,Q241045,Point(-58.373573 -34.608202)
Q111697038,Q241045,Point(-58.373573 -34.608202)
Q111697039,Q179700,Point(-58.373573 -34.608202)
Q111697040,Q381165,Point(-58.373573 -34.608202)
Q111697041,Q241045,Point(-58.373573 -34.608202)
Q111697042,Q241045,Point(-58.373573 -34.608202)
Q111697043,Q241045,Point(-58.373573 -34.608202)
Q111697044,Q241045,Point(-58.373573 -34.608202)
Q111697045,Q241045,Point(-58.373573 -34.608202)
Q111697046,Q191851,Point(-58.373573 -34.608202)
Q111697047,Q191851,Point(-58.373573 -34.608202)
Q111697048,Q191851,Point(-58.373573 -34.608202)
Q111697049,Q191851,Point(-58.373573 -34.608202)
Q111697050,Q241045,Point(-58.373573 -34.608202)
Q111697052,Q241045,Point(-58.373573 -34.608202)
Q125824353,Q860861,Point(-58.372162172 -34.608411427)
Q125824353,Q4989906,Point(-58.372162172 -34.608411427)
Q478926,Q1220959,Point(-58.370277777 -34.608055555)
Q891808,Q2380335,Point(-58.37194444 -34.60833333)
Q891808,Q3199915,Point(-58.37194444 -34.60833333)
Q891808,Q25906438,Point(-58.37194444 -34.60833333)
Q998798,Q159313,Point(-58.3719 -34.6083)
Q998798,Q174844,Point(-58.3719 -34.6083)
Q1126357,Q174782,Point(-58.371944 -34.608333)
Q2006239,Q851517,Point(-58.375833333 -34.605277777)
Q2053957,Q22698,Point(-58.36861111 -34.60805556)
Q2053957,Q174782,Point(-58.36861111 -34.60805556)
Q2884905,Q41176,Point(-58.36952778 -34.60827778)
Q2884905,Q182290,Point(-58.36952778 -34.60827778)
Q3078156,Q57831,Point(-58.369527895 -34.608175066)
Q3078156,Q1901835,Point(-58.369527895 -34.608175066)
Q3232735,Q55485,Point(-58.370833 -34.608861)
Q3232735,Q928830,Point(-58.370833 -34.608861)
Q3232735,Q22808403,Point(-58.370833 -34.608861)
Q4579815,Q120560,Point(-58.371403 -34.61069)
Q5551515,Q41176,Point(-58.37497222 -34.60558333)
Q5717844,Q41176,Point(-58.372444444 -34.606555555)
Q5717894,Q7540126,Point(-58.375277777 -34.605527777)
Q5717900,Q41176,Point(-58.375277777 -34.605527777)
Q5717922,Q41176,Point(-58.374603274 -34.606458953)
Q5718011,Q41176,Point(-58.374972222 -34.605833333)
Q5718167,Q2434238,Point(-58.37138889 -34.60722222)
Q5718167,Q18761864,Point(-58.37138889 -34.60722222)
Q5718169,Q41176,Point(-58.373444444 -34.606583333)
Q5818017,Q41176,Point(-58.376252503 -34.606754436)
Q5818032,Q41176,Point(-58.37386111 -34.6055)
Q5818109,Q41176,Point(-58.3748 -34.607)
Q5818285,Q41176,Point(-58.37377778 -34.60630556)
Q83873154,Q385994,Point(-58.489117 -34.52135)
Q83873161,Q385994,Point(-58.469204 -34.531342)
Q84502555,Q33506,Point(-58.4754 -34.528)
Q84502586,Q33506,Point(-58.491632 -34.526868)
Q93818779,Q16917,Point(-58.509437 -34.524263)
Q93820215,Q16917,Point(-58.482113 -34.526178)
Q93820973,Q16917,Point(-58.484782 -34.52274)
Q93820982,Q16917,Point(-58.484758 -34.522732)
Q93821564,Q16917,Point(-58.483962 -34.538494)
Q93821565,Q16917,Point(-58.474873 -34.534347)
Q93823174,Q7257872,Point(-58.489338637 -34.522753911)
Q93823237,Q16917,Point(-58.508077 -34.521446)
Q93823488,Q16917,Point(-58.489476 -34.521587)
Q93824673,Q16917,Point(-58.514168 -34.520092)
Q111591224,Q174782,Point(-58.474336311 -34.542065294)
Q111591226,Q174782,Point(-58.464656923 -34.544243868)
Q111631925,Q174782,Point(-58.474683711 -34.541321409)
Q111694361,Q4989906,Point(-58.460475881 -34.530167689)
Q111694461,Q653208,Point(-58.474621396 -34.541445227)
Q111694461,Q721747,Point(-58.474621396 -34.541445227)
Q111695414,Q241045,Point(-58.466496 -34.536107)
Q111695415,Q331744,Point(-58.466496 -34.536107)
Q111695416,Q331744,Point(-58.466496 -34.536107)
Q111695417,Q653208,Point(-58.466496 -34.536107)
Q111695417,Q721747,Point(-58.466496 -34.536107)
Q111697336,Q191851,Point(-58.463366 -34.541369)
Q111708063,Q721747,Point(-58.464691276 -34.544161189)
Q111708346,Q191851,Point(-58.473405 -34.544218)
Q112061869,Q33506,Point(-58.463145368 -34.54021034)
Q114897232,Q4989906,Point(-58.45594563 -34.528528091)
Q114897232,Q20437094,Point(-58.45594563 -34.528528091)
Q119217920,Q55876909,Point(-58.47454116 -34.542029566)
Q126198158,Q7543083,Point(-58.464387132 -34.543036427)
Q140280947,Q9842,Point(-58.486584 -34.524017)
Q140280947,Q423208,Point(-58.486584 -34.524017)
Q140280947,Q67388747,Point(-58.486584 -34.524017)
Q140280953,Q9842,Point(-58.48258 -34.531762)
Q140280953,Q423208,Point(-58.48258 -34.531762)
Q140280953,Q67388747,Point(-58.48258 -34.531762)
Q140283184,Q9842,Point(-58.51709 -34.524268)
Q140283184,Q423208,Point(-58.51709 -34.524268)
Q140283184,Q67388747,Point(-58.51709 -34.524268)
Q140283198,Q9842,Point(-58.510184 -34.526724)
Q140283198,Q423208,Point(-58.510184 -34.526724)
Q140283198,Q67388747,Point(-58.510184 -34.526724)
Q140283345,Q9842,Point(-58.505598 -34.522717)
Q140283345,Q1080794,Point(-58.505598 -34.522717)
Q140283345,Q67388747,Point(-58.505598 -34.522717)
Q140284799,Q9842,Point(-58.483663 -34.523389)
Q140284799,Q1080794,Point(-58.483663 -34.523389)
Q140284799,Q67388747,Point(-58.483663 -34.523389)
Q140284800,Q9842,Point(-58.478359 -34.533334)
Q140284800,Q1080794,Point(-58.478359 -34.533334)
Q140284800,Q67388747,Point(-58.478359 -34.533334)
Q140284801,Q9842,Point(-58.474871 -34.528356)
Q140284801,Q423208,Point(-58.474871 -34.528356)
Q140284801,Q67388747,Point(-58.474871 -34.528356)
Q140284802,Q9842,Point(-58.47366 -34.530587)
Q140284802,Q423208,Point(-58.47366 -34.530587)
Q140284802,Q67388747,Point(-58.47366 -34.530587)
Q140284805,Q9842,Point(-58.473283 -34.537136)
Q140284805,Q423208,Point(-58.473283 -34.537136)
Q140284805,Q67388747,Point(-58.473283 -34.537136)
Q140284806,Q9842,Point(-58.48498 -34.535423)
Q140284806,Q423208,Point(-58.48498 -34.535423)
Q140284806,Q67388747,Point(-58.48498 -34.535423)
Q140415025,Q159334,Point(-58.486508902 -34.523997419)
Q140415025,Q423208,Point(-58.486508902 -34.523997419)
Q140415025,Q67388747,Point(-58.486508902 -34.523997419)
Q140415033,Q159334,Point(-58.48447541 -34.531373137)
Q140415033,Q1080794,Point(-58.48447541 -34.531373137)
Q140415033,Q67388747,Point(-58.48447541 -34.531373137)
Q140415041,Q159334,Point(-58.474130692 -34.533683101)
Q140415041,Q423208,Point(-58.474130692 -34.533683101)
Q140415041,Q67388747,Point(-58.474130692 -34.533683101)
Q140415042,Q159334,Point(-58.490071233 -34.525714443)
Q140415042,Q1080794,Point(-58.490071233 -34.525714443)
Q140415042,Q67388747,Point(-58.490071233 -34.525714443)
Q140415053,Q159334,Point(-58.48345656 -34.526140132)
Q140415053,Q423208,Point(-58.48345656 -34.526140132)
Q140415053,Q67388747,Point(-58.48345656 -34.526140132)
Q140415058,Q159334,Point(-58.481276654 -34.535848663)
Q140415058,Q423208,Point(-58.481276654 -34.535848663)
Q140415058,Q67388747,Point(-58.481276654 -34.535848663)
Q140415060,Q159334,Point(-58.482788316 -34.531600234)
Q140415060,Q423208,Point(-58.482788316 -34.531600234)
Q140415060,Q67388747,Point(-58.482788316 -34.531600234)
Q140417063,Q159334,Point(-58.518519465 -34.524712235)
Q140417063,Q1080794,Point(-58.518519465 -34.524712235)
Q140417063,Q67388747,Point(-58.518519465 -34.524712235)
Q140417065,Q159334,Point(-58.517058385 -34.524315101)
Q140417065,Q423208,Point(-58.517058385 -34.524315101)
Q140417065,Q67388747,Point(-58.517058385 -34.524315101)
Q140417066,Q159334,Point(-58.518266017 -34.525175088)
Q140417066,Q1080794,Point(-58.518266017 -34.525175088)
Q140417066,Q67388747,Point(-58.518266017 -34.525175088)
Q140417069,Q159334,Point(-58.510235437 -34.526756805)
Q140417069,Q423208,Point(-58.510235437 -34.526756805)
Q140417069,Q67388747,Point(-58.510235437 -34.526756805)
Q140417189,Q159334,Point(-58.505494657 -34.52269556)
Q140417189,Q1080794,Point(-58.505494657 -34.52269556)
Q140417189,Q67388747,Point(-58.505494657 -34.52269556)
Q140418371,Q159334,Point(-58.477689236 -34.533006347)
Q140418371,Q1080794,Point(-58.477689236 -34.533006347)
Q140418371,Q67388747,Point(-58.477689236 -34.533006347)
Q140418373,Q159334,Point(-58.474784743 -34.52830973)
Q140418373,Q423208,Point(-58.474784743 -34.52830973)
Q140418373,Q67388747,Point(-58.474784743 -34.52830973)
Q140418374,Q159334,Point(-58.473688572 -34.530540408)
Q140418374,Q423208,Point(-58.473688572 -34.530540408)
Q140418374,Q67388747,Point(-58.473688572 -34.530540408)
Q140418378,Q159334,Point(-58.473170111 -34.537097415)
Q140418378,Q423208,Point(-58.473170111 -34.537097415)
Q140418378,Q67388747,Point(-58.473170111 -34.537097415)
Q276354,Q483110,Point(-58.449722222 -34.545277777)
Q276354,Q1154710,Point(-58.449722222 -34.545277777)
Q276354,Q8719053,Point(-58.449722222 -34.545277777)
Q1333933,Q902104,Point(-58.446694444 -34.547416666)
Q2328190,Q123705,Point(-58.45 -34.55777778)
Q2328190,Q202509,Point(-58.45 -34.55777778)
Q2794376,Q5393308,Point(-58.4493022 -34.5566754)
Q4882670,Q123705,Point(-58.45111111 -34.55888889)
Q5558581,Q483110,Point(-58.443 -34.5589)
