item,clase,coord
Q90206216,Q569500,Point(-58.438096 -34.649368)
Q90206833,Q569500,Point(-58.431115 -34.654134)
Q93140009,Q16917,Point(-58.445055 -34.660499)
Q93819774,Q16917,Point(-58.416928 -34.688381)
Q93819973,Q16917,Point(-58.406569 -34.690887)
Q93820317,Q16917,Point(-58.389243 -34.691402)
Q93824692,Q16917,Point(-58.411345 -34.671988)
Q109689450,Q41176,Point(-58.420327923 -34.654074314)
Q111591213,Q174782,Point(-58.43121021 -34.656012224)
Q111591235,Q174782,Point(-58.4226102 -34.658881568)
Q111631915,Q174782,Point(-58.422437433 -34.656815392)
Q111696884,Q2293362,Point(-58.451442 -34.645667)
Q111696889,Q721747,Point(-58.41828 -34.655222)
Q111696891,Q331744,Point(-58.418994 -34.654659)
Q111697409,Q331744,Point(-58.422632 -34.65927)
Q111708010,Q653208,Point(-58.430985 -34.650335)
Q111708010,Q721747,Point(-58.430985 -34.650335)
Q111708048,Q653208,Point(-58.443325 -34.651183)
Q111708048,Q721747,Point(-58.443325 -34.651183)
Q111708251,Q653208,Point(-58.421909 -34.656327)
Q111708251,Q721747,Point(-58.421909 -34.656327)
Q118207564,Q7543083,Point(-58.436018019 -34.650321176)
Q118928281,Q7543083,Point(-58.428463319 -34.65991855)
Q133459431,Q123705,Point(-58.391666666 -34.686111111)
Q134701986,Q79007,Point(-58.447416666 -34.645555555)
Q134701986,Q7543083,Point(-58.447416666 -34.645555555)
Q140279292,Q9842,Point(-58.388638 -34.678972)
Q140279292,Q423208,Point(-58.388638 -34.678972)
Q140279292,Q67388747,Point(-58.388638 -34.678972)
Q140279293,Q9842,Point(-58.387032 -34.673323)
Q140279293,Q1080794,Point(-58.387032 -34.673323)
Q140279293,Q67388747,Point(-58.387032 -34.673323)
Q140281228,Q9842,Point(-58.399885 -34.684873)
Q140281228,Q1080794,Point(-58.399885 -34.684873)
Q140281228,Q67388747,Point(-58.399885 -34.684873)
Q140281236,Q9842,Point(-58.391538 -34.682813)
Q140281236,Q1080794,Point(-58.391538 -34.682813)
Q140281236,Q67388747,Point(-58.391538 -34.682813)
Q140281238,Q9842,Point(-58.398813 -34.692886)
Q140281238,Q1080794,Point(-58.398813 -34.692886)
Q140281238,Q67388747,Point(-58.398813 -34.692886)
Q140281239,Q9842,Point(-58.39197 -34.689969)
Q140281239,Q423208,Point(-58.39197 -34.689969)
Q140281239,Q67388747,Point(-58.39197 -34.689969)
Q140282154,Q9842,Point(-58.416994 -34.689541)
Q140282154,Q423208,Point(-58.416994 -34.689541)
Q140282154,Q67388747,Point(-58.416994 -34.689541)
Q140282158,Q9842,Point(-58.406485 -34.695034)
Q140282158,Q1080794,Point(-58.406485 -34.695034)
Q140282158,Q67388747,Point(-58.406485 -34.695034)
Q140282159,Q9842,Point(-58.406388 -34.690152)
Q140282159,Q423208,Point(-58.406388 -34.690152)
Q140282159,Q67388747,Point(-58.406388 -34.690152)
Q140282160,Q9842,Point(-58.406432 -34.6888)
Q140282160,Q1080794,Point(-58.406432 -34.6888)
Q140282160,Q67388747,Point(-58.406432 -34.6888)
Q140283564,Q9842,Point(-58.396869 -34.668562)
Q140283564,Q1080794,Point(-58.396869 -34.668562)
Q140283564,Q67388747,Point(-58.396869 -34.668562)
Q140283566,Q9842,Point(-58.394362 -34.677253)
Q140283566,Q423208,Point(-58.394362 -34.677253)
Q140283566,Q67388747,Point(-58.394362 -34.677253)
Q140283567,Q9842,Point(-58.3862 -34.679182)
Q140283567,Q1080794,Point(-58.3862 -34.679182)
Q140283567,Q67388747,Point(-58.3862 -34.679182)
Q140283568,Q9842,Point(-58.391501 -34.66851)
Q140283568,Q1080794,Point(-58.391501 -34.66851)
Q140283568,Q67388747,Point(-58.391501 -34.66851)
Q140284766,Q9842,Point(-58.412635 -34.67076)
Q140284766,Q423208,Point(-58.412635 -34.67076)
Q140284766,Q67388747,Point(-58.412635 -34.67076)
Q140284767,Q9842,Point(-58.408335 -34.675129)
Q140284767,Q1080794,Point(-58.408335 -34.675129)
Q140284767,Q67388747,Point(-58.408335 -34.675129)
Q140284768,Q9842,Point(-58.409813 -34.671539)
Q140284768,Q1080794,Point(-58.409813 -34.671539)
Q140284768,Q67388747,Point(-58.409813 -34.671539)
Q140418447,Q1080794,Point(-58.344643243 -34.704671431)
Q140418447,Q67388747,Point(-58.344643243 -34.704671431)
Q140418450,Q159334,Point(-58.348155655 -34.704846236)
Q140418450,Q1080794,Point(-58.348155655 -34.704846236)
Q140418450,Q67388747,Point(-58.348155655 -34.704846236)
Q140418452,Q159334,Point(-58.341588254 -34.701981024)
Q140418452,Q1080794,Point(-58.341588254 -34.701981024)
Q140418452,Q67388747,Point(-58.341588254 -34.701981024)
Q140418454,Q159334,Point(-58.330893961 -34.69563481)
Q140418454,Q423208,Point(-58.330893961 -34.69563481)
Q140418454,Q67388747,Point(-58.330893961 -34.69563481)
Q140418664,Q159334,Point(-58.341877784 -34.709797189)
Q140418664,Q1080794,Point(-58.341877784 -34.709797189)
Q140418664,Q67388747,Point(-58.341877784 -34.709797189)
Q140418665,Q159334,Point(-58.337847983 -34.709462541)
Q140418665,Q1080794,Point(-58.337847983 -34.709462541)
Q140418665,Q67388747,Point(-58.337847983 -34.709462541)
Q140282112,Q9842,Point(-58.377524 -34.705844)
Q140282112,Q423208,Point(-58.377524 -34.705844)
Q140282112,Q67388747,Point(-58.377524 -34.705844)
Q140282130,Q9842,Point(-58.384427 -34.709691)
Q140282130,Q423208,Point(-58.384427 -34.709691)
Q140282130,Q67388747,Point(-58.384427 -34.709691)
Q140282131,Q9842,Point(-58.384653 -34.699195)
Q140282131,Q423208,Point(-58.384653 -34.699195)
Q140282131,Q67388747,Point(-58.384653 -34.699195)
Q140283562,Q9842,Point(-58.382477 -34.674723)
Q140283562,Q1080794,Point(-58.382477 -34.674723)
Q140283562,Q67388747,Point(-58.382477 -34.674723)
Q140283565,Q9842,Point(-58.382768 -34.66386)
Q140283565,Q1080794,Point(-58.382768 -34.66386)
Q140283565,Q67388747,Point(-58.382768 -34.66386)
Q140284432,Q9842,Point(-58.359197 -34.694523)
Q140284432,Q1080794,Point(-58.359197 -34.694523)
Q140284432,Q67388747,Point(-58.359197 -34.694523)
Q140284433,Q9842,Point(-58.350213 -34.696123)
Q140284433,Q1080794,Point(-58.350213 -34.696123)
Q140284433,Q67388747,Point(-58.350213 -34.696123)
Q140284435,Q9842,Point(-58.355411 -34.688476)
Q140284435,Q1080794,Point(-58.355411 -34.688476)
Q140284435,Q67388747,Point(-58.355411 -34.688476)
Q140284436,Q9842,Point(-58.351183 -34.680983)
Q140284436,Q423208,Point(-58.351183 -34.680983)
Q140284436,Q67388747,Point(-58.351183 -34.680983)
Q140284442,Q9842,Point(-58.368294 -34.691156)
Q140284442,Q423208,Point(-58.368294 -34.691156)
Q140284442,Q67388747,Point(-58.368294 -34.691156)
Q140284869,Q9842,Point(-58.345489 -34.703483)
Q140284869,Q1080794,Point(-58.345489 -34.703483)
Q140284869,Q67388747,Point(-58.345489 -34.703483)
Q140284870,Q9842,Point(-58.348231 -34.70491)
Q140284870,Q1080794,Point(-58.348231 -34.70491)
Q140284870,Q67388747,Point(-58.348231 -34.70491)
Q140284872,Q9842,Point(-58.354466 -34.708625)
Q140284872,Q423208,Point(-58.354466 -34.708625)
Q140284872,Q67388747,Point(-58.354466 -34.708625)
Q140284873,Q9842,Point(-58.341663 -34.702045)
Q140284873,Q1080794,Point(-58.341663 -34.702045)
Q140284873,Q67388747,Point(-58.341663 -34.702045)
Q140284878,Q9842,Point(-58.337552 -34.703309)
Q140284878,Q1080794,Point(-58.337552 -34.703309)
Q140284878,Q67388747,Point(-58.337552 -34.703309)
Q140284880,Q9842,Point(-58.341953 -34.709861)
Q140284880,Q1080794,Point(-58.341953 -34.709861)
Q140284880,Q67388747,Point(-58.341953 -34.709861)
Q140413146,Q159334,Point(-58.368036302 -34.663765347)
Q140413146,Q423208,Point(-58.368036302 -34.663765347)
Q140413146,Q67388747,Point(-58.368036302 -34.663765347)
Q140413147,Q159334,Point(-58.354538419 -34.708541699)
Q140413147,Q423208,Point(-58.354538419 -34.708541699)
Q140413147,Q67388747,Point(-58.354538419 -34.708541699)
Q140413148,Q159334,Point(-58.374461407 -34.691270603)
Q140413148,Q1080794,Point(-58.374461407 -34.691270603)
Q140413148,Q67388747,Point(-58.374461407 -34.691270603)
Q140413150,Q159334,Point(-58.360825576 -34.674548782)
Q140413150,Q1080794,Point(-58.360825576 -34.674548782)
Q140413150,Q67388747,Point(-58.360825576 -34.674548782)
Q140413152,Q159334,Point(-58.37504944 -34.665168563)
Q140413152,Q423208,Point(-58.37504944 -34.665168563)
Q140413152,Q67388747,Point(-58.37504944 -34.665168563)
Q140413154,Q159334,Point(-58.369082005 -34.662917736)
Q140413154,Q1080794,Point(-58.369082005 -34.662917736)
Q140413154,Q67388747,Point(-58.369082005 -34.662917736)
Q140413156,Q159334,Point(-58.361665701 -34.674399704)
Q140413156,Q1080794,Point(-58.361665701 -34.674399704)
Q140413156,Q67388747,Point(-58.361665701 -34.674399704)
Q140413159,Q159334,Point(-58.368061743 -34.666019766)
Q140413159,Q1080794,Point(-58.368061743 -34.666019766)
Q140413159,Q67388747,Point(-58.368061743 -34.666019766)
Q140413162,Q159334,Point(-58.371303233 -34.669376199)
Q140413162,Q423208,Point(-58.371303233 -34.669376199)
Q140413162,Q67388747,Point(-58.371303233 -34.669376199)
Q140413168,Q159334,Point(-58.362278934 -34.690360166)
Q140413168,Q423208,Point(-58.362278934 -34.690360166)
Q140413168,Q67388747,Point(-58.362278934 -34.690360166)
Q140415266,Q159334,Point(-58.364747049 -34.701869291)
Q140415266,Q1080794,Point(-58.364747049 -34.701869291)
Q140415266,Q67388747,Point(-58.364747049 -34.701869291)
Q140415268,Q159334,Point(-58.369186241 -34.68544897)
Q140415268,Q1080794,Point(-58.369186241 -34.68544897)
Q140415268,Q67388747,Point(-58.369186241 -34.68544897)
Q140415275,Q159334,Point(-58.375323029 -34.703287308)
Q140415275,Q1080794,Point(-58.375323029 -34.703287308)
Q140415275,Q67388747,Point(-58.375323029 -34.703287308)
Q140415277,Q159334,Point(-58.372403665 -34.683868862)
Q140415277,Q1080794,Point(-58.372403665 -34.683868862)
Q140415277,Q67388747,Point(-58.372403665 -34.683868862)
Q140415280,Q159334,Point(-58.374746298 -34.695668141)
Q140415280,Q423208,Point(-58.374746298 -34.695668141)
Q140415280,Q67388747,Point(-58.374746298 -34.695668141)
Q140416100,Q159334,Point(-58.377665805 -34.705764837)
Q140416100,Q423208,Point(-58.377665805 -34.705764837)
Q140416100,Q67388747,Point(-58.377665805 -34.705764837)
Q140417349,Q159334,Point(-58.379353192 -34.663284667)
Q140417349,Q1080794,Point(-58.379353192 -34.663284667)
Q140417349,Q67388747,Point(-58.379353192 -34.663284667)
Q140418447,Q159334,Point(-58.344643243 -34.704671431)
Q111708306,Q721747,Point(-58.504512 -34.638168)
Q111708307,Q331744,Point(-58.504512 -34.638168)
Q111708308,Q721747,Point(-58.504512 -34.638168)
Q114878331,Q159334,Point(-58.467661142 -34.661937301)
Q126189375,Q7543083,Point(-58.508711661 -34.64858942)
Q126190333,Q7543083,Point(-58.497194403 -34.633832274)
Q126191520,Q7543083,Point(-58.50901369 -34.655111324)
Q126200390,Q7543083,Point(-58.490672698 -34.637120137)
Q138570263,Q16510064,Point(-58.513694444 -34.634869444)
Q138641834,Q16510064,Point(-58.513694444 -34.634869444)
Q597824,Q851517,Point(-58.479444444 -34.644722222)
Q643942,Q851517,Point(-58.483333333 -34.633333333)
Q790461,Q79007,Point(-58.47612119 -34.63870522)
Q790461,Q7543083,Point(-58.47612119 -34.63870522)
Q1166007,Q1154710,Point(-58.46453889 -34.65792222)
Q1429543,Q851517,Point(-58.483333333 -34.633333333)
Q1729632,Q22698,Point(-58.47872222 -34.64566667)
Q3295246,Q928830,Point(-58.46972222 -34.63083333)
Q3295246,Q11606300,Point(-58.46972222 -34.63083333)
Q3295246,Q22808403,Point(-58.46972222 -34.63083333)
Q3297032,Q928830,Point(-58.46161111 -34.64302778)
Q3297032,Q11606300,Point(-58.46161111 -34.64302778)
Q3297032,Q22808403,Point(-58.46161111 -34.64302778)
Q5492147,Q2175765,Point(-58.4539 -34.6564)
Q5712505,Q41176,Point(-58.477777777 -34.631111111)
Q5712505,Q8343784,Point(-58.477777777 -34.631111111)
Q5713607,Q7543083,Point(-58.474328903 -34.66118594)
Q5713620,Q7543083,Point(-58.471670219 -34.651171156)
Q5713773,Q79007,Point(-58.477032069 -34.636339038)
Q5713773,Q7543083,Point(-58.477032069 -34.636339038)
Q5713798,Q7543083,Point(-58.466159903 -34.652116506)
Q5714131,Q7543083,Point(-58.474328903 -34.66118594)
Q5745793,Q7579839,Point(-58.461 -34.6511)
Q5760322,Q39614,Point(-58.45366944 -34.64786944)
Q5780312,Q5780448,Point(-58.483538888 -34.631913888)
Q5841032,Q2175765,Point(-58.4556 -34.6494)
Q5842283,Q55488,Point(-58.4809 -34.6324)
Q5843621,Q2175765,Point(-58.4565 -34.6544)
Q6079831,Q174782,Point(-58.4618 -34.6433)
Q6138302,Q4530848,Point(-58.465161 -34.651371)
Q6138302,Q6138323,Point(-58.465161 -34.651371)
Q6138302,Q130391302,Point(-58.465161 -34.651371)
Q12109148,Q56242215,Point(-58.481666666 -34.635277777)
Q17499403,Q5780448,Point(-58.483333333 -34.65)
Q38263072,Q41253,Point(-58.480584 -34.628519)
Q38263100,Q41253,Point(-58.4834496 -34.660842)
Q38263203,Q41253,Point(-58.4690331 -34.6307035)
Q38263203,Q52815,Point(-58.4690331 -34.6307035)
Q38263319,Q41253,Point(-58.4883481 -34.6354168)
Q38263363,Q41253,Point(-58.4700917 -34.6311881)
Q38263652,Q41253,Point(-58.4692685 -34.6333925)
Q38263889,Q41253,Point(-58.4746067 -34.6320783)
Q38263897,Q24354,Point(-58.4853809 -34.6347105)
Q38263897,Q41253,Point(-58.4853809 -34.6347105)
Q53869270,Q12280,Point(-58.47194 -34.629577)
Q54812943,Q847017,Point(-58.46869 -34.64181)
Q64338433,Q5728070,Point(-58.47279 -34.652039)
Q64338442,Q5728070,Point(-58.473667 -34.642677)
Q65391607,Q33506,Point(-58.4944 -34.6332)
Q65391607,Q16735822,Point(-58.4944 -34.6332)
Q83869182,Q385994,Point(-58.470715 -34.628607)
Q83869184,Q385994,Point(-58.470715 -34.628607)
Q90206177,Q569500,Point(-58.467364 -34.66073)
Q90206214,Q569500,Point(-58.455441 -34.657908)
Q90206249,Q569500,Point(-58.474252 -34.660325)
Q90206251,Q569500,Point(-58.483236 -34.6444)
Q107521101,Q7075,Point(-58.479486388 -34.645048333)
Q111584397,Q174782,Point(-58.493760992 -34.628997446)
Q111685523,Q174782,Point(-58.483964698 -34.647431324)
Q111685540,Q174782,Point(-58.452719131 -34.645441415)
Q111685545,Q174782,Point(-58.481858892 -34.658033792)
Q111685594,Q174782,Point(-58.482665743 -34.629875736)
Q111685613,Q174782,Point(-58.477816653 -34.653965175)
Q111694738,Q860861,Point(-58.482175 -34.629203)
Q111694740,Q721747,Point(-58.482175 -34.629203)
Q111694741,Q331744,Point(-58.482175 -34.629203)
Q111694742,Q653208,Point(-58.482175 -34.629203)
Q111694742,Q721747,Point(-58.482175 -34.629203)
Q111696514,Q179700,Point(-58.493496 -34.636485)
Q111696818,Q191851,Point(-58.452496 -34.645034)
Q111697341,Q331744,Point(-58.465547 -34.65094)
Q111697359,Q241045,Point(-58.479928 -34.641298)
Q111697360,Q2293362,Point(-58.479928 -34.641298)
Q111697361,Q241045,Point(-58.479928 -34.641298)
Q111697362,Q241045,Point(-58.479928 -34.641298)
Q111697363,Q241045,Point(-58.479928 -34.641298)
Q111697364,Q653208,Point(-58.479928 -34.641298)
Q111697364,Q721747,Point(-58.479928 -34.641298)
Q111697365,Q653208,Point(-58.479928 -34.641298)
Q111697365,Q721747,Point(-58.479928 -34.641298)
Q111697366,Q331744,Point(-58.479928 -34.641298)
Q111697367,Q179700,Point(-58.479928 -34.641298)
Q111697368,Q191851,Point(-58.479928 -34.641298)
Q111697369,Q191851,Point(-58.479928 -34.641298)
Q111697370,Q721747,Point(-58.479928 -34.641298)
Q111697371,Q2402896,Point(-58.479928 -34.641298)
Q111707944,Q179700,Point(-58.493683 -34.628762)
Q111707952,Q331744,Point(-58.493669 -34.628753)
Q111708238,Q331744,Point(-58.482129 -34.658022)
Q111708239,Q721747,Point(-58.482129 -34.658022)
Q140284769,Q9842,Point(-58.396513 -34.681166)
Q140284769,Q1080794,Point(-58.396513 -34.681166)
Q140284769,Q67388747,Point(-58.396513 -34.681166)
Q140284774,Q9842,Point(-58.409206 -34.669899)
Q140284774,Q423208,Point(-58.409206 -34.669899)
Q140284774,Q67388747,Point(-58.409206 -34.669899)
Q140284775,Q9842,Point(-58.409401 -34.671833)
Q140284775,Q423208,Point(-58.409401 -34.671833)
Q140284775,Q67388747,Point(-58.409401 -34.671833)
Q140284776,Q9842,Point(-58.411198 -34.685858)
Q140284776,Q1080794,Point(-58.411198 -34.685858)
Q140284776,Q67388747,Point(-58.411198 -34.685858)
Q140284777,Q9842,Point(-58.417046 -34.663248)
Q140284777,Q1080794,Point(-58.417046 -34.663248)
Q140284777,Q67388747,Point(-58.417046 -34.663248)
Q140284778,Q9842,Point(-58.396397 -34.673598)
Q140284778,Q1080794,Point(-58.396397 -34.673598)
Q140284778,Q67388747,Point(-58.396397 -34.673598)
Q140284781,Q9842,Point(-58.404396 -34.676339)
Q140284781,Q1080794,Point(-58.404396 -34.676339)
Q140284781,Q67388747,Point(-58.404396 -34.676339)
Q140284782,Q9842,Point(-58.412891 -34.6672)
Q140284782,Q423208,Point(-58.412891 -34.6672)
Q140284782,Q67388747,Point(-58.412891 -34.6672)
Q140413155,Q159334,Point(-58.393407093 -34.671046732)
Q140413155,Q1080794,Point(-58.393407093 -34.671046732)
Q140413155,Q67388747,Point(-58.393407093 -34.671046732)
Q140413169,Q159334,Point(-58.388563336 -34.678908026)
Q140413169,Q423208,Point(-58.388563336 -34.678908026)
Q140413169,Q67388747,Point(-58.388563336 -34.678908026)
Q140415269,Q159334,Point(-58.384734 -34.6901739)
Q140415269,Q1080794,Point(-58.384734 -34.6901739)
Q140415269,Q67388747,Point(-58.384734 -34.6901739)
Q140415270,Q159334,Point(-58.389256923 -34.687004506)
Q140415270,Q1080794,Point(-58.389256923 -34.687004506)
Q140415270,Q67388747,Point(-58.389256923 -34.687004506)
Q140415272,Q159334,Point(-58.398878037 -34.692822881)
Q140415272,Q1080794,Point(-58.398878037 -34.692822881)
Q140415272,Q67388747,Point(-58.398878037 -34.692822881)
Q140415274,Q159334,Point(-58.411122876 -34.685793492)
Q140415274,Q1080794,Point(-58.411122876 -34.685793492)
Q140415274,Q67388747,Point(-58.411122876 -34.685793492)
Q140416104,Q159334,Point(-58.416979614 -34.689486664)
Q140416104,Q423208,Point(-58.416979614 -34.689486664)
Q140416104,Q67388747,Point(-58.416979614 -34.689486664)
Q140416113,Q159334,Point(-58.406004928 -34.690151035)
Q140416113,Q423208,Point(-58.406004928 -34.690151035)
Q140416113,Q67388747,Point(-58.406004928 -34.690151035)
Q140416115,Q159334,Point(-58.412722364 -34.670768953)
Q140416115,Q423208,Point(-58.412722364 -34.670768953)
Q140416115,Q67388747,Point(-58.412722364 -34.670768953)
Q140416119,Q159334,Point(-58.406409592 -34.694970265)
Q140416119,Q1080794,Point(-58.406409592 -34.694970265)
Q140416119,Q67388747,Point(-58.406409592 -34.694970265)
Q140416124,Q159334,Point(-58.39980961 -34.684808991)
Q140416124,Q1080794,Point(-58.39980961 -34.684808991)
Q140416124,Q67388747,Point(-58.39980961 -34.684808991)
Q140416129,Q159334,Point(-58.416396029 -34.692077082)
Q140416129,Q1080794,Point(-58.416396029 -34.692077082)
Q140416129,Q67388747,Point(-58.416396029 -34.692077082)
Q140416131,Q159334,Point(-58.406356431 -34.688735558)
Q140416131,Q1080794,Point(-58.406356431 -34.688735558)
Q140416131,Q67388747,Point(-58.406356431 -34.688735558)
Q140416143,Q159334,Point(-58.396304925 -34.691015839)
Q140416143,Q423208,Point(-58.396304925 -34.691015839)
Q140416143,Q67388747,Point(-58.396304925 -34.691015839)
Q140417348,Q159334,Point(-58.387061193 -34.673191663)
Q140417348,Q1080794,Point(-58.387061193 -34.673191663)
Q140417348,Q67388747,Point(-58.387061193 -34.673191663)
Q140417350,Q159334,Point(-58.394287325 -34.677189402)
Q140417350,Q423208,Point(-58.394287325 -34.677189402)
Q140417350,Q67388747,Point(-58.394287325 -34.677189402)
Q140418348,Q159334,Point(-58.408487703 -34.675149145)
Q140418348,Q1080794,Point(-58.408487703 -34.675149145)
Q140418348,Q67388747,Point(-58.408487703 -34.675149145)
Q140418349,Q159334,Point(-58.409278391 -34.66980492)
Q140418349,Q423208,Point(-58.409278391 -34.66980492)
Q140418349,Q67388747,Point(-58.409278391 -34.66980492)
Q140418351,Q159334,Point(-58.39597657 -34.6733008)
Q140418351,Q1080794,Point(-58.39597657 -34.6733008)
Q140418351,Q67388747,Point(-58.39597657 -34.6733008)
Q140418352,Q159334,Point(-58.407685667 -34.669052677)
Q140418352,Q423208,Point(-58.407685667 -34.669052677)
Q140418352,Q67388747,Point(-58.407685667 -34.669052677)
Q140418353,Q159334,Point(-58.416291298 -34.67408559)
Q140418353,Q1080794,Point(-58.416291298 -34.67408559)
Q140418353,Q67388747,Point(-58.416291298 -34.67408559)
Q140418354,Q159334,Point(-58.414841943 -34.673156271)
Q140418354,Q1080794,Point(-58.414841943 -34.673156271)
Q140418354,Q67388747,Point(-58.414841943 -34.673156271)
Q140418355,Q159334,Point(-58.409847069 -34.671497939)
Q140418355,Q1080794,Point(-58.409847069 -34.671497939)
Q140418355,Q67388747,Point(-58.409847069 -34.671497939)
Q140418357,Q159334,Point(-58.40432047 -34.676275391)
Q140418357,Q1080794,Point(-58.40432047 -34.676275391)
Q140418357,Q67388747,Point(-58.40432047 -34.676275391)
Q140418359,Q159334,Point(-58.395901438 -34.67323672)
Q140418359,Q1080794,Point(-58.395901438 -34.67323672)
Q140418359,Q67388747,Point(-58.395901438 -34.67323672)
Q140418360,Q159334,Point(-58.416947304 -34.663255685)
Q140284963,Q9842,Point(-58.50701 -34.68562)
Q140284963,Q423208,Point(-58.50701 -34.68562)
Q140284963,Q67388747,Point(-58.50701 -34.68562)
Q140284964,Q9842,Point(-58.50068 -34.681295)
Q140284964,Q1080794,Point(-58.50068 -34.681295)
Q140284964,Q67388747,Point(-58.50068 -34.681295)
Q140284965,Q9842,Point(-58.499132 -34.683719)
Q140284965,Q1080794,Point(-58.499132 -34.683719)
Q140284965,Q67388747,Point(-58.499132 -34.683719)
Q140284966,Q9842,Point(-58.499348 -34.688361)
Q140284966,Q1080794,Point(-58.499348 -34.688361)
Q140284966,Q67388747,Point(-58.499348 -34.688361)
Q140284967,Q9842,Point(-58.501532 -34.694964)
Q140284967,Q423208,Point(-58.501532 -34.694964)
Q140284967,Q67388747,Point(-58.501532 -34.694964)
Q140284968,Q9842,Point(-58.500089 -34.682511)
Q140284968,Q423208,Point(-58.500089 -34.682511)
Q140284968,Q67388747,Point(-58.500089 -34.682511)
Q140284970,Q9842,Point(-58.494663 -34.692759)
Q140284970,Q423208,Point(-58.494663 -34.692759)
Q140284970,Q67388747,Point(-58.494663 -34.692759)
Q140284971,Q9842,Point(-58.492076 -34.689195)
Q140284971,Q423208,Point(-58.492076 -34.689195)
Q140284971,Q67388747,Point(-58.492076 -34.689195)
Q140284972,Q9842,Point(-58.483961 -34.690738)
Q140284972,Q423208,Point(-58.483961 -34.690738)
Q140284972,Q67388747,Point(-58.483961 -34.690738)
Q140284974,Q9842,Point(-58.491689 -34.68989)
Q140284974,Q1080794,Point(-58.491689 -34.68989)
Q140284974,Q67388747,Point(-58.491689 -34.68989)
Q140381152,Q174782,Point(-58.518104963 -34.668833295)
Q140415895,Q159334,Point(-58.512725638 -34.680500014)
Q140415895,Q1080794,Point(-58.512725638 -34.680500014)
Q140415895,Q67388747,Point(-58.512725638 -34.680500014)
Q140416054,Q159334,Point(-58.51138514 -34.670930357)
Q140416054,Q423208,Point(-58.51138514 -34.670930357)
Q140416054,Q67388747,Point(-58.51138514 -34.670930357)
Q140416089,Q159334,Point(-58.385506562 -34.699786372)
Q140416089,Q1080794,Point(-58.385506562 -34.699786372)
Q140416089,Q67388747,Point(-58.385506562 -34.699786372)
Q140416102,Q159334,Point(-58.386652724 -34.700110294)
Q140416102,Q423208,Point(-58.386652724 -34.700110294)
Q140416102,Q67388747,Point(-58.386652724 -34.700110294)
Q140416114,Q159334,Point(-58.391040103 -34.701074851)
Q140416114,Q1080794,Point(-58.391040103 -34.701074851)
Q140416114,Q67388747,Point(-58.391040103 -34.701074851)
Q140416327,Q159334,Point(-58.517733095 -34.669773541)
Q140416327,Q1080794,Point(-58.517733095 -34.669773541)
Q140416327,Q67388747,Point(-58.517733095 -34.669773541)
Q140418157,Q159334,Point(-58.513036279 -34.694680205)
Q140418157,Q423208,Point(-58.513036279 -34.694680205)
Q140418157,Q67388747,Point(-58.513036279 -34.694680205)
Q140418535,Q159334,Point(-58.492128783 -34.690275325)
Q140418535,Q1080794,Point(-58.492128783 -34.690275325)
Q140418535,Q67388747,Point(-58.492128783 -34.690275325)
Q140418536,Q159334,Point(-58.508775405 -34.679702585)
Q140418536,Q423208,Point(-58.508775405 -34.679702585)
Q140418536,Q67388747,Point(-58.508775405 -34.679702585)
Q140418538,Q159334,Point(-58.499795976 -34.682233676)
Q140418538,Q423208,Point(-58.499795976 -34.682233676)
Q140418538,Q67388747,Point(-58.499795976 -34.682233676)
Q140418540,Q159334,Point(-58.491969727 -34.690771727)
Q140418540,Q1080794,Point(-58.491969727 -34.690771727)
Q140418540,Q67388747,Point(-58.491969727 -34.690771727)
Q140418541,Q159334,Point(-58.499272382 -34.688297476)
Q140418541,Q1080794,Point(-58.499272382 -34.688297476)
Q140418541,Q67388747,Point(-58.499272382 -34.688297476)
Q140418544,Q159334,Point(-58.484288982 -34.690810695)
Q140418544,Q423208,Point(-58.484288982 -34.690810695)
Q140418544,Q67388747,Point(-58.484288982 -34.690810695)
Q140418547,Q159334,Point(-58.500604503 -34.681231295)
Q140418547,Q1080794,Point(-58.500604503 -34.681231295)
Q140418547,Q67388747,Point(-58.500604503 -34.681231295)
Q140418549,Q159334,Point(-58.513520273 -34.682863051)
Q140418549,Q423208,Point(-58.513520273 -34.682863051)
Q140418549,Q67388747,Point(-58.513520273 -34.682863051)
Q140418550,Q159334,Point(-58.499970526 -34.683530833)
Q140418550,Q423208,Point(-58.499970526 -34.683530833)
Q140418550,Q67388747,Point(-58.499970526 -34.683530833)
Q140418551,Q159334,Point(-58.494587513 -34.692694784)
Q140418551,Q423208,Point(-58.494587513 -34.692694784)
Q140418551,Q67388747,Point(-58.494587513 -34.692694784)
Q140418552,Q159334,Point(-58.506934478 -34.685556058)
Q140418552,Q423208,Point(-58.506934478 -34.685556058)
Q140418552,Q67388747,Point(-58.506934478 -34.685556058)
Q140418554,Q159334,Point(-58.494066824 -34.689156419)
Q140418554,Q423208,Point(-58.494066824 -34.689156419)
Q140418554,Q67388747,Point(-58.494066824 -34.689156419)
Q140418555,Q159334,Point(-58.496990073 -34.690934425)
Q140418555,Q423208,Point(-58.496990073 -34.690934425)
Q140418555,Q67388747,Point(-58.496990073 -34.690934425)
Q212159,Q27020041,Point(-58.365 -34.6625)
Q604726,Q178750,Point(-58.365 -34.6625)
Q604726,Q27020041,Point(-58.365 -34.6625)
Q680964,Q486972,Point(-58.383333333 -34.65)
Q680964,Q851517,Point(-58.383333333 -34.65)
Q725963,Q178750,Point(-58.365 -34.6625)
