local_id,nombre,direccion_norm,manzana,mz_dist_m,barrio_geo
LOC015192,Gōkana,Avenida Monroe 1625,027-079,,BELGRANO
LOC015194,Olazabal,Av del Libertador 6220,025-059,1.4982979859401533,BELGRANO
LOC015196,Praliné bs as,Avenida Monroe 1690,025-059,4.821993120480316,BELGRANO
LOC015264,Wheels and Wings,Avenida del Libertador 4774,023-120,4.378324509971395,PALERMO
LOC015270,Muro Sushi,Avenida del Libertador 4524,023-118,0.4137367873749213,PALERMO
LOC015317,Brioche Dorée,Avenida Intendente Bullrich 345,023-068,,PALERMO
LOC015320,Cang Tin,Avenida Dorrego 2415,035-104A,2.252425692103293,PALERMO
LOC015324,Zoe Coffee & Take Away,Avenida Cabildo 1,023-006,3.242823708884861,PALERMO
LOC015334,Chandon bar at Club Campo Argentino de Polo (Buenos Aries),Avenida del Libertador 4300,023-104,,PALERMO
LOC015335,Fabric Sushi Campo Argentino de Polo,Avenida del Libertador 4096,023-104,,PALERMO
LOC015336,Todo Brasas polo,Avenida del Libertador 4096,023-104,,PALERMO
LOC015343,Maxikiosco El Pancho,Avenida San Martín 2200,023-083,,PALERMO
LOC015387,Cappabianca Trattoria,Martínez Rosas 1400,037-062A,,COLEGIALES
LOC015411,Cafe 3,San Pedro 1343,035-107,11.305881954561457,PALERMO
LOC015417,Cafe Verano,Avenida Dorrego 2187,035-063,,PALERMO
LOC015425,El Zaguán,Avenida Dorrego 2212,035-050C,,COLEGIALES
LOC015426,De Barricas,Avenida Dorrego 2085,035-049,1.976727650506792,PALERMO
LOC015465,Sandwicherias NuestraMiga,Federico Lacroze 3963,033-030,14.669744870769106,CHACARITA
LOC015494,Gratitude,Avenida Dorrego 1771,035-007,2.8077294394764496,PALERMO
LOC015510,Honduras,Honduras 5550,035-003,,PALERMO
LOC015512,Pizzeria la Pergola,Bonpland 1578,035-016,,PALERMO
LOC015518,comidaindu,Humboldt 1721,035-017,,PALERMO
LOC015522,Manolo,Humboldt 1654,035-031,,PALERMO
LOC015542,Los Arcos,Godoy Cruz 2560,035-098,1.4943299661554708,PALERMO
LOC015543,Pottery Coffee & Deli,Gorriti 5737,035-073,,PALERMO
LOC015552,Restaurante Paru,Honduras 5719,035-045,6.526430905212951,PALERMO
LOC015554,M Salumeria,Nicaragua 5935,035-046,,PALERMO
LOC015569,Namida Nikkei,El Salvador 5783,035-100,,PALERMO
LOC015606,El Central,Avenida Sarmiento 2698,021-016A,6.400900502488775,PALERMO
LOC015633,Pizzería Mi Matute,Thames 2374,019-158,,PALERMO
LOC015649,Tucu,Avenida Raúl Scalabrini Ortiz 2762,021-025,,PALERMO
LOC015650,Made In María,Avenida Raúl Scalabrini Ortiz 2815,021-033,,PALERMO
LOC015656,CyC Drinks,Av. Eva Perón 10089,002-024A,,MONSERRAT
LOC015659,Burger King Argentina,Presidente Luis Sáenz Peña 260,002-015,14.984418589852934,MONSERRAT
LOC015662,La Parrilla de Amparito,Chacabuco 454,002-006,,MONSERRAT
LOC015665,Panaderia,Avenida Hipólito Yrigoyen 2893,028-069,,BALVANERA
LOC015672,San Sebastian,Avenida Hipólito Yrigoyen 2559,020-019,,BALVANERA
LOC015679,Mundo 2150,Avenida Hipólito Yrigoyen 2150,020-049,0.7428793308529665,BALVANERA
LOC015687,Panadería 8 y 5,La Niña 1054,012-067B,6.305921645704369,MONSERRAT
LOC015688,Tekō Beer Culture Kiosk & Bar,Avenida Hipólito Yrigoyen 2201,020-042,1.2511835379761291,BALVANERA
LOC015691,Paris Fiesta,Bartolomé Mitre 831,012-076,,MONSERRAT
LOC015693,Misqui,Avenida Hipólito Yrigoyen 1926,020-065,3.537150421173227,BALVANERA
LOC015720,Fernando,Holmberg 1729,012-067A,21.43346733819984,MONSERRAT
LOC015738,Restaurante La Pepita,Libertad 79,012-039,,MONSERRAT
LOC015740,Uriburu,Rivadavia 2179,009-034,,BALVANERA
LOC015745,Ico Monserrat,República Bolivariana de Venezuela 1502,002-026,1.7935976808878955,MONSERRAT
LOC015746,Los Amigos,Moreno 845,002-026,,MONSERRAT
LOC015753,De la Fragata,Juana Manso 1050,098-005C,,PUERTO MADERO
LOC015754,Heladeria J S,Hipólito Yrigoyen 98,002-061,14.290647537920544,MONSERRAT
LOC015766,Dulce Temática SBL,Avenida Rivadavia 1300,005-035,,SAN NICOLAS
LOC015787,Mabelu Confitería y Comidas Rápidas,Carlos H Perette 11,002-036,12.71744817809505,MONSERRAT
LOC015788,La Gauchada,Tucumán 1650,002-036,12.71744817809505,MONSERRAT
LOC015789,Milagritos Catering,Av Dorrego 4045,002-036,12.71744817809505,MONSERRAT
LOC015801,Caribbean Food,📍Av. Carabobo,002-036,12.71744817809505,MONSERRAT
LOC015803,Central de Pizzas - Hudson,Avenida Leandro N. Alem 161,002-036,12.71744817809505,MONSERRAT
LOC015816,Bernardino Restaurant,Avenida Rivadavia 947,005-066,,SAN NICOLAS
LOC015824,Napoles,Av. Rivadavia 1765,005-035,,SAN NICOLAS
LOC015828,Kitchen,Avenida Ángel Gallardo 723,002-062,,MONSERRAT
LOC015831,Florida,Florida 1,001-009,,SAN NICOLAS
LOC015833,Havanna,Av. Entre Ríos,005-035,3.885734865409945,SAN NICOLAS
LOC015841,Mesón Tacuarí Restaurant,Hipólito Yrigoyen 561,001-025B,7.91645940839548,SAN NICOLAS
LOC015853,Locos Por La Pizza.,Balcarce 52,001-049,,SAN NICOLAS
LOC015856,Tu cocina,Avenida Rivadavia 930,005-067,,SAN NICOLAS
LOC015873,Cumbre Nevada San Nicolás,Paraná 356,005-011,1.682903581053938,SAN NICOLAS
LOC015881,Panaderia Lavie,Reconquista 280,001-050,0.8846669083293056,SAN NICOLAS
LOC015893,Galeria guemes,San Martin 150,001-018B,,SAN NICOLAS
LOC015931,Sushi Roll,Paraguay 510,005-022,,SAN NICOLAS
LOC015947,Caesar park,Cerrito 336,005-046,,SAN NICOLAS
LOC015952,Dulce Paulita,Balbastro 5223,005-070A,,SAN NICOLAS
LOC015961,Restaurante ZT,Montevideo 500,005-030,1.2029668169283818,SAN NICOLAS
LOC015967,Heladeria,Sarmiento 466,009-070,,BALVANERA
LOC015969,Restaurante ficho,Sarmiento,013-069,,BALVANERA
LOC015995,Restaurante la Estacion,Lavalle 941,005-075B,1.8190845627240464,SAN NICOLAS
LOC015999,Reconquista,Reconquista 383,001-028,,SAN NICOLAS
LOC016003,Burger King,Bartolomé Mitre 656,001-020,3.4075147205347016,SAN NICOLAS
LOC016009,pool broadway,Maipú 492,005-054A,,SAN NICOLAS
LOC016017,Bar el Obelisco,Carlos Pellegrini 465,005-054B,10.927631658278798,SAN NICOLAS
LOC016019,Cumbres Andinas Espumantes,Esmeralda 155,005-075C,,SAN NICOLAS
LOC016020,Isla Vegana,Don Bosco 56,005-075C,,SAN NICOLAS
LOC016021,Parrilla San Remo Restaurante,Uruguay 380,005-047,,SAN NICOLAS
LOC016034,Café Martínez,Av Pueyrredón,009-030,,BALVANERA
LOC016080,Cafe Paulin,Sarmiento 635,001-038,,SAN NICOLAS
LOC016093,El cairo Antiguo,Montevideo 678,005-033,4.699113768698208,SAN NICOLAS
LOC016096,Sushi Lives,Avenida Córdoba 2741,013-073,1.509431591514696,BALVANERA
LOC016106,Establecimiento General de Café,Tucuman,009-065,,BALVANERA
LOC016147,Maximia,Florida 378,001-008,,SAN NICOLAS
LOC016151,Yafo Kosher,Paso 747,013-103,0.7745493200566733,BALVANERA
LOC016176,Conquistador,Reconquista 751,001-032,,SAN NICOLAS
LOC016202,Il Moro,Carlos Pellegrini 877,003-001,,RETIRO
LOC016204,So Bagel,Av. Pueyrredon 2501,007-032,1.5438863413380444,RECOLETA
LOC016213,Brócoli Pop Deli & Take Away,Florida 971,003-059,0.524694966118166,RETIRO
LOC016222,Delivery gourmet,Esmeralda 950,003-041,,RETIRO
LOC016227,Jean Jaures,Jean Jaures 1015,015-113,,RECOLETA
LOC016249,Chungo,Costa Rica,007-016,5.703306774169253,RECOLETA
LOC016256,Florida Plaza,Florida 960,003-035,,RETIRO
LOC016260,Like delivery,25 de Mayo 757,003-062C,,RETIRO
LOC016273,Umai Japanese Bar,Güemes 4582,015-115,,RECOLETA
LOC016278,La Rodriguez Peña,Juncal 1773,007-003,,RECOLETA
LOC016279,La Paz Arriba,Montevideo 421,011-076,0.2827097574080238,RECOLETA
LOC016284,Passione Heladeria & Cafeteria,Avenida Pueyrredón 1194,015-124,,RECOLETA
LOC016301,Marcelo T,Suipacha,003-036,,RETIRO
LOC016347,Doble Q,Marcelo T. de Alvear 446,003-056,,RETIRO
LOC016357,Codigo Revolution,Azcuénaga 1007,015-136,,RECOLETA
LOC016371,Pizzeria Dady,Madero 2339,003-062D,13.766368210706426,RETIRO
LOC016375,Havanna,Reconquista,003-062D,,RETIRO
LOC016391,Don Germán,Paraguay 3510,015-022,1.4183740040958774,RECOLETA
LOC016414,The Coffee Store,Rodríguez Peña 1650,011-080,2.1226460331452603,RECOLETA
LOC016423,BLUSH CAFE,Moreno 2196,011-048,3.358417806277823,RECOLETA
LOC016443,Pastelero Jose-BlasParera 464,Avenida Entre Ríos 464,007-051,3.719310013694265,RETIRO
LOC016448,El Gato Viejo,Avenida del Libertador 404,003-025,23.24392592929417,RETIRO
LOC016456,Plaza Barrientos,Larrea 1551,015-141,13.162431295782532,RECOLETA
LOC016457,Duhau Restaurant y Vinoteca,Avenida Alvear 1661,007-025,,RECOLETA
LOC016461,LxF Bar,Azcuénaga 1898,011-051,6.663174051136274,RECOLETA
LOC016465,Mooi Larrea Y PeÑA,Avenida Pueyrredón 1770,011-021,,RECOLETA
LOC016471,Los Salones del Piano Nobile,Avenida Alvear 1661,007-025,,RECOLETA
LOC016472,Avenida Del Libertador Y Cerrito,Avenida del Libertador 602,003-009,,RETIRO
LOC016481,Ramos Generales,Avenida del Libertador 700,003-009,6.868941090534791,RETIRO
LOC016483,El lomo infernal,French 2476,011-023,,RECOLETA
LOC016519,Bazterrica,Billinghurst 2072,015-014C,,PALERMO
LOC016552,Heladería y almacén Mussio,Carlos Calvo 795,003-077A,,RETIRO
LOC016589,Autopista La Plata Bs As,Autopista La Plata-Buenos Aires,003-079A,20.454746071288582,RETIRO
LOC016609,Le Pain Quotidien,Av. Del Libertador 2417,021-102,11.421685352593412,PALERMO
LOC016616,Lamas resto,Defensa 1326,021-074,2.538931389143269,PALERMO
LOC016638,China Deli,Jerónimo Salguero 3172,021-121A,,PALERMO
LOC016667,Parrilla Jorge,García del Río 3090,043-114,0.4338656196859335,SAAVEDRA
LOC016678,Kadan Creaciones,Nuñez,027-009,,NUÑEZ
LOC016681,Magna Pizza,Crisólogo Larralde 2702,041-129,,NUÑEZ
LOC016694,Kiosk.CO,Plaza 1486,027-108,0.1380722738337494,BELGRANO
LOC016713,Light,Crisólogo Larralde 2250,027-018,,NUÑEZ
LOC016722,Green Roll,García del Río 2587,043-175,,SAAVEDRA
LOC016723,Banchero Pilar,García del Río 2539,043-175,1.5636518103288062,SAAVEDRA
LOC016748,La Pescadería,Crisólogo Larralde 1716,027-067,2.937395581133211,NUÑEZ
LOC016751,Santa Croce BA.,Crisólogo Larralde 1662,027-078,,NUÑEZ
LOC016754,Mil959 Experiencias Cubanas,Vuelta de Obligado 2070,029-079,4.782607237785609,NUÑEZ
