tipo,clave,direcciones,n_formas,formas
sobre_plegado,MARCOS PAZ,6,2,"PAZ, MARCOS (3) · Marcos Paz (3)"
sobre_plegado,MENDEZ DE ANDES,6,2,MENDEZ DE ANDES (4) · Méndez de Andes (2)
sobre_plegado,MUNIZ,6,2,Muñiz (4) · MUÑIZ (2)
sobre_plegado,NECOCHEA,6,2,NECOCHEA (4) · Necochea (2)
sobre_plegado,ORTIZ DE OCAMPO,6,3,Avenida Ortíz de Ocampo (3) · ORTIZ DE OCAMPO (2) · Avenida Ortiz de Ocampo (1)
sobre_plegado,PEDRO CALDERON DE LA BARCA,6,2,"Pedro Calderón de la Barca (5) · CALDERON DE LA BARCA, PEDRO (1)"
sobre_plegado,PEPIRI,6,3,Pepirí (3) · PEPIRI (2) · Pepiri (1)
sobre_plegado,PERITO MORENO,6,3,Avenida Perito Moreno (4) · Perito Moreno (1) · Av. Perito Moreno (1)
sobre_plegado,PERON,6,6,pte. peron (1) · Pte Peron (1) · Presidente peron (1) · PRESIDENTE PERON (1) · Avenida Presidente Perón (1) · Av. Presidente Perón (1)
sobre_plegado,PI Y MARGALL,6,2,PI Y MARGALL (5) · Pi y Margall (1)
sobre_plegado,PUAN,6,2,Puán (4) · PUAN (2)
sobre_plegado,RAMON FALCON,6,3,Coronel Ramón Falcón (3) · Avenida Coronel Ramón Falcón (2) · Ramon Falcon (1)
sobre_plegado,RIGLOS,6,2,Riglos (4) · RIGLOS (2)
sobre_plegado,SAAVEDRA,6,2,SAAVEDRA (4) · Saavedra (2)
sobre_plegado,SAN BLAS,6,2,San Blas (4) · SAN BLAS (2)
sobre_plegado,TERRADA,6,2,Terrada (3) · TERRADA (3)
sobre_plegado,VELEZ SARSFIELD,6,3,Avenida Vélez Sársfield (3) · VELEZ SARSFIELD AV. (2) · Av. Velez Sarsfield (1)
sobre_plegado,VENANCIO FLORES,6,2,"FLORES, VENANCIO, Gral. (5) · Venancio Flores (1)"
sobre_plegado,VIEYTES,6,2,VIEYTES (5) · Vieytes (1)
sobre_plegado,VIRREY AVILES,6,2,"Virrey Avilés (4) · AVILES, VIRREY (2)"
sobre_plegado,ACASSUSO,5,2,ACASSUSO (3) · Acassuso (2)
sobre_plegado,AIME PAINE,5,2,Aimé Paine (4) · Calle Aime Paine (1)
sobre_plegado,ALBARINO,5,2,Albariño (4) · ALBARIÑO (1)
sobre_plegado,ANDALGALA,5,2,Andalgalá (3) · ANDALGALA (2)
sobre_plegado,ARAUJO,5,2,ARAUJO (3) · Araujo (2)
sobre_plegado,BARZANA,5,2,Barzana (4) · BARZANA (1)
sobre_plegado,BEAUCHEF,5,2,Beauchef (4) · BEAUCHEF (1)
sobre_plegado,BESARES,5,2,BESARES (4) · Besares (1)
sobre_plegado,BUENOS AIRES,5,3,Buenos aires (3) · buenos aires (1) · Buenos Aires (1)
sobre_plegado,CAFAYATE,5,2,Cafayate (3) · CAFAYATE (2)
sobre_plegado,CAMPICHUELO,5,2,Campichuelo (4) · CAMPICHUELO (1)
sobre_plegado,CERVANTES,5,2,Cervantes (3) · CERVANTES (2)
sobre_plegado,CORTINA,5,2,Cortina (3) · CORTINA (2)
sobre_plegado,FRUCTUOSO RIVERA,5,3,"RIVERA, FRUCTUOSO, GENERAL (2) · General Fructuoso Rivera (2) · Gral. Fructuoso Rivera (1)"
sobre_plegado,GALLARDO,5,2,GALLARDO (4) · Gallardo (1)
sobre_plegado,GALVAN,5,2,Galván (4) · GALVAN (1)
sobre_plegado,GARIBALDI,5,2,Garibaldi (3) · GARIBALDI (2)
sobre_plegado,GREGORIO DE LAFERRERE,5,3,"Gregorio de Laferrere (3) · LAFERRERE, GREGORIO de (1) · Calle Gregorio De Laferrere (1)"
sobre_plegado,JARAMILLO,5,2,JARAMILLO (3) · Jaramillo (2)
sobre_plegado,JUAN MANUEL BLANES,5,2,"Juan Manuel Blanes (4) · BLANES, JUAN MANUEL (1)"
sobre_plegado,LAVARDEN,5,2,Lavardén (4) · LAVARDEN (1)
sobre_plegado,LUZURIAGA,5,2,LUZURIAGA (3) · Luzuriaga (2)
sobre_plegado,MAGALLANES,5,2,MAGALLANES (3) · Magallanes (2)
sobre_plegado,MARTIN RODRIGUEZ,5,2,"RODRIGUEZ, MARTIN (3) · Martín Rodríguez (2)"
sobre_plegado,MARTINEZ CASTRO,5,2,MARTINEZ CASTRO (3) · Martínez Castro (2)
sobre_plegado,MINONES,5,2,Miñones (4) · MIÃâONES (1)
sobre_plegado,OLIDEN,5,2,Oliden (3) · OLIDEN (2)
sobre_plegado,PAREJA,5,2,Pareja (4) · PAREJA (1)
sobre_plegado,PAROISSIEN,5,2,PAROISSIEN (3) · Paroissien (2)
sobre_plegado,PERDRIEL,5,2,Perdriel (3) · PERDRIEL (2)
sobre_plegado,PINTO,5,2,Pinto (4) · GRAL Pinto (1)
sobre_plegado,PINZON,5,2,Pinzón (3) · PINZON (2)
sobre_plegado,PLAZA,5,2,PLAZA (4) · Plaza (1)
sobre_plegado,POLA,5,2,Pola (4) · POLA (1)
sobre_plegado,PORTELA,5,2,Portela (3) · PORTELA (2)
sobre_plegado,QUINTANA,5,4,Presidente Quintana (2) · Quintana (1) · QUINTANA (1) · Avenida Presidente Quintana (1)
sobre_plegado,RINCON,5,2,RINCON (4) · Rincón (1)
sobre_plegado,SAN ANTONIO,5,2,San Antonio (4) · SAN ANTONIO (1)
sobre_plegado,SARANDI,5,2,SARANDI (4) · Sarandí (1)
sobre_plegado,SENILLOSA,5,2,Senillosa (3) · SENILLOSA (2)
sobre_plegado,TRAFUL,5,2,TRAFUL (3) · Traful (2)
sobre_plegado,TREINTA Y TRES ORIENTALES,5,2,Treinta y Tres Orientales (4) · TREINTA Y TRES ORIENTALES (1)
sobre_plegado,VILELA,5,2,VILELA (4) · Vilela (1)
sobre_plegado,ZAVALETA,5,2,ZAVALETA (4) · Zavaleta (1)
sobre_plegado,14 DE JULIO,4,2,14 de Julio (3) · 14 DE JULIO (1)
sobre_plegado,ALBARELLOS,4,2,Avenida Albarellos (2) · ALBARELLOS AV. (2)
sobre_plegado,ALVEAR,4,2,Avenida Alvear (3) · ALVEAR AV. (1)
sobre_plegado,ANTARTIDA ARGENTINA,4,3,Antártida Argentina (2) · Avenida Antártida Argentina (1) · Av. Antártida Argentina (1)
sobre_plegado,APOLINARIO FIGUEROA,4,2,Coronel Apolinario Figueroa (3) · APOLINARIO FIGUEROA (1)
sobre_plegado,BALBASTRO,4,2,Balbastro (2) · BALBASTRO (2)
sobre_plegado,BALDOMERO FERNANDEZ MORENO,4,2,"FERNANDEZ MORENO, BALDOMERO (2) · Baldomero Fernández Moreno (2)"
sobre_plegado,BENJAMIN VICTORICA,4,2,Avenida General Benjamín Victorica (3) · Av. Gral. Benjamín Victorica (1)
sobre_plegado,BOUCHARD,4,3,BOUCHARD (2) · bouchard (1) · Bouchard (1)
sobre_plegado,BULLRICH,4,3,"Avenida Intendente Bullrich (2) · Bullrich (1) · BULLRICH, INT. AV. (1)"
sobre_plegado,CAMACUA,4,2,Camacuá (2) · CAMACUA (2)
sobre_plegado,CARLOS GARDEL,4,2,"GARDEL, CARLOS (2) · Carlos Gardel (2)"
sobre_plegado,CHASCOMUS,4,2,Chascomús (2) · CHASCOMUS (2)
sobre_plegado,COMODORO MARTIN RIVADAVIA,4,2,Avenida Comodoro Martín Rivadavia (3) · Comodoro Martín Rivadavia (1)
sobre_plegado,CORRALES,4,2,CORRALES (3) · Corrales (1)
sobre_plegado,CORRALES VIEJOS,4,2,CORRALES VIEJOS (3) · Corrales Viejos (1)
sobre_plegado,CRISOSTOMO ALVAREZ,4,2,"ALVAREZ, CRISOSTOMO (3) · Crisóstomo Álvarez (1)"
sobre_plegado,CULLEN,4,2,CULLEN (3) · Cullen (1)
sobre_plegado,CUZCO,4,2,"CUZCO (3) · Cuzco, (1)"
sobre_plegado,DELFIN GALLO,4,2,"GALLO, DELFIN (3) · Delfín Gallo (1)"
sobre_plegado,ELPIDIO GONZALEZ,4,2,"GONZALEZ, ELPIDIO (2) · Elpidio González (2)"
sobre_plegado,FAMATINA,4,2,FAMATINA (3) · Famatina (1)
sobre_plegado,GARCIA DE COSSIO,4,3,GARCIA DE COSSIO (2) · García de Cossio (1) · García De Cossio (1)
sobre_plegado,HEREDIA,4,2,Heredia (2) · HEREDIA (2)
sobre_plegado,HERRERA,4,2,Herrera (3) · HERRERA (1)
sobre_plegado,HOMERO,4,3,Homero (2) · homero (1) · HOMERO (1)
sobre_plegado,HORTIGUERA,4,2,Hortiguera (2) · HORTIGUERA (2)
sobre_plegado,IGUAZU,4,2,Iguazú (3) · IGUAZU (1)
sobre_plegado,JOSE BARROS PAZOS,4,2,"José Barros Pazos (3) · BARROS PAZOS, JOSE (1)"
sobre_plegado,JOSE LEON CABEZON,4,2,"CABEZON, JOSE LEON (3) · José León Cabezón (1)"
sobre_plegado,LARRAYA,4,2,Larraya (2) · LARRAYA (2)
sobre_plegado,LASCANO,4,2,LASCANO (3) · Lascano (1)
sobre_plegado,LIBERTADOR,4,4,Libertador (1) · Av. libertador (1) · Av. Libertador (1) · AV LIBERTADOR (1)
sobre_plegado,LOS PATOS,4,2,Los Patos (2) · LOS PATOS (2)
sobre_plegado,LUIS MARIA DRAGO,4,2,"Luis María Drago (2) · DRAGO, LUIS MARIA (2)"
sobre_plegado,LUJAN,4,3,Luján (2) · Lujan (1) · LUJAN (1)
sobre_plegado,MARTIN DE GAINZA,4,2,"General Martín de Gainza (2) · GAINZA, MARTIN DE, GRAL. (2)"
sobre_plegado,MARTINEZ ROSAS,4,2,Martínez Rosas (3) · MARTINEZ ROSAS (1)
sobre_plegado,MILLER,4,2,Miller (3) · MILLER (1)
sobre_plegado,MONTEAGUDO,4,2,Monteagudo (3) · MONTEAGUDO (1)
sobre_plegado,PALOS,4,2,Palos (3) · PALOS (1)
sobre_plegado,PATAGONES,4,2,PATAGONES (3) · Patagones (1)
sobre_plegado,PATRON,4,2,PATRON (3) · Patrón (1)
sobre_plegado,PEDERNERA,4,2,Pedernera (2) · PEDERNERA (2)
sobre_plegado,PERGAMINO,4,2,Pergamino (3) · PERGAMINO (1)
sobre_plegado,PICO,4,2,PICO (3) · Pico (1)
sobre_plegado,POTOSI,4,2,POTOSI (3) · Potosí (1)
sobre_plegado,PUMACAHUA,4,2,PUMACAHUA (3) · Pumacahua (1)
sobre_plegado,QUEVEDO,4,2,Quevedo (2) · QUEVEDO (2)
sobre_plegado,RAMON LISTA,4,2,"LISTA, RAMON, CORONEL (3) · Coronel Ramón Lista (1)"
sobre_plegado,REMEDIOS,4,3,Remedios (2) · REMEDIOS (1) · Avenida Remedios (1)
sobre_plegado,RESERVISTAS ARGENTINOS,4,2,Avenida Reservistas Argentinos (3) · RESERVISTAS ARGENTINOS AV. (1)
sobre_plegado,ROCAMORA,4,2,ROCAMORA (3) · Rocamora (1)
sobre_plegado,ROMULO NAON,4,2,"Rómulo Naón (2) · NAON, ROMULO (2)"
sobre_plegado,RUPERTO GODOY,4,2,"Ruperto Godoy (2) · GODOY, RUPERTO (2)"
sobre_plegado,RUTA,4,2,Ruta (3) · ruta (1)
sobre_plegado,SALADILLO,4,2,Saladillo (2) · SALADILLO (2)
sobre_plegado,SALCEDO,4,2,Salcedo (2) · SALCEDO (2)
sobre_plegado,SAN LORENZO,4,2,San Lorenzo (3) · SAN LORENZO (1)
sobre_plegado,SANTO DOMINGO,4,2,Santo Domingo (2) · SANTO DOMINGO (2)
sobre_plegado,SARAZA,4,2,Saraza (2) · SARAZA (2)
sobre_plegado,SOMELLERA,4,2,SOMELLERA (3) · Somellera (1)
sobre_plegado,TOMAS A LE BRETON,4,3,"LE BRETON, TOMAS A. (2) · Tomás A. Le Bretón, (1) · Tomás A. Le Bretón (1)"
sobre_plegado,TRES SARGENTOS,4,2,TRES SARGENTOS (3) · Tres Sargentos (1)
sobre_plegado,ULRICO SCHMIDL,4,2,"Ulrico Schmidl (3) · SCHMIDL, ULRICO (1)"
sobre_plegado,VENTURA BOSCH,4,2,"Ventura Bosch (3) · BOSCH, VENTURA (1)"
sobre_plegado,VICTOR MARTINEZ,4,2,"MARTINEZ, VICTOR (3) · Víctor Martínez (1)"
sobre_plegado,ZANARTU,4,2,Zañartú (3) · ZAÑARTU (1)
sobre_plegado,15 DE NOVIEMBRE,3,2,15 DE NOVIEMBRE DE (2) · 15 de Noviembre de (1)
sobre_plegado,AGRELO,3,2,AGRELO (2) · Agrelo (1)
sobre_plegado,AGUILAR,3,2,AGUILAR (2) · Aguilar (1)
sobre_plegado,ALLENDE,3,2,ALLENDE (2) · Allende (1)
sobre_plegado,ALVARADO,3,2,ALVARADO (2) · Alvarado (1)
sobre_plegado,ANTEZANA,3,2,Antezana (2) · ANTEZANA (1)
sobre_plegado,ATUEL,3,2,ATUEL (2) · Atuel (1)
sobre_plegado,BARRAGAN,3,2,BARRAGAN (2) · Barragán (1)
sobre_plegado,BERNALDES,3,2,Bernaldes (2) · BERNALDES (1)
sobre_plegado,BRUIX,3,2,Avenida Bruix (2) · BRUIX AV. (1)
sobre_plegado,CACHI,3,2,CACHI (2) · Cachi (1)
sobre_plegado,CAMPOS SALLES,3,2,Campos Salles (2) · CAMPOS SALLES (1)
sobre_plegado,CANTILO,3,2,Cantilo (2) · Avenida Intendente Cantilo (1)
sobre_plegado,CARABELAS,3,2,CARABELAS (2) · Carabelas (1)
sobre_plegado,CASTEX,3,2,Castex (2) · CASTEX (1)
sobre_plegado,CORREA,3,2,Correa (2) · CORREA (1)
sobre_plegado,COSTANERA RAFAEL OBLIGADO S/N,3,2,Av. Costanera Rafael Obligado s/n (2) · Av. Costanera Rafael Obligado S/N (1)
sobre_plegado,DARREGUEYRA,3,2,DARREGUEYRA (2) · Darregueyra (1)
sobre_plegado,DEMARIA,3,2,Demaría (2) · DEMARIA (1)
sobre_plegado,HUBAC,3,2,HUBAC (2) · Hubac (1)
sobre_plegado,HUERGO,3,3,"Huergo (1) · HUERGO, ING. AV. (1) · HUERGO (1)"
sobre_plegado,ITUZAINGO,3,2,Ituzaingó (2) · ITUZAINGO (1)
sobre_plegado,JOSE LEON PAGANO,3,2,"José León Pagano (2) · PAGANO, JOSE LEON (1)"
sobre_plegado,JOSE MARTI,3,2,"MARTI, JOSE (2) · José Martí (1)"
sobre_plegado,LA MADRID,3,2,la madrid (2) · La Madrid (1)
sobre_plegado,LAGUNA,3,2,Laguna (2) · laguna (1)
sobre_plegado,LISBOA,3,2,Lisboa (2) · lisboa (1)
sobre_plegado,MANZONI,3,2,Manzoni (2) · MANZONI (1)
sobre_plegado,MARTINIANO LEGUIZAMON,3,2,"Martiniano Leguizamón (2) · LEGUIZAMON, MARTINIANO (1)"
sobre_plegado,MUNECAS,3,2,MUÑECAS (2) · Muñecas (1)
sobre_plegado,NAVARRO,3,2,Navarro (2) · NAVARRO (1)
sobre_plegado,PALPA,3,2,PALPA (2) · Palpa (1)
sobre_plegado,POSTA,3,2,Posta (2) · POSTA (1)
sobre_plegado,QUINTINO BOCAYUVA,3,2,"BOCAYUVA, QUINTINO (2) · Quintino Bocayuva (1)"
sobre_plegado,QUITO,3,2,Quito (2) · QUITO (1)
sobre_plegado,RAMOS MEJIA,3,3,Ramos Mejía (1) · RAMOS MEJIA (1) · Av Ramos Mejia (1)
sobre_plegado,REPUBLICA DE LA INDIA,3,2,República de la India (2) · REPUBLICA DE LA INDIA (1)
sobre_plegado,RICARDO GUTIERREZ,3,2,"Ricardo Gutiérrez (2) · GUTIERREZ, RICARDO (1)"
sobre_plegado,RIO LIMAY,3,2,RIO LIMAY (2) · Río Limay (1)
sobre_plegado,ROGELIO YRURTIA,3,2,"Rogelio Yrurtia (2) · YRURTIA, ROGELIO (1)"
sobre_plegado,RUY DIAZ DE GUZMAN,3,2,Ruy Díaz de Guzmán (2) · RUY DIAZ DE GUZMAN (1)
sobre_plegado,SAN BENITO DE PALERMO,3,2,SAN BENITO DE PALERMO (2) · San Benito de Palermo (1)
sobre_plegado,SEVERO GARCIA GRANDE DE ZEQUEIRA,3,2,"Severo García Grande de Zequeira (2) · GARCIA GRANDE DE ZEQUEIRA, SEVERO (1)"
sobre_plegado,TAGLE,3,2,TAGLE (2) · Tagle (1)
sobre_plegado,TANDIL,3,2,Tandil (2) · TANDIL (1)
sobre_plegado,TONELERO,3,2,Tonelero (2) · TONELERO (1)
sobre_plegado,VENTURA DE LA VEGA,3,3,"Ventura de la Vega (1) · Ventura de La Vega (1) · VEGA, VENTURA de la (1)"
sobre_plegado,VIDT,3,2,VIDT (2) · Vidt (1)
sobre_plegado,VIRREY OLAGUER Y FELIU,3,2,"Virrey Olaguer y Feliú (2) · OLAGUER Y FELIU, VIRREY (1)"
sobre_plegado,ACHAVAL,2,2,Achával (1) · ACHAVAL (1)
sobre_plegado,AIZPURUA,2,2,Aizpurúa (1) · AIZPURUA (1)
sobre_plegado,ALPACA,2,2,Alpaca (1) · ALPACA (1)
sobre_plegado,ANASAGASTI,2,2,Anasagasti (1) · ANASAGASTI (1)
sobre_plegado,ANCON,2,2,Ancón (1) · ANCON (1)
sobre_plegado,ANDRES ARGUIBEL,2,2,"Andrés Arguibel (1) · ARGUIBEL, ANDRES (1)"
sobre_plegado,ARENGREEN,2,2,Arengreen (1) · ARENGREEN (1)
sobre_plegado,ARTURO JAURETCHE,2,2,"JAURETCHE, ARTURO (1) · Arturo Jauretche (1)"
sobre_plegado,BENITO PEREZ GALDOS,2,2,"PEREZ GALDOS, BENITO AV. (1) · Benito Pérez Galdós (1)"
sobre_plegado,BOLANOS,2,2,Bolaños (1) · BOLAÑOS (1)
sobre_plegado,CANDELARIA,2,2,Candelaria (1) · CANDELARIA (1)
sobre_plegado,CANONIGO MIGUEL C DEL CORRO,2,2,"CORRO, MIGUEL C. DEL, CANONIGO AV. (1) · Avenida Canónigo Miguel C. del Corro (1)"
sobre_plegado,CARLOS H PERETTE,2,2,Carlos H. Perette (1) · Carlos H Perette (1)
sobre_plegado,CASAFOUST,2,2,Casafoust (1) · CASAFOUST (1)
sobre_plegado,CASTRO,2,2,Castro (1) · CASTRO (1)
sobre_plegado,CATULO CASTILLO,2,2,"Cátulo Castillo (1) · CASTILLO, CATULO (1)"
sobre_plegado,CAVIA,2,2,Cavia (1) · CAVIA (1)
sobre_plegado,CHENAUT,2,2,Chenaut (1) · Avenida General Chenaut (1)
sobre_plegado,CLAY,2,2,Clay (1) · CLAY (1)
sobre_plegado,CROVARA,2,2,Avenida Intendente Crovara (1) · AV CROVARA (1)
sobre_plegado,CULPINA,2,2,Culpina (1) · CULPINA (1)
sobre_plegado,DOCTOR ROMULO NAON,2,2,Doctor Rómulo Naón (1) · Avenida Doctor Rómulo Naón (1)
sobre_plegado,DUPUY,2,2,Dupuy (1) · DUPUY (1)
sobre_plegado,EDUARDO MADERO,2,2,"MADERO, EDUARDO AV. (1) · Avenida Eduardo Madero (1)"
sobre_plegado,F J SEGUI,2,2,"SEGUI, F. J., ALTE. (1) · Almirante F. J. Seguí (1)"
sobre_plegado,FALUCHO,2,2,Falucho (1) · FALUCHO (1)
sobre_plegado,FERRE,2,2,Ferré (1) · FERRE (1)
sobre_plegado,FLORENCIO BALCARCE,2,2,"Florencio Balcarce (1) · BALCARCE, FLORENCIO (1)"
sobre_plegado,GABRIELA MISTRAL,2,2,"MISTRAL, GABRIELA (1) · Gabriela Mistral (1)"
sobre_plegado,GIBSON,2,2,Gibson (1) · GIBSON (1)
sobre_plegado,GRECIA,2,2,Grecia (1) · GRECIA (1)
sobre_plegado,GREGORIO POMAR,2,2,"Teniente Coronel Gregorio Pomar (1) · POMAR, GREGORIO Tte. Cnel. (1)"
sobre_plegado,GRITO DE ASENCIO,2,2,Grito de Asencio (1) · GRITO DE ASENCIO (1)
sobre_plegado,GUAYRA,2,2,Guayra (1) · GUAYRA (1)
sobre_plegado,GUILLERMO UDAONDO,2,2,"UDAONDO, GUILLERMO AV. (1) · Avenida Guillermo Udaondo (1)"
sobre_plegado,HORNOS,2,2,"HORNOS, Gral. (1) · Avenida General Hornos (1)"
sobre_plegado,JOSE EVARISTO URIBURU,2,2,Presidente José Evaristo Uriburu (1) · Pres. José Evaristo Uriburu (1)
sobre_plegado,JOSE JUAN BIEDMA,2,2,"José Juan Biedma (1) · BIEDMA, JOSE JUAN (1)"
sobre_plegado,JUAN B ALBERDI,2,2,Juan B. Alberdi (1) · Av. Juan B. Alberdi (1)
sobre_plegado,JUAN MANUEL DE ROSAS,2,2,Juan Manuel de Rosas (1) · Avenida Juan Manuel de Rosas (1)
sobre_plegado,LADINES,2,2,Ladines (1) · LADINES (1)
sobre_plegado,LIDORO J QUINTEROS,2,2,"QUINTEROS, LIDORO J. AV. (1) · Avenida Lidoro J. Quinteros (1)"
sobre_plegado,LINNEO,2,2,Linneo (1) · LINNEO (1)
sobre_plegado,MAHATMA GANDHI,2,2,"Mahatma Gandhi (1) · GANDHI, MAHATMA (1)"
sobre_plegado,MANUEL PORCEL DE PERALTA,2,2,"PORCEL DE PERALTA, MANUEL (1) · Manuel Porcel de Peralta (1)"
sobre_plegado,MANUEL RICARDO TRELLES,2,2,Manuel Ricardo Trelles (1) · Avenida Manuel Ricardo Trelles (1)
sobre_plegado,MARCELINO E FREYRE,2,2,Avenida Coronel Marcelino E. Freyre (1) · Av. Coronel Marcelino E. Freyre (1)
sobre_plegado,MILTON,2,2,Milton (1) · MILTON (1)
sobre_plegado,MONTEVERDE,2,2,monteverde (1) · Monteverde (1)
sobre_plegado,PAGOLA,2,2,Pagola (1) · Coronel Pagola (1)
sobre_plegado,PANAMA,2,2,Panamá (1) · Av.Panamá (1)
sobre_plegado,PAUNERO,2,2,Paunero (1) · PAUNERO (1)
sobre_plegado,PIEDRA BUENA,2,2,"PIEDRA BUENA AV. (1) · C1439GWR, Av. Piedra Buena (1)"
sobre_plegado,PILAR,2,2,Pilar (1) · PILAR (1)
sobre_plegado,QUERANDIES,2,2,querandies (1) · QUERANDIES (1)
sobre_plegado,RAMSAY,2,2,Ramsay (1) · RAMSAY (1)
sobre_plegado,RAULET,2,2,Raulet (1) · RAULET (1)
sobre_plegado,RAWSON,2,2,Rawson (1) · RAWSON (1)
sobre_plegado,REPUBLICA DE INDONESIA,2,2,República de Indonesia (1) · REPUBLICA DE INDONESIA (1)
sobre_plegado,SANTA ELENA,2,2,Santa Elena (1) · SANTA ELENA (1)
sobre_plegado,SANTIAGO DE LAS CARRERAS,2,2,"Santiago de las Carreras (1) · CARRERAS, SANTIAGO de las (1)"
sobre_plegado,SARGENTO CABRAL,2,2,sargento cabral (1) · Sargento Cabral (1)
sobre_plegado,SCALABRINI ORTIZ,2,2,scalabrini ortiz (1) · Scalabrini Ortiz (1)
sobre_plegado,TEODORO VILARDEBO,2,2,"VILARDEBO, TEODORO (1) · Teodoro Vilardebo (1)"
sobre_plegado,VALENTIN VIRASORO,2,2,"Valentín Virasoro (1) · VIRASORO, VALENTIN (1)"
sobre_plegado,VICTORIA OCAMPO,2,2,"Victoria Ocampo (1) · OCAMPO, VICTORIA (1)"
sobre_plegado,VILLA DEVOTO,2,2,villa devoto (1) · Villa Devoto (1)
sobre_plegado,WHITE,2,2,White (1) · WHITE (1)
sobre_plegado,ZARRAGA,2,2,Zárraga (1) · ZARRAGA (1)
sub_plegado_sospechado,SAN MARTIN | S MARTIN,150,2,SAN MARTIN (144) · S MARTIN (6)
sub_plegado_sospechado,SANTA FE | STA FE | R DE SANTA FE,131,3,SANTA FE (127) · STA FE (3) · R DE SANTA FE (1)
sub_plegado_sospechado,DEL LIBERTADOR | LIBERTADOR,109,2,DEL LIBERTADOR (105) · LIBERTADOR (4)
sub_plegado_sospechado,RAMON L FALCON | RAMON FALCON,48,2,RAMON L FALCON (42) · RAMON FALCON (6)
sub_plegado_sospechado,ECHEVERRIA | E ECHEVERRIA,46,2,ECHEVERRIA (45) · E ECHEVERRIA (1)
sub_plegado_sospechado,MOSCONI | E MOSCONI,40,2,MOSCONI (33) · E MOSCONI (7)
sub_plegado_sospechado,LA PAMPA | PAMPA,37,2,LA PAMPA (36) · PAMPA (1)
sub_plegado_sospechado,BARCO CENTENERA | DEL BARCO CENTENERA | BARCO DEL CENTENERA,36,3,BARCO CENTENERA (21) · DEL BARCO CENTENERA (9) · BARCO DEL CENTENERA (6)
sub_plegado_sospechado,CARLOS PELLEGRINI | CARLOS E PELLEGRINI,33,2,CARLOS PELLEGRINI (32) · CARLOS E PELLEGRINI (1)
sub_plegado_sospechado,DE LOS CONSTITUYENTES | CONSTITUYENTES,32,2,DE LOS CONSTITUYENTES (31) · CONSTITUYENTES (1)
sub_plegado_sospechado,COSTANERA RAFAEL OBLIGADO | COSTANERA OBLIGADO RAFAEL | RAFAEL OBLIGADO COSTANERA,29,3,COSTANERA RAFAEL OBLIGADO (25) · COSTANERA OBLIGADO RAFAEL (3) · RAFAEL OBLIGADO COSTANERA (1)
sub_plegado_sospechado,ROOSEVELT FRANKLIN D | FRANKLIN D ROOSEVELT,26,2,ROOSEVELT FRANKLIN D (19) · FRANKLIN D ROOSEVELT (7)
sub_plegado_sospechado,URIBURU JOSE E | JOSE E URIBURU,26,2,URIBURU JOSE E (18) · JOSE E URIBURU (8)
sub_plegado_sospechado,SUAREZ | P SUAREZ,21,2,SUAREZ (20) · P SUAREZ (1)
sub_plegado_sospechado,JUANA MANSO | MANSO JUANA,21,2,JUANA MANSO (16) · MANSO JUANA (5)
sub_plegado_sospechado,DE LOS CORRALES | CORRALES,21,2,DE LOS CORRALES (17) · CORRALES (4)
sub_plegado_sospechado,HUMBERTO | HUMBERTO I,19,2,HUMBERTO (10) · HUMBERTO I (9)
sub_plegado_sospechado,LAPRIDA | F N DE LAPRIDA,18,2,LAPRIDA (17) · F N DE LAPRIDA (1)
sub_plegado_sospechado,FRAGA | M FRAGA,18,2,FRAGA (17) · M FRAGA (1)
sub_plegado_sospechado,F FERNANDEZ DE LA CRUZ | FERNANDEZ DE LA CRUZ,16,2,F FERNANDEZ DE LA CRUZ (12) · FERNANDEZ DE LA CRUZ (4)
sub_plegado_sospechado,MANUEL MONTES DE OCA | MANUEL A MONTES DE OCA,15,2,MANUEL MONTES DE OCA (11) · MANUEL A MONTES DE OCA (4)
sub_plegado_sospechado,3 DE FEBRERO | 4 DE FEBRERO,14,2,3 DE FEBRERO (13) · 4 DE FEBRERO (1)
sub_plegado_sospechado,FRAY JUSTO SANTA MARIA DE ORO | FRAY JUSTO STA MARIA DE ORO,13,2,FRAY JUSTO SANTA MARIA DE ORO (12) · FRAY JUSTO STA MARIA DE ORO (1)
sub_plegado_sospechado,D APOLINARIO FIGUEROA | APOLINARIO FIGUEROA | APOLINARIO D FIGUEROA,11,3,D APOLINARIO FIGUEROA (4) · APOLINARIO FIGUEROA (4) · APOLINARIO D FIGUEROA (3)
sub_plegado_sospechado,LINIERS VIRREY | VIRREY LINIERS,9,2,LINIERS VIRREY (5) · VIRREY LINIERS (4)
sub_plegado_sospechado,VALLE IBERLUCEA | DEL VALLE IBERLUCEA,8,2,VALLE IBERLUCEA (5) · DEL VALLE IBERLUCEA (3)
sub_plegado_sospechado,JUANA AZURDUY | AZURDUY JUANA,8,2,JUANA AZURDUY (6) · AZURDUY JUANA (2)
sub_plegado_sospechado,PERON | J D PERON,7,2,PERON (6) · J D PERON (1)
sub_plegado_sospechado,TRAFUL | TRAFUL N,6,2,TRAFUL (5) · TRAFUL N (1)
sub_plegado_sospechado,BUENOS AIRES | BUENOS AIRES N,6,2,BUENOS AIRES (5) · BUENOS AIRES N (1)
sub_plegado_sospechado,SANTO DOMINGO | STO DOMINGO,5,2,SANTO DOMINGO (4) · STO DOMINGO (1)
