tipo,clave,direcciones,n_formas,formas
sub_plegado_sospechado,JUANA MANUELA GORRITI | GORRITI JUANA MANUELA,5,2,JUANA MANUELA GORRITI (3) · GORRITI JUANA MANUELA (2)
sub_plegado_sospechado,COMODORO MARTIN RIVADAVIA | COMODORO RIVADAVIA MARTIN,5,2,COMODORO MARTIN RIVADAVIA (4) · COMODORO RIVADAVIA MARTIN (1)
sub_plegado_sospechado,LA MADRID | MADRID,4,2,LA MADRID (3) · MADRID (1)
sub_plegado_sospechado,B MITRE | E MITRE | MITRE,4,3,B MITRE (2) · E MITRE (1) · MITRE (1)
sub_plegado_sospechado,COSTANERA RAFAEL OBLIGADO S/N | RAFAEL OBLIGADO COSTANERA S/N,4,2,COSTANERA RAFAEL OBLIGADO S/N (3) · RAFAEL OBLIGADO COSTANERA S/N (1)
sub_plegado_sospechado,ARTIGAS MANUEL | MANUEL DE ARTIGAS,3,2,ARTIGAS MANUEL (2) · MANUEL DE ARTIGAS (1)
sub_plegado_sospechado,CANONIGO MIGUEL C DEL CORRO | CANONIGO MIGUEL DEL CORRO,3,2,CANONIGO MIGUEL C DEL CORRO (2) · CANONIGO MIGUEL DEL CORRO (1)
sub_plegado_sospechado,FINOCHIETTO ENRIQUE | ENRIQUE FINOCHIETTO,3,2,FINOCHIETTO ENRIQUE (2) · ENRIQUE FINOCHIETTO (1)
sub_plegado_sospechado,FLORES | T FLORES,3,2,FLORES (2) · T FLORES (1)
sub_plegado_sospechado,5 DE JULIO | 9 DE JULIO,2,2,5 DE JULIO (1) · 9 DE JULIO (1)
sub_plegado_sospechado,DEL COMERCIO | COMERCIO,2,2,DEL COMERCIO (1) · COMERCIO (1)
sub_plegado_sospechado,ARANGUREN | J F ARANGUREN,2,2,ARANGUREN (1) · J F ARANGUREN (1)
sub_plegado_sospechado,EL CEIBO | CEIBO,2,2,EL CEIBO (1) · CEIBO (1)
sub_plegado_sospechado,ARTIGAS | J G DE ARTIGAS,2,2,ARTIGAS (1) · J G DE ARTIGAS (1)
sub_plegado_sospechado,CLUB DE PESCADORES | CLUB DE LOS PESCADORES,2,2,CLUB DE PESCADORES (1) · CLUB DE LOS PESCADORES (1)
