polo_id,locales,ha,locales_x_ha,barrio_principal,barrios,n_barrios,corroborados,grupo_dominante,peso_grupo_dominante,abiertos,hull_degenerado,puntos_en_envolvente,aptos_en_envolvente,share_aptos,control_aptitud,comuna,clase_densidad,pct_ya_publicado,zonas_que_contiene,es_nuevo,anada_relevamiento,anada_pct_dominante,anada_mixta,anadas,pct_puntos_del_relevamiento,rectangularidad,pct_perimetro_en_ejes,pct_perimetro_sobre_borde_barrio,vertices,barrio_k,cobertura_barrio,composicion_barrio,pasa_fuente,pasa_grilla,pasa_cobertura,pasa_cobertura_dos_colas,pruebas_que_pasa,locales_sin_rus,densidad_sin_rus,clase_sin_rus,dist_al_corte,cambio_de_clase
P044,62,17.008,3.645,San Cristobal,San Cristobal,1,10,GCBA_URBANISMO,0.387,29,False,55,54,0.982,True,3.0,C · concentración extendida,0.0,,True,2024,100.0,False,2024:62,38.7,0.431,3.8,0.0,19,SAN CRISTOBAL,2.31,130.7,True,True,True,True,3,38,2.234,C · concentración extendida,0.176,False
P042,61,11.154,5.469,Velez Sarsfield,Velez Sarsfield;Floresta,2,10,GCBA_URBANISMO,0.377,29,False,59,58,0.983,True,10.0,B · concentración media,0.0,,True,2022,86.9,True,2022:53;2023:8,37.7,0.28,1.8,6.6,13,VELEZ SARSFIELD,2.58,117.7,True,True,True,True,3,38,3.407,C · concentración extendida,0.165,True
P075,61,11.204,5.445,Chacarita,Chacarita;Villa Crespo,2,13,GCBA_URBANISMO,0.426,30,False,61,60,0.984,True,15.0,B · concentración media,67.0,,False,2023,100.0,False,2023:61,42.6,0.419,0.0,8.4,13,CHACARITA,2.58,180.4,True,True,True,True,3,35,3.124,C · concentración extendida,0.161,True
P077,60,8.604,6.974,Villa Crespo,Villa Crespo,1,11,GCBA_URBANISMO,0.417,33,False,52,50,0.962,True,15.0,B · concentración media,99.0,,False,2023,100.0,False,2023:60,41.7,0.485,0.0,0.0,14,VILLA CRESPO,2.39,158.7,True,True,True,True,3,35,4.068,B · concentración media,0.281,False
P041,60,12.726,4.715,Floresta,Floresta;Flores,2,7,GCBA_URBANISMO,0.5,23,False,50,49,0.98,True,10.0,B · concentración media,0.0,,True,2023,88.3,True,2023:53;2024:7,50.0,0.386,7.1,10.0,13,FLORESTA,2.36,103.9,True,True,True,True,3,30,2.357,C · concentración extendida,0.024,True
P028,60,12.045,4.981,Villa Pueyrredon,Villa Pueyrredon,1,13,GCBA_URBANISMO,0.4,28,False,52,52,1.0,True,12.0,B · concentración media,100.0,,False,2023,100.0,False,2023:60,40.0,0.287,2.7,0.0,13,VILLA PUEYRREDON,2.3,138.9,True,True,False,False,2,36,2.989,C · concentración extendida,0.074,True
P074,58,7.838,7.4,Villa Crespo,Villa Crespo,1,14,GCBA_URBANISMO,0.397,25,False,56,55,0.982,True,15.0,B · concentración media,100.0,,False,2023,100.0,False,2023:58,39.7,0.416,0.0,0.0,13,VILLA CRESPO,2.39,158.7,True,True,True,True,3,35,4.465,B · concentración media,0.201,False
P087,56,5.797,9.659,Palermo,Palermo,1,11,GCBA_URBANISMO,0.393,30,False,46,45,0.978,True,14.0,A · concentración densa,0.0,,True,2024,100.0,False,2024:56,39.3,0.41,15.7,0.0,19,PALERMO,2.53,307.1,True,True,True,True,3,34,5.865,B · concentración media,0.221,True
P061,54,6.926,7.796,Flores,Flores,1,12,GCBA_URBANISMO,0.426,24,False,44,43,0.977,True,7.0,B · concentración media,0.0,,True,2024,100.0,False,2024:54,42.6,0.449,22.5,0.0,16,FLORES,2.29,144.2,True,True,False,False,2,31,4.476,B · concentración media,0.127,False
P040,54,10.459,5.163,Villa Santa Rita,Villa Santa Rita;Villa Del Parque,2,11,GCBA_URBANISMO,0.426,25,False,55,55,1.0,True,11.0,B · concentración media,0.0,,True,2022,100.0,False,2022:54,42.6,0.222,17.7,6.6,14,VILLA SANTA RITA,2.36,127.3,True,True,True,True,3,31,2.964,C · concentración extendida,0.108,True
P090,54,6.85,7.884,Palermo,Palermo,1,15,GCBA_URBANISMO,0.407,27,False,46,46,1.0,True,14.0,B · concentración media,100.0,,False,2024,100.0,False,2024:54,40.7,0.431,0.0,0.0,13,PALERMO,2.53,307.1,True,True,True,True,3,32,4.672,B · concentración media,0.111,False
P086,54,7.949,6.793,Palermo,Palermo;Almagro;Villa Crespo,3,11,OVERTURE_FSQ_ATP,0.389,28,False,50,49,0.98,True,14.0,B · concentración media,0.0,,True,2024,55.6,True,2024:30;2023:24,38.9,0.469,6.3,20.0,15,PALERMO,2.53,307.1,True,True,True,True,3,33,4.151,B · concentración media,0.315,False
P085,53,8.771,6.043,Balvanera,Balvanera;Monserrat;Constitucion,4,11,GCBA_AGC,0.396,23,False,54,54,1.0,True,3.0,B · concentración media,0.0,,True,2024,100.0,False,2024:53,34.0,0.502,0.0,26.3,10,BALVANERA,2.59,147.9,True,True,True,True,3,35,3.99,B · concentración media,0.273,False
P097,53,7.564,7.007,Recoleta,Recoleta,1,16,OVERTURE_FSQ_ATP,0.415,32,False,54,53,0.981,True,2.0,B · concentración media,67.8,,False,2024,100.0,False,2024:53,32.1,0.375,16.8,0.0,13,RECOLETA,2.75,229.5,True,True,True,True,3,36,4.76,B · concentración media,0.275,False
P047,53,20.494,2.586,Caballito,Caballito,1,7,GCBA_URBANISMO,0.377,26,False,57,57,1.0,True,6.0,C · concentración extendida,26.3,,False,2023,100.0,False,2023:53,37.7,0.493,0.0,0.0,12,CABALLITO,2.39,227.6,True,True,True,True,3,33,1.61,C · concentración extendida,0.374,False
P033,52,16.676,3.118,La Boca,La Boca,1,7,GCBA_URBANISMO,0.481,22,False,46,46,1.0,True,4.0,C · concentración extendida,0.0,,True,2024,100.0,False,2024:52,48.1,0.419,1.8,0.0,13,LA BOCA,2.45,229.5,True,True,True,True,3,27,1.619,C · concentración extendida,0.274,False
P095,52,8.541,6.088,Recoleta,Recoleta,1,12,GCBA_URBANISMO,0.404,27,False,59,58,0.983,True,2.0,B · concentración media,70.5,,False,2024,100.0,False,2024:52,40.4,0.537,0.0,2.6,10,RECOLETA,2.75,229.5,True,True,True,True,3,31,3.629,C · concentración extendida,0.281,True
P094,51,6.367,8.01,Monserrat,Monserrat,1,15,OVERTURE_FSQ_ATP,0.392,26,False,38,38,1.0,True,1.0,B · concentración media,0.0,,True,2024,100.0,False,2024:51,37.3,0.588,29.4,0.0,13,MONSERRAT,2.74,302.0,True,True,True,True,3,32,5.026,B · concentración media,0.087,False
P089,50,4.534,11.028,Palermo,Palermo,1,12,GCBA_URBANISMO,0.42,27,False,42,40,0.952,True,14.0,A · concentración densa,29.5,,False,2024,100.0,False,2024:50,42.0,0.299,0.0,0.0,17,PALERMO,2.53,307.1,True,True,True,True,3,29,6.396,B · concentración media,0.477,True
P070,50,5.659,8.835,Saavedra,Saavedra;Nuñez,2,10,OSM,0.38,28,False,44,43,0.977,True,12.0,A · concentración densa,0.0,,True,2023,100.0,False,2023:50,32.0,0.474,7.8,11.4,10,SAAVEDRA,2.78,170.6,True,True,True,True,3,34,6.008,B · concentración media,0.067,True
P009,50,24.647,2.029,Parque Avellaneda,Parque Avellaneda;Velez Sarsfield;Floresta,3,5,GCBA_URBANISMO,0.34,21,False,41,40,0.976,True,9.0,C · concentración extendida,0.0,,True,2023,72.0,True,2023:36;2022:14,34.0,0.385,0.0,27.6,17,PARQUE AVELLANEDA,2.52,88.6,True,True,True,True,3,33,1.339,C · concentración extendida,0.478,False
P015,50,12.123,4.124,Parque Chacabuco,Parque Chacabuco,1,7,GCBA_URBANISMO,0.52,19,False,41,39,0.951,True,7.0,C · concentración extendida,0.0,,True,2024,100.0,False,2024:50,52.0,0.437,19.2,0.0,17,PARQUE CHACABUCO,2.45,117.8,True,True,True,True,3,24,1.98,C · concentración extendida,0.086,False
P067,49,7.324,6.69,Nuñez,Nuñez,1,15,OVERTURE_FSQ_ATP,0.388,28,False,41,41,1.0,True,13.0,B · concentración media,0.0,,True,2023,100.0,False,2023:49,36.7,0.347,21.0,0.0,14,NUNEZ,2.72,248.2,True,True,True,True,3,31,4.233,B · concentración media,0.334,False
P099,49,9.433,5.195,Monserrat,Monserrat;Balvanera,2,15,GCBA_URBANISMO,0.449,23,False,59,59,1.0,True,1.0,B · concentración media,0.0,,True,2024,100.0,False,2024:49,44.9,0.57,30.4,9.5,7,MONSERRAT,2.74,302.0,True,True,True,True,3,27,2.862,C · concentración extendida,0.114,True
P008,49,23.519,2.083,Barracas,Barracas,1,5,GCBA_URBANISMO,0.408,22,False,32,32,1.0,True,4.0,C · concentración extendida,0.0,,True,2024,100.0,False,2024:49,40.8,0.49,4.8,0.0,18,BARRACAS,2.66,161.3,True,True,True,True,3,29,1.233,C · concentración extendida,0.468,False
P105,48,5.28,9.091,Recoleta,Recoleta,1,13,GCBA_URBANISMO,0.458,23,False,35,35,1.0,True,2.0,A · concentración densa,21.1,,True,2024,100.0,False,2024:48,45.8,0.438,18.6,0.0,16,RECOLETA,2.75,229.5,True,True,True,True,3,26,4.924,B · concentración media,0.115,True
P059,48,6.083,7.89,Flores,Flores,1,6,GCBA_URBANISMO,0.521,17,False,46,44,0.957,True,7.0,B · concentración media,0.0,,True,2024,100.0,False,2024:48,52.1,0.373,20.0,0.0,11,FLORES,2.29,144.2,True,True,False,False,2,23,3.781,B · concentración media,0.11,False
P006,48,28.178,1.703,Mataderos,Mataderos,1,6,OVERTURE_FSQ_ATP,0.396,28,False,40,40,1.0,True,9.0,C · concentración extendida,0.0,,True,2023,100.0,False,2023:48,35.4,0.42,0.0,0.0,14,MATADEROS,2.45,108.9,True,True,True,True,3,31,1.1,C · concentración extendida,0.539,False
P072-5,48,5.865,8.184,Colegiales,Colegiales;Belgrano;Palermo,3,14,OSM,0.375,30,False,47,47,1.0,True,13.0,B · concentración media,20.2,,True,2023,85.4,True,2023:41;2024:7,31.2,0.258,0.0,24.0,12,COLEGIALES,2.4,251.2,True,True,True,True,3,33,5.626,B · concentración media,0.055,False
P025-2,47,4.887,9.618,Monte Castro,Monte Castro;Villa Luro,2,6,GCBA_URBANISMO,0.468,18,False,39,38,0.974,True,10.0,A · concentración densa,0.0,,True,2022,100.0,False,2022:47,46.8,0.371,7.6,12.2,16,MONTE CASTRO,2.16,123.3,True,True,False,False,2,25,5.116,B · concentración media,0.213,True
P083,47,5.666,8.295,Almagro,Almagro,1,12,GCBA_URBANISMO,0.447,22,False,43,43,1.0,True,5.0,B · concentración media,0.0,,True,2023,100.0,False,2023:47,44.7,0.446,25.3,0.0,10,ALMAGRO,2.32,197.1,True,True,True,True,3,26,4.589,B · concentración media,0.034,False
P058,46,11.393,4.038,Flores,Flores;Parque Chacabuco,2,9,GCBA_URBANISMO,0.391,20,False,60,60,1.0,True,7.0,C · concentración extendida,0.0,,True,2024,100.0,False,2024:46,39.1,0.384,0.0,5.8,9,FLORES,2.29,144.2,True,True,False,False,2,28,2.458,C · concentración extendida,0.102,False
P029,45,13.347,3.372,Boedo,Boedo,1,7,OVERTURE_FSQ_ATP,0.378,23,False,38,38,1.0,True,5.0,C · concentración extendida,99.8,,False,2023,100.0,False,2023:45,37.8,0.676,25.1,0.0,13,BOEDO,2.39,138.1,True,True,True,True,3,28,2.098,C · concentración extendida,0.227,False
P054,45,4.445,10.124,Caballito,Caballito;Flores,2,11,OSM,0.489,29,False,42,41,0.976,True,6.0,A · concentración densa,20.5,,True,2023,60.0,True,2023:27;2024:18,24.4,0.559,8.1,17.4,11,CABALLITO,2.39,227.6,True,True,True,True,3,34,7.65,B · concentración media,0.308,True
P007,45,8.956,5.025,Belgrano,Belgrano,1,4,GCBA_URBANISMO,0.4,25,False,37,37,1.0,True,13.0,B · concentración media,0.0,,True,2023,100.0,False,2023:45,40.0,0.388,9.0,8.1,10,BELGRANO,2.9,275.4,True,True,True,False,3,27,3.015,C · concentración extendida,0.082,True
P064,45,9.125,4.932,Palermo,Palermo,1,12,OVERTURE_FSQ_ATP,0.511,33,False,39,38,0.974,True,14.0,B · concentración media,0.0,,True,2024,100.0,False,2024:45,17.8,0.389,19.4,0.0,11,PALERMO,2.53,307.1,True,True,True,True,3,37,4.055,B · concentración media,0.065,False
P071,44,5.821,7.559,Colegiales,Colegiales,1,9,GCBA_URBANISMO,0.409,24,False,34,33,0.971,True,13.0,B · concentración media,100.0,,False,2023,100.0,False,2023:44,40.9,0.362,7.3,0.0,14,COLEGIALES,2.4,251.2,True,True,True,True,3,26,4.467,B · concentración media,0.172,False
P080,44,3.532,12.459,Villa Crespo,Villa Crespo,1,10,GCBA_URBANISMO,0.455,17,False,35,34,0.971,True,15.0,A · concentración densa,100.0,,False,2023,100.0,False,2023:44,45.5,0.553,14.3,0.0,15,VILLA CRESPO,2.39,158.7,True,True,True,True,3,24,6.796,B · concentración media,0.745,True
P001,44,12.112,3.633,Palermo,Palermo,1,3,OVERTURE_FSQ_ATP,0.727,43,False,36,36,1.0,True,14.0,C · concentración extendida,51.3,,False,2024,100.0,False,2024:44,0.0,0.176,0.0,0.0,8,PALERMO,2.53,307.1,False,True,True,True,2,44,3.633,C · concentración extendida,0.178,False
P072-1,43,5.105,8.422,Nuñez,Nuñez;Saavedra,2,10,OSM,0.372,25,False,35,34,0.971,True,13.0,B · concentración media,5.4,,True,2023,100.0,False,2023:43,30.2,0.317,4.7,9.3,14,NUNEZ,2.72,248.2,True,True,True,True,3,30,5.876,B · concentración media,0.01,False
P010,43,10.631,4.045,Floresta,Floresta;Velez Sarsfield,2,8,GCBA_URBANISMO,0.419,19,False,36,36,1.0,True,10.0,C · concentración extendida,0.0,,True,2023,60.5,True,2023:26;2022:17,41.9,0.497,21.9,8.2,11,FLORESTA,2.36,103.9,True,True,True,True,3,25,2.352,C · concentración extendida,0.101,False
P060,43,5.851,7.349,Flores,Flores,1,8,GCBA_URBANISMO,0.488,15,False,32,32,1.0,True,7.0,B · concentración media,0.0,,True,2024,100.0,False,2024:43,48.8,0.512,9.0,0.0,13,FLORES,2.29,144.2,True,True,False,False,2,22,3.76,B · concentración media,0.211,False
P031,42,7.579,5.541,Floresta,Floresta;Velez Sarsfield,2,11,GCBA_URBANISMO,0.429,22,False,30,30,1.0,True,10.0,B · concentración media,0.0,,True,2023,76.2,True,2023:32;2022:10,42.9,0.29,0.0,31.9,16,FLORESTA,2.36,103.9,True,False,True,True,2,24,3.167,C · concentración extendida,0.179,True
P013,42,10.787,3.893,Mataderos,Mataderos,1,7,GCBA_URBANISMO,0.405,17,False,35,35,1.0,True,9.0,C · concentración extendida,0.0,,True,2023,100.0,False,2023:42,40.5,0.299,0.0,0.0,12,MATADEROS,2.45,108.9,True,True,True,True,3,25,2.318,C · concentración extendida,0.129,False
P023,42,14.487,2.899,Villa Pueyrredon,Villa Pueyrredon,1,6,GCBA_URBANISMO,0.429,16,False,37,37,1.0,True,12.0,C · concentración extendida,100.0,,False,2023,100.0,False,2023:42,42.9,0.293,0.0,0.0,12,VILLA PUEYRREDON,2.3,138.9,True,True,False,False,2,24,1.657,C · concentración extendida,0.315,False
P025-1,42,10.194,4.12,Monte Castro,Monte Castro,1,7,GCBA_URBANISMO,0.476,17,False,35,35,1.0,True,10.0,C · concentración extendida,0.0,,True,2022,100.0,False,2022:42,47.6,0.304,9.0,0.0,14,MONTE CASTRO,2.16,123.3,True,True,False,False,2,22,2.158,C · concentración extendida,0.087,False
P050,42,5.074,8.277,Caballito,Caballito,1,9,GCBA_URBANISMO,0.5,17,False,35,35,1.0,True,6.0,B · concentración media,0.0,,True,2023,100.0,False,2023:42,50.0,0.519,13.2,0.0,13,CABALLITO,2.39,227.6,True,True,True,True,3,21,4.139,B · concentración media,0.037,False
P069,42,7.594,5.53,Belgrano,Belgrano,1,12,GCBA_URBANISMO,0.5,17,False,40,38,0.95,True,13.0,B · concentración media,0.0,,True,2023,100.0,False,2023:42,50.0,0.403,17.3,0.0,15,BELGRANO,2.9,275.4,True,True,True,False,3,21,2.765,C · concentración extendida,0.177,True
P102,42,3.939,10.664,San Telmo,San Telmo;Barracas,2,9,OSM,0.405,19,False,33,31,0.939,True,1.0,A · concentración densa,21.3,,True,2024,100.0,False,2024:42,35.7,0.564,28.1,7.3,15,SAN TELMO,2.53,311.8,True,True,True,True,3,27,6.855,B · concentración media,0.409,True
P035,42,9.387,4.474,Villa Devoto,Villa Devoto;Villa Pueyrredon,2,7,GCBA_URBANISMO,0.429,20,False,32,32,1.0,True,11.0,C · concentración extendida,60.5,,False,2022,88.1,True,2022:37;2023:5,42.9,0.346,12.1,6.2,15,VILLA DEVOTO,2.45,184.0,True,True,True,True,3,24,2.557,C · concentración extendida,0.021,False
P011,41,7.08,5.791,Saavedra,Saavedra,1,2,OVERTURE_FSQ_ATP,0.537,33,False,23,22,0.957,True,12.0,B · concentración media,0.0,,True,2023,100.0,False,2023:41,9.8,0.398,12.4,0.0,19,SAAVEDRA,2.78,170.6,True,True,True,True,3,37,5.226,B · concentración media,0.226,False
P019,41,20.777,1.973,Parque Patricios,Parque Patricios;San Cristobal,2,7,GCBA_URBANISMO,0.415,14,False,35,35,1.0,True,4.0,C · concentración extendida,0.0,,True,2023,63.4,True,2023:26;2024:15,41.5,0.523,10.7,4.5,15,PARQUE PATRICIOS,2.3,180.1,True,True,False,False,2,24,1.155,C · concentración extendida,0.488,False
P036,41,9.857,4.159,Flores,Flores;Villa Gral. Mitre;Villa Santa Rita,3,8,GCBA_URBANISMO,0.463,18,False,30,30,1.0,True,7.0,C · concentración extendida,0.0,,True,2024,68.3,True,2024:28;2022:13,46.3,0.202,10.5,37.1,15,FLORES,2.29,144.2,True,False,False,False,1,22,2.232,C · concentración extendida,0.08,False
P096,41,3.856,10.632,Recoleta,Recoleta,1,9,GCBA_URBANISMO,0.341,21,False,30,30,1.0,True,2.0,A · concentración densa,100.0,,False,2024,100.0,False,2024:41,34.1,0.504,43.7,0.0,12,RECOLETA,2.75,229.5,True,True,True,True,3,27,7.002,B · concentración media,0.403,True
P109,41,3.287,12.472,San Nicolas,San Nicolas;Recoleta;Balvanera,3,12,GCBA_URBANISMO,0.439,23,False,31,31,1.0,True,1.0,A · concentración densa,0.0,,True,2024,100.0,False,2024:41,43.9,0.403,6.8,25.3,15,SAN NICOLAS,2.7,307.9,True,True,True,True,3,23,6.997,B · concentración media,0.747,True
P039,41,7.933,5.168,Villa Urquiza,Villa Urquiza,1,8,OVERTURE_FSQ_ATP,0.341,21,False,27,27,1.0,True,12.0,B · concentración media,100.0,,False,2023,100.0,False,2023:41,34.1,0.458,1.7,0.0,16,VILLA URQUIZA,2.48,166.9,True,True,True,True,3,27,3.403,C · concentración extendida,0.109,True
P055,40,8.519,4.695,Balvanera,Balvanera,1,12,GCBA_AGC,0.45,16,False,34,34,1.0,True,3.0,B · concentración media,0.0,,True,2024,100.0,False,2024:40,37.5,0.649,37.6,8.8,10,BALVANERA,2.59,147.9,True,True,True,True,3,25,2.935,C · concentración extendida,0.021,True
P049,40,7.625,5.246,Caballito,Caballito,1,6,GCBA_URBANISMO,0.475,16,False,33,32,0.97,True,6.0,B · concentración media,29.6,,False,2023,100.0,False,2023:40,47.5,0.307,0.0,0.0,10,CABALLITO,2.39,227.6,True,True,True,True,3,21,2.754,C · concentración extendida,0.124,True
P034,40,10.66,3.752,Monte Castro,Monte Castro;Villa Del Parque;Villa Santa Rita,3,7,GCBA_URBANISMO,0.45,19,False,36,36,1.0,True,11.0,C · concentración extendida,0.0,,True,2022,100.0,False,2022:40,45.0,0.328,18.8,28.1,9,MONTE CASTRO,2.16,123.3,True,True,False,False,2,22,2.064,C · concentración extendida,0.156,False
P072-3,40,5.076,7.88,Belgrano,Belgrano,1,10,OSM,0.35,21,False,37,37,1.0,True,13.0,B · concentración media,0.0,,True,2023,100.0,False,2023:40,32.5,0.276,0.0,1.7,9,BELGRANO,2.9,275.4,True,True,True,False,3,27,5.319,B · concentración media,0.112,False
