polo_a,nombre_a,polo_b,nombre_b,local_id,barrio,comuna
R12,Centro y Microcentro,Z46,Retiro,LOC005485,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC006090,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024858,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000867,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009609,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007358,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC004463,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024731,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002678,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016241,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024735,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003120,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024828,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009760,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024794,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024782,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016262,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002357,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024783,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024795,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024796,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024797,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009573,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024827,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009038,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC010462,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024826,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016261,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002823,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003962,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024732,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024733,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024734,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024785,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024784,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007883,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016258,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC010037,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC006311,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024856,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024859,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024860,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016308,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005299,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008703,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000802,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009450,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016275,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000271,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024835,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007352,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024834,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024730,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024799,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007753,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016309,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC001931,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024780,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016302,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016303,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016301,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008088,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024777,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008145,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005054,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024729,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002120,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016293,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016292,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008297,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024833,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024840,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC004571,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000516,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009035,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024886,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024885,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC006113,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024727,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024728,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016343,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016348,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016339,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005974,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005979,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024883,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024758,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024759,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024829,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008859,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003158,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC001373,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC010463,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024837,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007766,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008489,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024836,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016276,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC006308,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024838,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008085,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024839,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016351,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024862,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024861,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016306,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016304,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024851,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024852,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024850,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016307,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003416,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC004781,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009443,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016300,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024853,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016297,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016298,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016312,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009527,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024849,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC000280,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024848,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003868,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005906,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016310,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024847,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC006594,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016347,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024724,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008069,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024725,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024726,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024884,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC006531,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC005746,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002344,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002099,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009036,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024781,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024778,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024779,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016311,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC001135,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016350,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009113,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024715,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016373,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016372,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024854,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024911,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009022,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016349,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024846,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008960,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024907,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002719,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016368,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003510,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024721,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024722,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC003368,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC004835,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008941,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC007767,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024898,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024897,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024906,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC008646,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009091,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC010080,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024905,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC009096,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC002201,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC024902,Retiro,1.0
R12,Centro y Microcentro,Z46,Retiro,LOC016398,Retiro,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC015733,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022195,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022198,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022194,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022197,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022201,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC001281,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022057,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC006206,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022156,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC007410,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022159,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022160,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC007115,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC008715,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC015736,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022157,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022161,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022158,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC008051,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC008224,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC015742,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC011098,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC002235,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC010444,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC005763,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC007592,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC007283,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022062,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022060,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC007927,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022167,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022059,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC015758,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC007291,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022162,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC001952,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC015761,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022164,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022166,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC005149,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022200,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022199,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC008962,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC011097,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC009013,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC008619,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC000523,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC003931,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC005978,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC009501,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022171,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022173,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC010396,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022170,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022174,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC015777,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022168,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022172,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC005366,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC009845,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC000439,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC007782,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC004184,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC001011,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022061,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022063,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC001609,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC010407,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC015760,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022165,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022169,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC022163,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC008081,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC010107,Monserrat,1.0
R12,Centro y Microcentro,Z47,Monserrat y Congreso,LOC005994,Monserrat,1.0
R13,Abasto,Z35,Balvanera · Once,LOC025425,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC001788,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC025427,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC007703,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC010521,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC025426,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC010160,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC010159,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC025321,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC004848,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC003973,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC000353,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC008763,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC016077,Balvanera,3.0
R13,Abasto,Z35,Balvanera · Once,LOC025319,Balvanera,3.0
R13,Abasto,Z37,Almagro,LOC002706,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC010705,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025803,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025725,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025801,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC004279,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014458,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC007968,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025722,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC000787,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025799,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC004944,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC003036,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014475,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014476,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025688,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025731,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025687,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014473,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC001156,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025689,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014472,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014471,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014470,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC001109,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025708,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025683,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025667,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025710,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC003626,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025723,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014477,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014478,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025721,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC002118,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014479,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC001784,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC005536,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025812,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025837,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025841,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025840,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC009944,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC004937,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC009376,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC000854,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC009946,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025682,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025727,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC001831,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025693,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025732,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC005680,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025814,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC008141,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014485,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014486,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014487,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC004997,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC002482,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC004516,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC010420,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC005265,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014467,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025715,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC001956,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC004424,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025726,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC002725,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC007976,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014466,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025802,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025852,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025792,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025851,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014488,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025760,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC003498,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025850,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025761,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014490,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025770,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC007902,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC009306,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025662,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025645,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014463,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025650,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025862,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025730,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014459,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC002618,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC014460,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025724,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025728,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025729,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC007301,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025842,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC003141,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025648,Almagro,5.0
R13,Abasto,Z37,Almagro,LOC025711,Almagro,5.0
R19,Federico Lacroze,R21,La Paternal,LOC004183,Villa Crespo,15.0
R19,Federico Lacroze,R21,La Paternal,LOC018474,Villa Crespo,15.0
R19,Federico Lacroze,R21,La Paternal,LOC018559,Villa Crespo,15.0
R19,Federico Lacroze,R21,La Paternal,LOC014075,Villa Crespo,15.0
R19,Federico Lacroze,R21,La Paternal,LOC001134,Chacarita,15.0
R19,Federico Lacroze,Z43,Colegiales,LOC017534,Colegiales,13.0
R19,Federico Lacroze,Z43,Colegiales,LOC004584,Colegiales,13.0
R19,Federico Lacroze,Z43,Colegiales,LOC001700,Colegiales,13.0
