polo_id,calles_dominantes_antes,calles_dominantes_despues,cambio,diff,metodo
P072-1,Cabildo (15); Crisologo Larralde (2); Juana Azurduy (2); Comodoro Martin Rivadavia (2); Campos Salles (1); Azurduy Juana (1),Cabildo (15); Juana Azurduy (3); Crisologo Larralde (2); Comodoro Martin Rivadavia (2); Campos Salles (1); Vuelta De Obligado (1),SI,ANTES: Cabildo (15); Crisologo Larralde (2); Juana Azurduy (2); Comodoro Martin Rivadavia (2); Campos Salles (1); Azurduy Juana (1) | DESPUES: Cabildo (15); Juana Azurduy (3); Crisologo Larralde (2); Comodoro Martin Rivadavia (2); Campos Salles (1); Vuelta De Obligado (1),normalizar_calles + callejero_canonico + aliases declarados en el pedido
P060,Rivadavia (6); Ramon L Falcon (4); Esteban Bonorino (3); Rivera Indarte (3); Gavilan (1); Membrillar (1),Rivadavia (6); Ramon L Falcon (4); Esteban Bonorino (3); Rivera Indarte (3); Gavilan (1); Membrillar (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P010,Segurola (11); Sanabria (3); Alejandro Magarinos Cervantes (3); Cesar Diaz (2); San Blas (2); Camarones (1),Segurola (11); Sanabria (3); Alejandro Magarinos Cervantes (3); Cesar Diaz (2); San Blas (2); Camarones (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P031,Gaona (6); Segurola (4); Juan B Justo (3); Avellaneda (2); Mercedes (2); Juan Bautista Justo (2),Gaona (6); Segurola (4); Juan B Justo (3); Avellaneda (2); Mercedes (2); Juan Bautista Justo (2),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P023,Jose Gervasio Artigas (7); Jose G Artigas (2); Cochrane (1); Jose Leon Cabezon (1); Ladines (1); Estado Plurinacional De Bolivia (1),Jose Gervasio Artigas (7); Jose G Artigas (2); Cochrane (1); Jose Leon Cabezon (1); Ladines (1); Estado Plurinacional De Bolivia (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P025-1,Alvarez Jonte (12); Segurola (5); Allende (1); Miranda (1); Benito Juarez (1),Alvarez Jonte (12); Segurola (5); Allende (1); Miranda (1); Benito Juarez (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P013,Juan Bautista Alberdi (13); Andalgala (2); Saladillo (1); Cuenca (1); Bragado (1); Severo Garcia Grande De Zequeira (1),Juan Bautista Alberdi (13); Andalgala (2); Saladillo (1); Cuenca (1); Bragado (1); Severo Garcia Grande De Zequeira (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P050,Hidalgo (7); Doctor Honorio Pueyrredon (4); Felipe Vallese (3); Arengreen (2); Honorio Pueyrredon (2); Mendez De Andes (1),Hidalgo (7); Honorio Pueyrredon (6); Felipe Vallese (3); Arengreen (2); Mendez De Andes (1),SI,ANTES: Hidalgo (7); Doctor Honorio Pueyrredon (4); Felipe Vallese (3); Arengreen (2); Honorio Pueyrredon (2); Mendez De Andes (1) | DESPUES: Hidalgo (7); Honorio Pueyrredon (6); Felipe Vallese (3); Arengreen (2); Mendez De Andes (1),normalizar_calles + callejero_canonico + aliases declarados en el pedido
P069,Echeverria (8); Zapiola (4); Juramento (3); Conde (2); Cap Ramon Freire (1); Cramer (1),Echeverria (8); Zapiola (4); Juramento (3); Conde (2); Cap Ramon Freire (1); Cramer (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P102,Defensa (7); Brasil (5); Caseros (3); Bolivar (2); Juan De Garay (2); Cochabamba (1),Defensa (7); Brasil (5); Caseros (3); Bolivar (2); Juan De Garay (2); Cochabamba (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P035,Mosconi (7); San Martin (5); Fernandez De Enciso (2); Concordia (1); Campana (1); Bacon (1),Mosconi (7); San Martin (5); Fernandez De Enciso (2); Concordia (1); Campana (1); Bacon (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P011,Vedia (8); Dot Baires Shopping (3); Tronador (2); Posta (2); Melian (2); Pico (1),Vedia (8); Dot Baires Shopping (3); Tronador (2); Posta (2); Melian (2); Pico (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P019,Brasil (5); Alberti (4); Jujuy (3); Juan De Garay (3); Matheu (2); Inclan (1),Brasil (5); Alberti (4); Jujuy (3); Juan De Garay (3); Matheu (2); Inclan (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P036,Gaona (14); Boyaca (3); Gavilan (2); Jose Gervasio Artigas (1); 1584 Gaona (1),Gaona (14); Boyaca (3); Gavilan (2); Jose Gervasio Artigas (1); 1584 Gaona (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P096,Las Heras (6); Aguero (4); Juan Maria Gutierrez (4); Pueyrredon (3); Jose Andres Pacheco De Melo (1); 1425 (1),Las Heras (6); Aguero (4); Juan Maria Gutierrez (4); Pueyrredon (3); Jose Andres Pacheco De Melo (1); 1425 (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P109,Callao (7); Cordoba (5); Viamonte (2); Paraguay (1); Riobamba (1),Callao (7); Cordoba (5); Viamonte (2); Paraguay (1); Riobamba (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P039,Monroe (9); Holmberg (5); Olazabal (2); Mariano Acha (2); Donado (1); Lugones (1),Monroe (9); Holmberg (5); Olazabal (2); Mariano Acha (2); Donado (1); Lugones (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P055,La Rioja (9); Urquiza (6); Mexico (2); Independencia (2); Agrelo (1); Belgrano (1),La Rioja (9); Urquiza (6); Mexico (2); Independencia (2); Agrelo (1); Belgrano (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P049,Rivadavia (14); Fragata Sarmiento (1); Jose Juan Biedma (1); Gascon Hospital Italiano (1); Victor Martinez (1),Rivadavia (14); Fragata Sarmiento (1); Jose Juan Biedma (1); Gascon Hospital Italiano (1); Victor Martinez (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P034,Alvarez Jonte (9); Emilio Lamarca (4); Miranda (2); Bahia Blanca (2); Lascano (1); Tokio (1),Alvarez Jonte (9); Emilio Lamarca (4); Miranda (2); Bahia Blanca (2); Lascano (1); Tokio (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
P072-3,Monroe (13); Cramer (3); Zapiola (1); Ricardo Balbin (1); Vidal (1); Moldes (1),Monroe (13); Cramer (3); Zapiola (1); Ricardo Balbin (1); Vidal (1); Moldes (1),NO,SIN_CAMBIO,normalizar_calles + callejero_canonico + aliases declarados en el pedido
