bloque,fila_tipo,concentracion_id,concentracion_nombre,polo_id,polo_nombre,borde_polo,atribuible,estado_soporte,fuente_geometria,superficie_concentracion_m2,superficie_soporte_m2,interseccion_m2,pct_concentracion_en_soporte,pct_soporte_cubierto,criterio
PUBLICABLE,INTERSECCION,P106,Barrio Norte,R06,Recoleta,TRAZADO,SI,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,342133.3115,1405170.9038,103450.7097,30.237,7.3621,intersección > 0.01 m²; sin tope de filas
PUBLICABLE,INTERSECCION,P106,Barrio Norte,R13,Abasto,TRAZADO,SI,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R13,342133.3115,1090027.4886,2262.0036,0.6611,0.2075,intersección > 0.01 m²; sin tope de filas
PUBLICABLE,INTERSECCION,P108,Monserrat · Av. Belgrano y Perú°,R12,Centro y Microcentro,TRAZADO,SI,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R12,185589.9172,1841166.0714,50163.081,27.029,2.7245,intersección > 0.01 m²; sin tope de filas
PUBLICABLE,INTERSECCION,P110,Barrio Norte · Av. Santa Fe y Av. Callao,R06,Recoleta,TRAZADO,SI,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,163044.5005,1405170.9038,140600.2778,86.2343,10.0059,intersección > 0.01 m²; sin tope de filas
PUBLICABLE,INTERSECCION,P111,Avenida de Mayo,R12,Centro y Microcentro,TRAZADO,SI,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R12,148949.8332,1841166.0714,55128.2146,37.0113,2.9942,intersección > 0.01 m²; sin tope de filas
PUBLICABLE,INTERSECCION,P111,Avenida de Mayo,Z47,Monserrat y Congreso,TRAZADO,SI,REAL_R15_CERRADO,ronda_15/geometria/perimetros_18.geojson#Z47,148949.8332,137744.2373,83910.9071,56.335,60.9179,intersección > 0.01 m²; sin tope de filas
PUBLICABLE,INTERSECCION,P112,San Nicolás · Uruguay y Paraná°,R02,Avenida Corrientes,TRAZADO,SI,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R02,56303.8604,496728.0407,3403.2335,6.0444,0.6851,intersección > 0.01 m²; sin tope de filas
PUBLICABLE,INTERSECCION,P112,San Nicolás · Uruguay y Paraná°,R12,Centro y Microcentro,TRAZADO,SI,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R12,56303.8604,1841166.0714,41287.1287,73.3291,2.2424,intersección > 0.01 m²; sin tope de filas
PUBLICABLE,INTERSECCION,P113,Av. Corrientes,R02,Avenida Corrientes,TRAZADO,SI,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R02,280061.0217,496728.0407,206881.0574,73.87,41.6488,intersección > 0.01 m²; sin tope de filas
PUBLICABLE,INTERSECCION,P113,Av. Corrientes,R12,Centro y Microcentro,TRAZADO,SI,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R12,280061.0217,1841166.0714,18975.0187,6.7753,1.0306,intersección > 0.01 m²; sin tope de filas
