fuente,archivo_origen,id_registro_original,clave_habilitacion,nombre_original,rubro_original,descripcion_original,patron_detectado,categoria_panaderia,confianza_categoria,motivo_categoria,direccion_original,comuna_original,barrio_original,lat,lon,calidad_geo,fecha_habilitacion,observaciones,fuentes_que_lo_detectan,cantidad_fuentes,es_duplicado_probable,grupo_duplicado,confianza_match,requiere_revision_manual,registros_agrupados,comuna_efectiva,barrio_efectivo,nivel_universo
F02,f02_habilitaciones_aprobadas_2015_2018.csv,279292,305384,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"JUAREZ, BENITO 3128",,,-34.611508,-58.512583,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0427,unica,no,1,11,Villa Devoto,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,288108,305391/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,LOPE DE VEGA AV. 2094,,,-34.621158,-58.515811,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0428,unica,no,1,10,Monte Castro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,158580,305514,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,BARCO CENTENERA del 1246,,,-34.633853,-58.436148,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0429,unica,no,1,7,Parque Chacabuco,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,138514,305538/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"GOYENA, PEDRO AV. 1383",,,-34.627314,-58.446685,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0430,unica,no,1,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,170623,305618/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MEDRANO AV. 655,,,-34.602465,-58.420791,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0431,media,no,2,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,312942,305687,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,SEGUROLA AV. 1720,,,-34.620298,-58.499653,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0432,unica,no,1,10,Monte Castro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,34545,305692,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,BRAGADO 6899,,,-34.659401,-58.510034,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0433,media,no,2,9,Mataderos,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,58848,305742,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CORVALAN 2558,,,-34.661436,-58.480594,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0434,media,no,2,8,Villa Lugano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,415893,305804/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ARCE 604,,,-34.569292,-58.433743,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0435,unica,no,1,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,146747,305822,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,DIRECTORIO AV. 2399,,,-34.633377,-58.460635,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0436,unica,si,1,7,Flores,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,210197,305897,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,PASEO COLON AV. 1197,,,-34.621526,-58.368465,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0437,media,no,2,1,San Telmo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,228577,305933/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"VIALE, LUIS 346",,,-34.603835,-58.446384,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0438,media,no,2,15,Villa Crespo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,429349,305998/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"ALVAREZ, JULIAN 2538",,,-34.595274,-58.468476,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0439,media,no,2,15,Paternal,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,143536,306044,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"PERON, EVA AV. 2591",,,-34.640948,-58.456652,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0440,unica,si,1,7,Flores,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,299037,306093/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,DE LOS INCAS AV. 5069,,,-34.585646,-58.480223,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0441,unica,si,1,15,Parque Chas,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,170615,306107,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CORRIENTES AV. 3961,,,-34.603143,-58.420429,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0442,media,no,2,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,21358,306143,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"PAZ, GRAL. AV. 10628",,,-34.639818,-58.529008,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0443,unica,no,1,9,Liniers,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,233021,306217,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,PAYSANDU 1468,,,-34.607523,-58.456354,cache_usig_exacta,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0444,unica,si,1,6,Caballito,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,221014,306274/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MAIPU 720,,,-34.599783,-58.37685,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0445,unica,si,1,1,San Nicolas,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,118318,306304/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"OLMOS, AMBROSIO 1296",,,-34.634084,-58.382373,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0446,media,no,2,4,Barracas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,147539,306330,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RIVADAVIA AV. 6061,,,-34.624361,-58.451014,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0447,media,no,2,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,190370,306380/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,VIAMONTE 2872,,,-34.600769,-58.406394,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0448,media,no,2,3,Balvanera,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,133738,306381,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,BOYACA AV. 50,,,-34.626172,-58.45716,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0449,unica,si,1,7,Flores,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,404712,306383/35,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,GORRITI 6044,,,-34.581425,-58.44195,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0450,unica,no,1,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,414510,306427/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,AMENABAR 1700,,,-34.566936,-58.455376,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0451,unica,si,1,13,Belgrano,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,221310,306487/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CORRIENTES AV. 930,,,-34.603688,-58.379995,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0452,unica,si,1,1,San Nicolas,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,173476,306523/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,SARMIENTO 4623,,,-34.603978,-58.430731,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0453,unica,no,1,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,190158,306524,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,PUEYRREDON AV. 882,,,-34.600108,-58.404357,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0454,unica,no,1,3,Balvanera,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,171649,306549,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"MITRE, BARTOLOME 4200",,,-34.610331,-58.425835,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0455,media,no,2,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,277581,306594,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SEGUROLA AV. 2102,,,-34.617002,-58.50346,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0456,media,no,2,10,Monte Castro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,368517,306658,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,TRIUNVIRATO AV. 4437,,,-34.576198,-58.483201,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0457,media,no,2,12,Villa Urquiza,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,405321,306669/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CIUDAD DE LA PAZ 269,,,-34.574674,-58.440975,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0458,media,no,2,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,109297,306923,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,VELEZ SARSFIELD AV. 1681,,,-34.655057,-58.38881,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0459,unica,no,1,4,Barracas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,430693,307125,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,GODOY CRUZ 2809,,,-34.577592,-58.424198,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0460,media,no,2,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,47635,307205/7,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ASAMBLEA AV. 1382,,,-34.636332,-58.443741,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0461,media,no,2,7,Parque Chacabuco,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,218091,307208/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"CEVALLOS, Virrey 269",,,-34.612071,-58.388983,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0462,media,no,2,1,Monserrat,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,240604,307226,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ROSETI 2075,,,-34.581544,-58.470422,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0463,unica,si,1,15,Villa Ortuzar,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,326801,307240/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"BALBIN, RICARDO, DR. AV. 2434",,,-34.562603,-58.465753,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0464,unica,si,1,13,Belgrano,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,423599,307272/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CORRIENTES AV. 5815,,,-34.594513,-58.444445,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0465,media,no,2,15,Villa Crespo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,441264,307389/22,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,PUEYRREDON AV. 1637,,,-34.592219,-58.401239,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0466,unica,si,1,2,Recoleta,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,213619,307397,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ENTRE RIOS AV. 820,,,-34.618458,-58.391595,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0467,unica,si,1,1,Constitucion,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,232659,307401,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SAN MARTIN AV. 2339,,,-34.611748,-58.47126,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0468,media,no,2,11,Villa Gral. Mitre,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,196094,307411/21,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,RIVADAVIA AV. 2976,,,-34.610394,-58.40862,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0469,unica,no,1,3,Balvanera,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,447980,307459/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CORDOBA AV. 2467,,,-34.599181,-58.402178,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0470,unica,no,1,2,Recoleta,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,335775,243,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ARCOS 2181,,,-34.559601,-58.45446,cache_usig_exacta_sin_control_comuna,,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0471,unica,no,1,13,Belgrano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,217769,307606/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,SAN JOSE 699,,,-34.616575,-58.385943,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0472,unica,no,1,1,Monserrat,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,123828,307616,,"Elaboración industrial de productos de panadería, excluido galletitas y bizcochos",,elaboracion_industrial_panaderia,elaboracion_industrial,0.9,Rubro de nucleo: elaboracion_industrial_panaderia,"IRIARTE, GRAL. 1548",,,-34.647895,-58.371007,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0473,media,si,2,4,Barracas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,222858,307709/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,RODRIGUEZ PEÑA 519,,,-34.602856,-58.391163,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0474,unica,si,1,1,San Nicolas,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,148245,307889/3,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,AVELLANEDA AV. 2641,,,-34.625229,-58.468204,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0475,unica,no,1,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,223354,307948/4,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,LAVALLE 980,,,-34.602542,-58.380599,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0476,unica,no,1,1,San Nicolas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,14127,308027/4,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"CASTRO, EMILIO AV. 6208",,,-34.649058,-58.509026,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0477,media,no,2,9,Mataderos,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,451577,308034/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,SANTA FE AV. 1374,,,-34.595798,-58.386763,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0478,unica,si,1,1,Retiro,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,275863,308071,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SEGUROLA AV. 1934,,,-34.618786,-58.501538,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0479,media,no,2,10,Monte Castro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,10727,308106/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"ALBERDI, JUAN BAUTISTA AV. 5479",,,-34.648767,-58.499555,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0480,unica,si,1,9,Mataderos,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,171774,308111/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ESTADO DE PALESTINA 549,,,-34.605137,-58.425951,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0481,media,no,3,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,200908,308116/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,RINCON 169,,,-34.611377,-58.396229,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0482,unica,no,1,3,Balvanera,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,13620,308194/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,OLIDEN 121,,,-34.640705,-58.517061,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0483,unica,no,1,9,Liniers,A
