fuente,archivo_origen,id_registro_original,clave_habilitacion,nombre_original,rubro_original,descripcion_original,patron_detectado,categoria_panaderia,confianza_categoria,motivo_categoria,direccion_original,comuna_original,barrio_original,lat,lon,calidad_geo,fecha_habilitacion,observaciones,fuentes_que_lo_detectan,cantidad_fuentes,es_duplicado_probable,grupo_duplicado,confianza_match,requiere_revision_manual,registros_agrupados,comuna_efectiva,barrio_efectivo,nivel_universo
F02,f02_habilitaciones_aprobadas_2022.csv,272496,443032/1,,"Elaboración industrial de productos de panadería, excluido galletitas y bizcochos",,elaboracion_industrial_panaderia,elaboracion_industrial,0.9,Rubro de nucleo: elaboracion_industrial_panaderia,LLAVALLOL 5145,,,-34.5867,-58.512074,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1588,unica,si,1,11,Villa Devoto,A
F02,f02_habilitaciones_aprobadas_2022.csv,450655,443764,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"ALVEAR, MARCELO T. De 1000",,,-34.596704,-58.381212,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1589,media,no,2,1,Retiro,A
F02,f02_habilitaciones_aprobadas_2022.csv,424123,445969/15,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SOLER 4000,,,-34.591731,-58.41765,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1590,media,no,2,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2022.csv,221583,454680/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CERRITO 34,,,-34.607991,-58.382047,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1591,unica,si,1,1,San Nicolas,B
F02,f02_habilitaciones_aprobadas_2022.csv,236586,455999,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,TRES ARROYOS 2210,,,-34.613031,-58.468278,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1592,media,no,2,11,Villa Gral. Mitre,A
F02,f02_habilitaciones_aprobadas_2022.csv,109645,456860,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CHICLANA AV. 3363,,,-34.634783,-58.411975,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1593,media,no,2,5,Boedo,A
F02,f02_habilitaciones_aprobadas_2022.csv,311589,458537/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,GALLARDO 596,,,-34.631817,-58.524965,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1594,media,no,2,10,Versalles,A
F02,f02_habilitaciones_aprobadas_2022.csv,374870,458891,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,OLAZABAL 3272,,,-34.565224,-58.46676,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1595,media,no,2,13,Belgrano,A
F02,f02_habilitaciones_aprobadas_2022.csv,326076,459239/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MENDOZA 2476,,,-34.561522,-58.458162,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1596,unica,si,1,13,Belgrano,B
F02,f02_habilitaciones_aprobadas_2022.csv,253356,459746,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,SANTO TOME 2601,,,-34.60253,-58.483246,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1597,unica,si,1,11,Villa Del Parque,B
F02,f02_habilitaciones_aprobadas_2022.csv,313084,460993/7,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"CARRIL, SALVADOR MARIA DEL AV. 2110",,,-34.585063,-58.489049,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1598,media,no,2,15,Agronomia,A
F02,f02_habilitaciones_aprobadas_2022.csv,218668,461306/6,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,BALCARCE 266,,,-34.610763,-58.370586,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1599,unica,si,1,1,Monserrat,B
F02,f02_habilitaciones_aprobadas_2022.csv,256091,461689/7,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,NOGOYA 3095,,,-34.602936,-58.491997,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1600,unica,si,1,11,Villa Del Parque,B
F02,f02_habilitaciones_aprobadas_2022.csv,180174,461712/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SAN JUAN AV. 1838,,,-34.65324,-58.48261,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1601,media,no,2,9,Parque Avellaneda,A
F02,f02_habilitaciones_aprobadas_2022.csv,228391,461860,,Elaboración de productos de panadería n.c.p.,,elaboracion_panaderia_ncp,elaboracion_ncp,0.9,Rubro de nucleo: elaboracion_panaderia_ncp,OLAYA 1533,,,-34.603155,-58.446205,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1602,media,no,2,15,Villa Crespo,A
F02,f02_habilitaciones_aprobadas_2022.csv,309051,462263/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,SAN MARTIN AV. 1228,,,-34.592966,-58.373197,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1603,unica,si,1,1,Retiro,B
F02,f02_habilitaciones_aprobadas_2022.csv,401700,462693/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CHARLONE 300,,,-34.583916,-58.449146,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1604,unica,si,1,15,Chacarita,B
F02,f02_habilitaciones_aprobadas_2022.csv,229564,462820,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"RODRIGUEZ, MANUEL A., GENERAL 1633",,,-34.603706,-58.451917,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1605,unica,si,1,15,Villa Crespo,B
F02,f02_habilitaciones_aprobadas_2022.csv,417236,462950/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"ARREDONDO, Virrey 2490",,,-34.568097,-58.451637,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1606,media,no,2,13,Colegiales,A
F02,f02_habilitaciones_aprobadas_2022.csv,232830,463478/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,"ALVAREZ, DONATO, Tte. Gral. AV. 2120",,,-34.602322,-58.465288,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1607,unica,si,1,15,Paternal,B
F02,f02_habilitaciones_aprobadas_2022.csv,195126,463592/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,BOEDO AV. 476,,,-34.618198,-58.41669,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1608,unica,no,1,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2022.csv,452532,463889/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CALLAO AV. 1043,,,-34.596678,-58.393155,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1609,unica,no,1,2,Recoleta,A
F02,f02_habilitaciones_aprobadas_2022.csv,225331,464796,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CAMARGO 395,,,-34.60145,-58.439118,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1610,media,no,2,15,Villa Crespo,A
F02,f02_habilitaciones_aprobadas_2022.csv,104419,465192,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,BOEDO AV. 1834,,,-34.635565,-58.416087,cache_usig_exacta,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1611,media,no,2,5,Boedo,A
F02,f02_habilitaciones_aprobadas_2022.csv,175299,465288,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"VALLESE, FELIPE 351",,,-34.610467,-58.438574,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1612,media,no,2,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2022.csv,106547,465770,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"ALCORTA, AMANCIO AV. 3331",,,-34.650991,-58.4066,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1613,media,no,2,4,Nueva Pompeya,A
F02,f02_habilitaciones_aprobadas_2022.csv,425280,466267/9,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,COSTA RICA 4185,,,-34.591544,-58.421901,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1614,unica,no,1,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2022.csv,218095,466332,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"CEVALLOS, Virrey 241",,,-34.611769,-58.388979,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1615,unica,no,1,1,Monserrat,A
F02,f02_habilitaciones_aprobadas_2022.csv,222302,466554/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,URUGUAY AV. 606,,,-34.601512,-58.386813,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1616,unica,si,1,1,San Nicolas,B
F02,f02_habilitaciones_aprobadas_2022.csv,434005,466904,,Elaboración de productos de panadería n.c.p.,,elaboracion_panaderia_ncp,elaboracion_ncp,0.9,Rubro de nucleo: elaboracion_panaderia_ncp,MALABIA 440,,,-34.598524,-58.439137,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1617,unica,no,1,15,Villa Crespo,A
F02,f02_habilitaciones_aprobadas_2022.csv,151683,467416/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SAN JUAN AV. 3811,,,-34.625798,-58.419178,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,si,G1618,media,no,2,5,Boedo,A
F02,f02_habilitaciones_aprobadas_2022.csv,344509,467560/4;5,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"NAON, ROMULO 2330",,,-34.568041,-58.472296,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1619,unica,no,1,12,Villa Urquiza,A
F02,f02_habilitaciones_aprobadas_2022.csv,173300,469007,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,LAMBARE 985,,,-34.602815,-58.4302,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1620,unica,si,1,5,Almagro,B
F02,f02_habilitaciones_aprobadas_2022.csv,326306,469023,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MENDOZA 2617,,,-34.562339,-58.459703,cache_usig_exacta_sin_control_comuna,2022,esquema=legacy; archivo=2022; sin nombre: titulares no se leen (dato personal),F02,1,no,G1621,unica,si,1,13,Belgrano,B
F02,f02_habilitaciones_aprobadas_2023.csv,326209,490448,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CONESA 2290,,,-34.56367,-58.463855,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,no,G1622,unica,si,1,13,Belgrano,B
F02,f02_habilitaciones_aprobadas_2023.csv,400760,491744/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,DORREGO AV. 1209,,,-34.587593,-58.445609,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,si,G1623,media,no,2,15,Chacarita,A
F02,f02_habilitaciones_aprobadas_2023.csv,130571,491915/3,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CUCHA CUCHA 998,,,-34.61095,-58.449162,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,si,G1624,media,no,2,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2023.csv,120284,492413,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CABOTO 532,,,-34.628693,-58.359379,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,no,G1625,unica,no,1,4,La Boca,A
F02,f02_habilitaciones_aprobadas_2023.csv,113422,492634,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CASEROS AV. 1957,,,-34.633881,-58.389689,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,si,G1626,media,no,2,1,Constitucion,A
F02,f02_habilitaciones_aprobadas_2023.csv,250345,492649,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,GAONA AV. 3511,,,-34.620586,-58.474559,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,si,G1627,media,no,2,11,Villa Santa Rita,A
F02,f02_habilitaciones_aprobadas_2023.csv,373790,492884/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MOLDES 2113,,,-34.563554,-58.459556,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,no,G1628,unica,no,1,13,Belgrano,A
F02,f02_habilitaciones_aprobadas_2023.csv,243088,492970,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,LINNEO 1935,,,-34.601477,-58.473278,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,no,G1629,unica,si,1,15,Paternal,B
F02,f02_habilitaciones_aprobadas_2023.csv,424380,493331,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,BULNES 1982,,,-34.58833,-58.411872,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,si,G1630,media,no,2,14,Palermo,A
F02,f02_habilitaciones_aprobadas_2023.csv,214561,494567/3,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,SAN JUAN AV. 510,,,-34.62198,-58.372987,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,no,G1631,unica,si,1,1,San Telmo,B
F02,f02_habilitaciones_aprobadas_2023.csv,119343,494612/5,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,USPALLATA 900,,,-34.633183,-58.375497,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,no,G1632,unica,si,1,4,Barracas,B
F02,f02_habilitaciones_aprobadas_2023.csv,162137,494884/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,FORMOSA 369,,,-34.621079,-58.433333,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,no,G1633,unica,si,1,6,Caballito,B
F02,f02_habilitaciones_aprobadas_2023.csv,221649,495072/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CERRITO 222,,,-34.605849,-58.382147,cache_usig_exacta_sin_control_comuna,2023,esquema=legacy; archivo=2023; sin nombre: titulares no se leen (dato personal),F02,1,no,G1634,unica,no,1,1,San Nicolas,A
F02,f02_habilitaciones_aprobadas_2024.csv,420028,461813/1,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ESTADO DE ISRAEL AV. 4771,,,-34.601368,-58.431719,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,no,G1635,unica,si,1,15,Villa Crespo,B
F02,f02_habilitaciones_aprobadas_2024.csv,170562,463467/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"SALGUERO, JERONIMO 506",,,-34.604924,-58.419767,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,si,G1636,media,no,2,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2024.csv,351738,465013,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MONROE 5362,,,-34.575973,-58.489137,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,si,G1637,media,no,2,12,Villa Urquiza,A
F02,f02_habilitaciones_aprobadas_2024.csv,170845,473248,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MEDRANO AV. 78,,,-34.610283,-58.421299,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,si,G1638,media,no,2,5,Almagro,A
F02,f02_habilitaciones_aprobadas_2024.csv,227855,476840/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"GANDHI, MAHATMA 299",,,-34.6034,-58.440568,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,si,G1639,media,no,2,15,Villa Crespo,A
F02,f02_habilitaciones_aprobadas_2024.csv,266391,480969,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CUENCA 3390,,,-34.598726,-58.49734,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,si,G1640,media,no,2,11,Villa Del Parque,A
F02,f02_habilitaciones_aprobadas_2024.csv,86150,482097/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MURGUIONDO 4112,,,-34.676493,-58.476199,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,si,G1641,media,no,2,8,Villa Lugano,A
F02,f02_habilitaciones_aprobadas_2024.csv,201630,483645,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,MEXICO 2301,,,-34.6163,-58.399321,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,no,G1642,unica,si,1,3,Balvanera,B
F02,f02_habilitaciones_aprobadas_2024.csv,205110,486348,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CORRIENTES AV. 1838,,,-34.604515,-58.392944,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,no,G1643,unica,si,1,3,Balvanera,B
F02,f02_habilitaciones_aprobadas_2024.csv,451304,487688/360,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"ALVEAR, MARCELO T. De 1230",,,-34.596958,-58.384566,cache_usig_exacta_sin_control_comuna,2024,esquema=legacy; archivo=2024; sin nombre: titulares no se leen (dato personal),F02,1,no,G1644,unica,no,1,1,Retiro,A
