fuente,archivo_origen,id_registro_original,clave_habilitacion,nombre_original,rubro_original,descripcion_original,patron_detectado,categoria_panaderia,confianza_categoria,motivo_categoria,direccion_original,comuna_original,barrio_original,lat,lon,calidad_geo,fecha_habilitacion,observaciones
F02,f02_habilitaciones_aprobadas_2015_2018.csv,429676,244417/3,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,UGARTECHE 2896,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,358771,244562,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,DEHEZA 4813,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,432214,244665/38,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"SALGUERO, JERONIMO 3048",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,40868,244671,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,VIEL 1443,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,157887,244706/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,DIRECTORIO AV. 658,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,150469,244744/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,BOEDO AV. 963,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,150469,244744/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,BOEDO AV. 963,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,102471,244872,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CASEROS AV. 2822,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,294171,244969/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,NOGOYA 6061,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,148060,244979/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"FERNANDEZ MORENO, BALDOMERO 1694",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,291300,245006/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,LOPE DE VEGA AV. 3345,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,150419,245037/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"CALVO, CARLOS 3699",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,104419,245059,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,BOEDO AV. 1834,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,104419,245059,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,BOEDO AV. 1834,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,150578,245061/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,TARIJA 3667,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,361262,245070,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MOSCONI GENERAL AV. 2524,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,121086,245088/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"BROWN, ALTE. AV. 947",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,287136,245130,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ALVAREZ JONTE AV. 5227,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,218824,245174/4,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SALTA 389,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,236434,245294/3,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,BOYACA 1998,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,218843,245410/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,BELGRANO AV. 1414,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,105879,245411/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SAENZ AV. 102,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,158108,245467/10,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ROSARIO 886,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,250454,245482/9,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,TRES ARROYOS 2914,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,227358,245487,,"Elaboración industrial de productos de panadería, excluido galletitas y bizcochos",,elaboracion_industrial_panaderia,elaboracion_industrial,0.9,Rubro de nucleo: elaboracion_industrial_panaderia,"DUMONT, SANTOS 4527",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,255074,245492,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CUENCA 2679,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,442737,245512/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,LARREA 1360,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,411302,245542/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,3 DE FEBRERO 1064,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,173894,245686,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RIO DE JANEIRO 582,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,32609,245705,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,PIERES 1331,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,376479,245714/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,LA PAMPA 2495,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,215089,245861/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,BELGRANO AV. 257,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,175890,245927,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,HIDALGO 628,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,223526,246010/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MAIPU 495,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,213171,246035/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"CEVALLOS, Virrey 1054",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,101285,246136,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,BRASIL 2882,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,347188,246309,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,QUESADA 5050,,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,349443,246342,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,NUÑEZ 5384,,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,349443,246342,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,NUÑEZ 5384,,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,416572,246457/3,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CABILDO AV. 1099,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,147669,246571,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"BONIFACIO, JOSE 2208",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,147669,246571,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"BONIFACIO, JOSE 2208",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,217881,246691,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MORENO 1539,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,61810,246720,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,RIESTRA AV. 5398,,,,,,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,133831,246868,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,AVELLANEDA AV. 2095,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,212901,246926,,"Elaboración industrial de productos de panadería, excluido galletitas y bizcochos",,elaboracion_industrial_panaderia,elaboracion_industrial,0.9,Rubro de nucleo: elaboracion_industrial_panaderia,"CALVO, CARLOS 1454",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,58489,246971,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ESCALADA AV. 2437,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,293850,247016,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"JUSTO, JUAN B. AV. 9481",,,,,,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,153462,247062,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SAN JUAN AV. 4132,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,420734,247067,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,LAVALLEJA 1094,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,21349,247139/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,RIVADAVIA AV. 11640,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,427795,247160,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,GUEMES 4391,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,414816,247161,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"LACROZE, FEDERICO AV. 2425",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,32908,247185,,Elaboración de productos de panadería n.c.p.,,elaboracion_panaderia_ncp,elaboracion_ncp,0.9,Rubro de nucleo: elaboracion_panaderia_ncp,MONTE 5938,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,311278,247337/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,FERNANDEZ DE ENCISO 3910,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,112221,247414/5,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,SALTA 1998,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,59775,247513/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,MIRALLA 3005,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,119348,247574,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"MONTES DE OCA, MANUEL 647",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,210465,247624/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,DEFENSA 863,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,193240,247694/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CATAMARCA 281,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,103710,247697/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CASEROS AV. 3207,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,23181,247742/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"PERON, EVA AV. 3635",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,451135,247756/4,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SANTA FE AV. 1185,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,222735,247765/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MONTEVIDEO 140,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,161212,247779,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RIVADAVIA AV. 3950,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,26788,247815/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"ALBERDI, JUAN BAUTISTA AV. 4744",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,76205,247843,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,TABARE 1417,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,9199,247858,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"CASTRO, EMILIO AV. 5299",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,450581,248034/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SUIPACHA 1371,,,,,,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,79808,248208/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RIVADAVIA AV. 8299,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,214603,248228/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SALTA 817,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,214603,248228/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,SALTA 817,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,148509,248372/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,AVELLANEDA AV. 1762,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,214180,248456/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"CALVO, CARLOS 601",,,,,,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,190015,248553/5,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,SARMIENTO 2893,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,331416,248978,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"LARRALDE, CRISOLOGO AV. 3275",,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,92299,249124/4,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CHASCOMUS 4325,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,301631,249158,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MELINCUE 3101,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
F02,f02_habilitaciones_aprobadas_2015_2018.csv,186154,249186,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ESTADOS UNIDOS 3501,,,,,,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal)
