polo_A,nombre_A,polo_B,nombre_B,soporte_es_real_A,soporte_es_real_B,estado_soporte_A,estado_soporte_B,fuente_geometria_A,fuente_geometria_B,superficie_A_m2,superficie_B_m2,interseccion_m2,superficie_perdida_A_m2,superficie_perdida_B_m2,pct_superficie_A_en_B,pct_superficie_B_en_A,locales_compartidos,locales_A,locales_B,pct_locales_A_compartidos,pct_locales_B_compartidos,relacion_observada,direccion_contencion_observada,clase,gate_recomendacion
R04,Puerto Madero,Z52,La Boca · Almirante Brown y Necochea,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R04,ronda_15/geometria/perimetros_18.geojson#Z52,3145411.6199,61375.7276,0.0,3145411.6199,61375.7276,0.0,0.0,0,354,3,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R04,Puerto Madero,Z53,La Boca · Caminito y Vuelta de Rocha,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R04,geometria_r7/zonas_r7.geojson#S_LABOCA,3145411.6199,5039963.2303,241989.301,2903422.319,4797973.9293,7.6934,4.8014,14,354,295,3.9548,4.7458,SOLAPADA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R04,Puerto Madero,Z54,Nueva Pompeya · eje Av. Saenz,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_CONCENTRACION_MEDIDA,geometria_r7/zonas_r7.geojson#R04,borrador_polos/polos_publicables.geojson#P024,3145411.6199,504234.5331,0.0,3145411.6199,504234.5331,0.0,0.0,0,354,95,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R06,Recoleta,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R06,396472.641,1405170.9038,0.0,396472.641,1405170.9038,0.0,0.0,0,343,714,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R07,Costanera Norte,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R07,396472.641,385048.0512,0.0,396472.641,385048.0512,0.0,0.0,0,343,67,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R08,Villa Crespo,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R08,396472.641,3354577.7039,0.0,396472.641,3354577.7039,0.0,0.0,0,343,823,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R09,Chacarita,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R09,396472.641,948108.532,0.0,396472.641,948108.532,0.0,0.0,0,343,202,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R10,Caballito,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R10,396472.641,2253614.9559,0.0,396472.641,2253614.9559,0.0,0.0,0,343,508,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R11,Boulevard Caseros,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R11,396472.641,500285.8016,0.0,396472.641,500285.8016,0.0,0.0,0,343,60,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R12,Centro y Microcentro,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R12,396472.641,1841166.0714,0.0,396472.641,1841166.0714,0.0,0.0,0,343,1084,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R13,Abasto,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R13,396472.641,1090027.4886,0.0,396472.641,1090027.4886,0.0,0.0,0,343,373,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R14,Avenida Boedo,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R14,396472.641,1794603.7926,0.0,396472.641,1794603.7926,0.0,0.0,0,343,245,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R15,Devoto,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R15,396472.641,4787401.8397,0.0,396472.641,4787401.8397,0.0,0.0,0,343,422,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R16,Donado-Holmberg,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R16,396472.641,1189977.7103,0.0,396472.641,1189977.7103,0.0,0.0,0,343,121,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R17,Villa Urquiza,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R17,396472.641,4466238.0978,0.0,396472.641,4466238.0978,0.0,0.0,0,343,528,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R19,Federico Lacroze,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R19,396472.641,3032830.6752,0.0,396472.641,3032830.6752,0.0,0.0,0,343,532,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R20,Garcia del Rio,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R20,396472.641,610027.9937,0.0,396472.641,610027.9937,0.0,0.0,0,343,102,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,R21,La Paternal,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#R21,396472.641,3853388.4058,0.0,396472.641,3853388.4058,0.0,0.0,0,343,307,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z24,Flores · Avellaneda y Pasaje Ruperto Godoy,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z24,396472.641,395122.3802,0.0,396472.641,395122.3802,0.0,0.0,0,343,107,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z27,Villa Santa Rita,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z27,396472.641,2154579.1388,0.0,396472.641,2154579.1388,0.0,0.0,0,343,182,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z28,Monte Castro,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R05,ronda_15/geometria/perimetros_18.geojson#Z28,396472.641,287297.4688,0.0,396472.641,287297.4688,0.0,0.0,0,343,69,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z31,Villa Luro,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R05,ronda_15/geometria/perimetros_18.geojson#Z31,396472.641,137000.0722,0.0,396472.641,137000.0722,0.0,0.0,0,343,41,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z32,Liniers · Mercado Andino,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R05,ronda_15/geometria/perimetros_18.geojson#Z32,396472.641,69983.3644,0.0,396472.641,69983.3644,0.0,0.0,0,343,63,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z33,Mataderos,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z33,396472.641,7401138.1314,0.0,396472.641,7401138.1314,0.0,0.0,0,343,375,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z35,Balvanera · Once,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z35,396472.641,4344292.8134,0.0,396472.641,4344292.8134,0.0,0.0,0,343,1253,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z37,Almagro,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_PARCIAL,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z37,396472.641,4052581.4325,0.0,396472.641,4052581.4325,0.0,0.0,0,343,868,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z39,Parque Avellaneda,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z39,396472.641,4734677.9636,0.0,396472.641,4734677.9636,0.0,0.0,0,343,173,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z39b,Baek-ku · Barrio Coreano,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z39b,396472.641,348613.4114,0.0,396472.641,348613.4114,0.0,0.0,0,343,38,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z40,Nueva Pompeya y Parque Patricios,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z40,396472.641,8700695.4444,0.0,396472.641,8700695.4444,0.0,0.0,0,343,546,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z41,Nunez,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_PARCIAL,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z41,396472.641,4498573.1913,599.2928,395873.3482,4497973.8985,0.1512,0.0133,0,343,494,0.0,0.0,SOLAPADA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z43,Colegiales,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z43,396472.641,2290766.469,0.0,396472.641,2290766.469,0.0,0.0,0,343,441,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z44,Villa Ortuzar,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_PARCIAL,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z44,396472.641,1854585.591,0.0,396472.641,1854585.591,0.0,0.0,0,343,201,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z46,Retiro,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_PARCIAL,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#Z46,396472.641,4666034.0744,0.0,396472.641,4666034.0744,0.0,0.0,0,343,715,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z47,Monserrat y Congreso,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R05,ronda_15/geometria/perimetros_18.geojson#Z47,396472.641,137744.2373,0.0,396472.641,137744.2373,0.0,0.0,0,343,133,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z50,Barracas · Av. Montes de Oca,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R05,ronda_15/geometria/perimetros_18.geojson#Z50,396472.641,506179.4217,0.0,396472.641,506179.4217,0.0,0.0,0,343,84,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z51,"Barracas · Iriarte, California y Vieytes",True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R05,ronda_15/geometria/perimetros_18.geojson#Z51,396472.641,58289.4095,0.0,396472.641,58289.4095,0.0,0.0,0,343,12,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z52,La Boca · Almirante Brown y Necochea,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R05,ronda_15/geometria/perimetros_18.geojson#Z52,396472.641,61375.7276,0.0,396472.641,61375.7276,0.0,0.0,0,343,3,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R05,Belgrano,Z53,La Boca · Caminito y Vuelta de Rocha,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R05,geometria_r7/zonas_r7.geojson#S_LABOCA,396472.641,5039963.2303,0.0,396472.641,5039963.2303,0.0,0.0,0,343,295,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R05,Belgrano,Z54,Nueva Pompeya · eje Av. Saenz,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_CONCENTRACION_MEDIDA,geometria_r7/zonas_r7.geojson#R05,borrador_polos/polos_publicables.geojson#P024,396472.641,504234.5331,0.0,396472.641,504234.5331,0.0,0.0,0,343,95,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R07,Costanera Norte,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R07,1405170.9038,385048.0512,0.0,1405170.9038,385048.0512,0.0,0.0,0,714,67,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R08,Villa Crespo,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R08,1405170.9038,3354577.7039,0.0,1405170.9038,3354577.7039,0.0,0.0,0,714,823,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R09,Chacarita,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R09,1405170.9038,948108.532,0.0,1405170.9038,948108.532,0.0,0.0,0,714,202,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R10,Caballito,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R10,1405170.9038,2253614.9559,0.0,1405170.9038,2253614.9559,0.0,0.0,0,714,508,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R11,Boulevard Caseros,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R11,1405170.9038,500285.8016,0.0,1405170.9038,500285.8016,0.0,0.0,0,714,60,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R12,Centro y Microcentro,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R12,1405170.9038,1841166.0714,0.0,1405170.9038,1841166.0714,0.0,0.0,0,714,1084,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R13,Abasto,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R13,1405170.9038,1090027.4886,0.0,1405170.9038,1090027.4886,0.0,0.0,0,714,373,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R14,Avenida Boedo,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R14,1405170.9038,1794603.7926,0.0,1405170.9038,1794603.7926,0.0,0.0,0,714,245,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R15,Devoto,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R15,1405170.9038,4787401.8397,0.0,1405170.9038,4787401.8397,0.0,0.0,0,714,422,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R16,Donado-Holmberg,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R16,1405170.9038,1189977.7103,0.0,1405170.9038,1189977.7103,0.0,0.0,0,714,121,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R17,Villa Urquiza,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R17,1405170.9038,4466238.0978,0.0,1405170.9038,4466238.0978,0.0,0.0,0,714,528,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R19,Federico Lacroze,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R19,1405170.9038,3032830.6752,0.0,1405170.9038,3032830.6752,0.0,0.0,0,714,532,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R20,Garcia del Rio,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R20,1405170.9038,610027.9937,0.0,1405170.9038,610027.9937,0.0,0.0,0,714,102,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,R21,La Paternal,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#R21,1405170.9038,3853388.4058,0.0,1405170.9038,3853388.4058,0.0,0.0,0,714,307,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,Z24,Flores · Avellaneda y Pasaje Ruperto Godoy,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_PREVIO_NO_INCLUIDO_EN_R15,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#Z24,1405170.9038,395122.3802,0.0,1405170.9038,395122.3802,0.0,0.0,0,714,107,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,Z27,Villa Santa Rita,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#Z27,1405170.9038,2154579.1388,0.0,1405170.9038,2154579.1388,0.0,0.0,0,714,182,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R06,Recoleta,Z28,Monte Castro,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R06,ronda_15/geometria/perimetros_18.geojson#Z28,1405170.9038,287297.4688,0.0,1405170.9038,287297.4688,0.0,0.0,0,714,69,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,Z31,Villa Luro,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R06,ronda_15/geometria/perimetros_18.geojson#Z31,1405170.9038,137000.0722,0.0,1405170.9038,137000.0722,0.0,0.0,0,714,41,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,Z32,Liniers · Mercado Andino,True,True,REAL_PREVIO_NO_INCLUIDO_EN_R15,REAL_R15_CERRADO,geometria_r7/zonas_r7.geojson#R06,ronda_15/geometria/perimetros_18.geojson#Z32,1405170.9038,69983.3644,0.0,1405170.9038,69983.3644,0.0,0.0,0,714,63,0.0,0.0,DISJUNTA,NINGUNA,DISJUNTA,HABILITADO_PARA_LECTURA; ESTA_TABLA_NO_DECIDE
R06,Recoleta,Z33,Mataderos,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#Z33,1405170.9038,7401138.1314,0.0,1405170.9038,7401138.1314,0.0,0.0,0,714,375,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
R06,Recoleta,Z35,Balvanera · Once,True,False,REAL_PREVIO_NO_INCLUIDO_EN_R15,PROVISORIO_R15_NO,geometria_r7/zonas_r7.geojson#R06,geometria_r7/zonas_r7.geojson#Z35,1405170.9038,4344292.8134,0.0,1405170.9038,4344292.8134,0.0,0.0,0,714,1253,0.0,0.0,DISJUNTA,NINGUNA,PENDIENTE DE PERÍMETRO,BLOQUEADO: PENDIENTE DE PERÍMETRO
