id_ubicacion,direccion,calle,altura,cuadra,barrio,habilitaciones,firma,pct_sin_fecha,partidas_matriz,direcciones_con_esa_partida,razones_sociales,anios_fuente
U52FC7,DEFENSA 891,DEFENSA,891,800,San Telmo,138,"138|Bar:46,Cafe:46,Catering:46",100.0,1.0,1.0,1.0,2025
UBF217,JARAMILLO 2274,JARAMILLO,2274,2200,Nuñez,36,"36|Catering:9,Comida al paso:9,Pizzeria:9,Restaurante:9",100.0,1.0,1.0,1.0,2025
U9730E,"BULLRICH, INT. AV. 345","BULLRICH, INT. AV.",345,300,Palermo,96,"96|Cafe:24,Catering:24,Comida al paso:24,Heladeria:24",100.0,1.0,1.0,7.0,2025
U18895,LA PAMPA 1502,LA PAMPA,1502,1500,Belgrano,27,"27|Catering:9,Comida al paso:9,Heladeria:9",100.0,1.0,1.0,1.0,2025
UD35E8,ZAPIOLA 1375,ZAPIOLA,1375,1300,Colegiales,25,"25|Bar:5,Cafe:5,Catering:5,Pasteleria:5,Restaurante:5",100.0,1.0,1.0,1.0,2025
UC5A25,TUCUMAN 688,TUCUMAN,688,600,San Nicolas,35,"35|Bar:5,Cafe:5,Catering:5,Comida al paso:5,Pasteleria:5,Pizzeria:5,Restaurante:5",100.0,1.0,1.0,1.0,2025
U1D320,"SALGUERO, JERONIMO 2692","SALGUERO, JERONIMO",2692,2600,Palermo,64,"64|Bar:8,Cafe:8,Catering:8,Comida al paso:8,Parrilla:8,Pasteleria:8,Pizzeria:8,Restaurante:8",100.0,1.0,2.0,1.0,2025
U1D6CD,CERVIÑO AV. 3502,CERVIÑO AV.,3502,3500,Palermo,64,"64|Bar:8,Cafe:8,Catering:8,Comida al paso:8,Parrilla:8,Pasteleria:8,Pizzeria:8,Restaurante:8",100.0,1.0,2.0,1.0,2025
U5F486,DEL LIBERTADOR AV. 2300,DEL LIBERTADOR AV.,2300,2300,Palermo,60,"60|Bar:15,Catering:10,Comida al paso:5,Heladeria:10,Parrilla:5,Pasteleria:10,Restaurante:5",100.0,1.0,2.0,1.0,2025
U7607F,"DIAZ, CNEL. AV. 2765","DIAZ, CNEL. AV.",2765,2700,Palermo,60,"60|Bar:15,Catering:10,Comida al paso:5,Heladeria:10,Parrilla:5,Pasteleria:10,Restaurante:5",100.0,1.0,2.0,1.0,2025
U62F63,GURRUCHAGA 691,GURRUCHAGA,691,600,Villa Crespo,21,21|Parrilla:21,100.0,1.0,2.0,1.0,2025
UE7D28,GURRUCHAGA 689,GURRUCHAGA,689,600,Villa Crespo,21,21|Parrilla:21,100.0,1.0,2.0,1.0,2025
U9687E,ECHEVERRIA 802,ECHEVERRIA,802,800,Belgrano,28,"28|Bar:7,Cafe:7,Parrilla:7,Restaurante:7",100.0,1.0,1.0,1.0,2025
U39774,GAONA AV. 2001,GAONA AV.,2001,2000,Caballito,140,"140|Bar:28,Cafe:28,Catering:28,Pasteleria:28,Restaurante:28",100.0,1.0,1.0,1.0,2025
U0CB1E,"CALVO, CARLOS 492","CALVO, CARLOS",492,400,San Telmo,24,"24|Bar:8,Cafe:8,Comida al paso:8",100.0,1.0,1.0,1.0,2025
U3C784,ARGERICH 4205,ARGERICH,4205,4200,Villa Pueyrredon,28,"28|Bar:4,Cafe:4,Catering:4,Heladeria:4,Parrilla:4,Pizzeria:4,Restaurante:4",100.0,1.0,2.0,1.0,2025
UA624D,PAREJA 2997,PAREJA,2997,2900,Villa Pueyrredon,28,"28|Bar:4,Cafe:4,Catering:4,Heladeria:4,Parrilla:4,Pizzeria:4,Restaurante:4",100.0,1.0,2.0,1.0,2025
U5E376,FITZ ROY 1415,FITZ ROY,1415,1400,Palermo,40,"40|Bar:8,Cafe:8,Catering:8,Pasteleria:8,Restaurante:8",100.0,1.0,2.0,1.0,2025
UCCF8C,"VEGA, NICETO, CNEL. AV. 5599","VEGA, NICETO, CNEL. AV.",5599,5500,Palermo,40,"40|Bar:8,Cafe:8,Catering:8,Pasteleria:8,Restaurante:8",100.0,,,,2025
UB5F33,MALABIA 1825,MALABIA,1825,1800,Palermo,25,"25|Bar:5,Cafe:5,Catering:5,Pizzeria:5,Restaurante:5",100.0,1.0,1.0,1.0,2025
U9363C,PATRON 6000,PATRON,6000,6000,Liniers,24,"24|Bar:4,Cafe:4,Catering:4,Comida al paso:4,Parrilla:4,Restaurante:4",100.0,1.0,2.0,1.0,2025
U4BF51,LARRAZABAL AV. 502,LARRAZABAL AV.,502,500,Liniers,24,"24|Bar:4,Cafe:4,Catering:4,Comida al paso:4,Parrilla:4,Restaurante:4",100.0,1.0,2.0,1.0,2025
UA6F55,BOEDO AV. 1834,BOEDO AV.,1834,1800,Boedo,24,24|Panaderia:24,100.0,1.0,2.0,1.0,2025
U93402,BOEDO AV. 1838,BOEDO AV.,1838,1800,Boedo,24,24|Panaderia:24,100.0,1.0,2.0,1.0,2025
U3E8AA,EL SALVADOR 4827,EL SALVADOR,4827,4800,Palermo,21,"21|Bar:6,Cafe:3,Catering:3,Heladeria:3,Pasteleria:3,Restaurante:3",100.0,1.0,1.0,1.0,2025
U312B4,SERRANO 1580,SERRANO,1580,1500,Palermo,24,"24|Bar:4,Cafe:4,Catering:4,Pasteleria:4,Pizzeria:4,Restaurante:4",100.0,1.0,1.0,1.0,2025
U218DE,CORRIENTES AV. 2900,CORRIENTES AV.,2900,2900,Balvanera,21,"21|Bar:3,Cafe:3,Catering:3,Parrilla:3,Pasteleria:3,Pizzeria:3,Restaurante:3",100.0,1.0,2.0,1.0,2025
U5FFBD,BOULOGNE SUR MER 497,BOULOGNE SUR MER,497,400,Balvanera,21,"21|Bar:3,Cafe:3,Catering:3,Parrilla:3,Pasteleria:3,Pizzeria:3,Restaurante:3",100.0,1.0,2.0,1.0,2025
U1B01E,VARELA AV. 1296,VARELA AV.,1296,1200,Flores,50,"50|Bar:10,Cafe:5,Catering:5,Comida al paso:5,Heladeria:5,Parrilla:5,Pasteleria:5,Pizzeria:5,Restaurante:5",100.0,1.0,3.0,1.0,2025
UCE88F,ASAMBLEA AV. 2295,ASAMBLEA AV.,2295,2200,Flores,50,"50|Bar:10,Cafe:5,Catering:5,Comida al paso:5,Heladeria:5,Parrilla:5,Pasteleria:5,Pizzeria:5,Restaurante:5",100.0,1.0,3.0,1.0,2025
UE71C1,ASAMBLEA AV. 2299,ASAMBLEA AV.,2299,2200,Flores,50,"50|Bar:10,Cafe:5,Catering:5,Comida al paso:5,Heladeria:5,Parrilla:5,Pasteleria:5,Pizzeria:5,Restaurante:5",100.0,1.0,3.0,1.0,2025
UD1256,MONTEVIDEO 134,MONTEVIDEO,134,100,San Nicolas,36,"36|Catering:12,Comida al paso:12,Restaurante:12",100.0,1.0,1.0,1.0,2025
U9FA8F,"MARTINEZ, ENRIQUE, GRAL. 1401","MARTINEZ, ENRIQUE, GRAL.",1401,1400,Colegiales,36,"36|Bar:6,Cafe:6,Catering:6,Comida al paso:6,Panaderia:6,Pasteleria:6",100.0,1.0,1.0,1.0,2025
U3ABA2,HUMBOLDT 2295,HUMBOLDT,2295,2200,Palermo,24,"24|Bar:6,Cafe:6,Pizzeria:6,Restaurante:6",100.0,1.0,2.0,1.0,2025
UC2E72,PARAGUAY 5100,PARAGUAY,5100,5100,Palermo,24,"24|Bar:6,Cafe:6,Pizzeria:6,Restaurante:6",100.0,1.0,2.0,1.0,2025
U9C6B2,"COSSETTINI, OLGA 1091","COSSETTINI, OLGA",1091,1000,Puerto Madero,30,"30|Bar:10,Cafe:10,Restaurante:10",100.0,1.0,3.0,1.0,2025
UA0E3E,CUENCA 2679,CUENCA,2679,2600,Villa Del Parque,140,"140|Comida al paso:60,Panaderia:80",100.0,1.0,2.0,1.0,2025
U4C605,CUENCA 2685,CUENCA,2685,2600,Villa Del Parque,140,"140|Comida al paso:60,Panaderia:80",100.0,1.0,2.0,1.0,2025
U55A85,HUMBOLDT 1920,HUMBOLDT,1920,1900,Palermo,26,26|Restaurante:26,100.0,1.0,1.0,2.0,2025
UDEE38,"CAMPOS, LUIS M. AV. 405","CAMPOS, LUIS M. AV.",405,400,Palermo,120,"120|Bar:60,Cafe:60",100.0,1.0,1.0,1.0,2025
U27902,RIVADAVIA AV. 7401,RIVADAVIA AV.,7401,7400,Flores,30,"30|Bar:5,Cafe:5,Catering:5,Heladeria:5,Pizzeria:5,Restaurante:5",100.0,1.0,2.0,1.0,2025
U7A936,NAZCA AV. 12,NAZCA AV.,12,0,Flores,30,"30|Bar:5,Cafe:5,Catering:5,Heladeria:5,Pizzeria:5,Restaurante:5",100.0,1.0,2.0,1.0,2025
U7067E,SANTA FE AV. 1806,SANTA FE AV.,1806,1800,Recoleta,48,"48|Bar:12,Cafe:6,Catering:6,Comida al paso:6,Heladeria:6,Pasteleria:6,Restaurante:6",100.0,1.0,4.0,1.0,2025
UD437B,CALLAO AV. 1090,CALLAO AV.,1090,1000,Recoleta,48,"48|Bar:12,Cafe:6,Catering:6,Comida al paso:6,Heladeria:6,Pasteleria:6,Restaurante:6",100.0,1.0,4.0,1.0,2025
U6154F,CALLAO AV. 1096,CALLAO AV.,1096,1000,Recoleta,48,"48|Bar:12,Cafe:6,Catering:6,Comida al paso:6,Heladeria:6,Pasteleria:6,Restaurante:6",100.0,1.0,4.0,1.0,2025
UEA6CF,BELGRANO AV. 257,BELGRANO AV.,257,200,Monserrat,40,"40|Cafe:10,Comida al paso:10,Panaderia:20",100.0,1.0,2.0,1.0,2025
U38203,HONDURAS 5916,HONDURAS,5916,5900,Palermo,27,"27|Bar:9,Cafe:9,Catering:9",100.0,1.0,1.0,1.0,2025
U28A13,NICARAGUA 4346,NICARAGUA,4346,4300,Palermo,28,"28|Bar:7,Cafe:7,Catering:7,Restaurante:7",100.0,1.0,1.0,1.0,2025
U580CE,MAIPU 495,MAIPU,495,400,San Nicolas,30,"30|Cafe:6,Catering:6,Comida al paso:6,Panaderia:12",100.0,1.0,1.0,1.0,2025
UE47EB,"SCALABRINI ORTIZ, RAUL AV. 622","SCALABRINI ORTIZ, RAUL AV.",622,600,Villa Crespo,30,"30|Bar:6,Cafe:6,Catering:6,Comida al paso:6,Restaurante:6",100.0,1.0,2.0,1.0,2025
U40E4F,"SCALABRINI ORTIZ, RAUL AV. 626","SCALABRINI ORTIZ, RAUL AV.",626,600,Villa Crespo,30,"30|Bar:6,Cafe:6,Catering:6,Comida al paso:6,Restaurante:6",100.0,1.0,2.0,1.0,2025
UB85EF,POSADAS 1030,POSADAS,1030,1000,Retiro,60,"60|Bar:12,Cafe:12,Catering:12,Parrilla:12,Restaurante:12",100.0,1.0,2.0,1.0,2025
U04F8C,POSADAS 1032,POSADAS,1032,1000,Retiro,60,"60|Bar:12,Cafe:12,Catering:12,Parrilla:12,Restaurante:12",100.0,1.0,2.0,1.0,2025
U8A552,ELCANO AV. 3189,ELCANO AV.,3189,3100,Colegiales,27,"27|Bar:6,Cafe:3,Catering:3,Comida al paso:6,Heladeria:3,Pasteleria:3,Restaurante:3",100.0,1.0,2.0,1.0,2025
U1BF26,CONDE 1533,CONDE,1533,1500,Colegiales,27,"27|Bar:6,Cafe:3,Catering:3,Comida al paso:6,Heladeria:3,Pasteleria:3,Restaurante:3",100.0,1.0,2.0,1.0,2025
U63F0D,IGUAZU 408,IGUAZU,408,400,Parque Patricios,28,"28|Bar:4,Cafe:4,Catering:4,Comida al paso:4,Heladeria:4,Pizzeria:4,Restaurante:4",100.0,1.0,2.0,1.0,2025
U4800D,"CHUTRO, PEDRO, PROF., DR. 3098","CHUTRO, PEDRO, PROF., DR.",3098,3000,Parque Patricios,28,"28|Bar:4,Cafe:4,Catering:4,Comida al paso:4,Heladeria:4,Pizzeria:4,Restaurante:4",100.0,,,,2025
UE24F7,SAN JUAN AV. 3899,SAN JUAN AV.,3899,3800,Boedo,30,"30|Bar:5,Cafe:5,Catering:5,Pasteleria:5,Pizzeria:5,Restaurante:5",100.0,1.0,1.0,1.0,2025
U05F0C,MORENO 477,MORENO,477,400,Monserrat,36,"36|Bar:9,Cafe:9,Pasteleria:9,Restaurante:9",100.0,1.0,1.0,1.0,2025
U4527A,HONDURAS 4733,HONDURAS,4733,4700,Palermo,64,"64|Bar:16,Cafe:8,Catering:8,Parrilla:8,Pasteleria:8,Pizzeria:8,Restaurante:8",100.0,1.0,2.0,1.0,2025
U7251D,HONDURAS 4731,HONDURAS,4731,4700,Palermo,64,"64|Bar:16,Cafe:8,Catering:8,Parrilla:8,Pasteleria:8,Pizzeria:8,Restaurante:8",100.0,1.0,2.0,1.0,2025
U4A858,"LACROZE, FEDERICO AV. 2425","LACROZE, FEDERICO AV.",2425,2400,Colegiales,24,"24|Bar:3,Cafe:3,Catering:3,Comida al paso:6,Panaderia:6,Restaurante:3",100.0,1.0,2.0,1.0,2025
UCDF7E,"LACROZE, FEDERICO AV. 2431","LACROZE, FEDERICO AV.",2431,2400,Colegiales,24,"24|Bar:3,Cafe:3,Catering:3,Comida al paso:6,Panaderia:6,Restaurante:3",100.0,1.0,2.0,1.0,2025
UF5F59,ANASAGASTI 2067,ANASAGASTI,2067,2000,Palermo,36,"36|Cafe:18,Restaurante:18",100.0,1.0,1.0,1.0,2025
UD3088,FITZ ROY 2261,FITZ ROY,2261,2200,Palermo,36,36|Cafe:36,100.0,1.0,1.0,1.0,2025
UF8EE6,BOEDO AV. 797,BOEDO AV.,797,700,Boedo,24,"24|Cafe:12,Heladeria:12",100.0,1.0,1.0,1.0,2025
U38A15,"TERRY, JOSE A. 286","TERRY, JOSE A.",286,200,Caballito,32,"32|Catering:16,Comida al paso:16",100.0,1.0,2.0,1.0,2025
U5E9D8,"TERRY, JOSE A. 300","TERRY, JOSE A.",300,300,Caballito,32,"32|Catering:16,Comida al paso:16",100.0,1.0,2.0,1.0,2025
UE7E1A,JUNIN 1735,JUNIN,1735,1700,Recoleta,36,"36|Bar:6,Cafe:6,Catering:6,Parrilla:6,Pasteleria:6,Restaurante:6",100.0,1.0,1.0,1.0,2025
U523C1,LARREA 1515,LARREA,1515,1500,Recoleta,24,"24|Bar:6,Cafe:6,Catering:6,Pasteleria:6",100.0,1.0,1.0,1.0,2025
UD4EC4,MEDRANO 1294,MEDRANO,1294,1200,Palermo,45,"45|Bar:15,Cafe:15,Pizzeria:15",100.0,1.0,1.0,1.0,2025
U1BCA5,AZUL 216,AZUL,216,200,Floresta,30,30|Comida al paso:30,100.0,1.0,1.0,1.0,2025
U14329,YERBAL 2501,YERBAL,2501,2500,Flores,50,"50|Bar:10,Cafe:10,Catering:10,Pizzeria:10,Restaurante:10",100.0,1.0,2.0,1.0,2025
U1CE7D,"ARTIGAS, JOSE GERVASIO, GRAL. 108","ARTIGAS, JOSE GERVASIO, GRAL.",108,100,Flores,50,"50|Bar:10,Cafe:10,Catering:10,Pizzeria:10,Restaurante:10",100.0,1.0,2.0,1.0,2025
UF73CC,AREVALO 1888,AREVALO,1888,1800,Palermo,84,"84|Catering:21,Comida al paso:21,Heladeria:21,Restaurante:21",100.0,1.0,1.0,1.0,2025
U6C213,COSTA RICA 6002,COSTA RICA,6002,6000,Palermo,84,"84|Catering:21,Comida al paso:21,Heladeria:21,Restaurante:21",100.0,1.0,1.0,1.0,2025
U52825,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 602","ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV.",602,600,Monserrat,32,"32|Bar:8,Cafe:8,Catering:8,Restaurante:8",100.0,,,,2025
UD8746,PERU 215,PERU,215,200,Monserrat,32,"32|Bar:8,Cafe:8,Catering:8,Restaurante:8",100.0,1.0,2.0,1.0,2025
U06BA7,GORRITI 4015,GORRITI,4015,4000,Palermo,21,"21|Bar:7,Pizzeria:7,Restaurante:7",100.0,1.0,1.0,2.0,2025
U7D7A5,"ACHAVAL RODRIGUEZ, T., DR. AV. 1231","ACHAVAL RODRIGUEZ, T., DR. AV.",1231,1200,Puerto Madero,24,"24|Bar:6,Cafe:6,Catering:6,Restaurante:6",100.0,1.0,1.0,1.0,2025
UBED5A,"MORENO, JOSE MARIA AV. 100","MORENO, JOSE MARIA AV.",100,100,Caballito,28,"28|Bar:7,Cafe:7,Pizzeria:7,Restaurante:7",100.0,1.0,2.0,1.0,2025
UFFCAD,ROSARIO 495,ROSARIO,495,400,Caballito,28,"28|Bar:7,Cafe:7,Pizzeria:7,Restaurante:7",100.0,1.0,2.0,1.0,2025
U134EB,"FREIRE, RAMON, CAP. GRAL. 1101","FREIRE, RAMON, CAP. GRAL.",1101,1100,Colegiales,24,"24|Bar:8,Cafe:8,Restaurante:8",100.0,1.0,1.0,1.0,2025
U4FE5A,LAVALLE 170,LAVALLE,170,100,San Nicolas,64,"64|Bar:8,Cafe:8,Catering:8,Comida al paso:8,Parrilla:8,Pasteleria:8,Pizzeria:8,Restaurante:8",100.0,1.0,1.0,1.0,2025
U88CA4,CHILE 501,CHILE,501,500,Monserrat,60,"60|Bar:15,Cafe:15,Catering:15,Pasteleria:15",100.0,1.0,2.0,1.0,2025
UE9702,BOLIVAR 693,BOLIVAR,693,600,Monserrat,60,"60|Bar:15,Cafe:15,Catering:15,Pasteleria:15",100.0,1.0,2.0,1.0,2025
U3E99A,SANTA FE AV. 3251,SANTA FE AV.,3251,3200,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,14.0,2025
U07C55,SANTA FE AV. 3253,SANTA FE AV.,3253,3200,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,14.0,2025
U0DB98,"DIAZ, CNEL. AV. 1944","DIAZ, CNEL. AV.",1944,1900,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,15.0,2025
UB16CF,"DIAZ, CNEL. AV. 1962","DIAZ, CNEL. AV.",1962,1900,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,13.0,2025
UA0AE9,"DIAZ, CNEL. AV. 1998","DIAZ, CNEL. AV.",1998,1900,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,14.0,2025
U28377,"DIAZ, CNEL. AV. 2026","DIAZ, CNEL. AV.",2026,2000,Palermo,87,"87|Bar:10,Cafe:11,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",98.9,1.0,34.0,13.0,2015-2018/2025
UC3F2E,BERUTI 3328,BERUTI,3328,3300,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,14.0,2025
UEE307,ARENALES 3359,ARENALES,3359,3300,Palermo,98,"98|Bar:18,Cafe:18,Catering:26,Comida al paso:10,Parrilla:16,Restaurante:10",100.0,2.0,34.0,3.0,2025
U6F2EA,ARENALES 3395,ARENALES,3395,3300,Palermo,82,"82|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Parrilla:16,Restaurante:10",100.0,1.0,34.0,4.0,2025
U1B4EB,ARENALES 3360,ARENALES,3360,3300,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,13.0,2025
U8BE5E,ARENALES 3390,ARENALES,3390,3300,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,14.0,2025
U9269C,ARENALES 3367,ARENALES,3367,3300,Palermo,82,"82|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Parrilla:16,Restaurante:10",100.0,1.0,34.0,2.0,2025
UC6737,ARENALES 3370,ARENALES,3370,3300,Palermo,86,"86|Bar:10,Cafe:10,Catering:26,Comida al paso:10,Heladeria:4,Parrilla:16,Restaurante:10",100.0,1.0,34.0,13.0,2025
UFBF02,"SUCRE, ANTONIO JOSE DE, MCAL. 2127","SUCRE, ANTONIO JOSE DE, MCAL.",2127,2100,Belgrano,165,"165|Bar:30,Cafe:30,Catering:30,Comida al paso:30,Panaderia:15,Pasteleria:30",100.0,,,,2025
UE1C13,"FREIRE, RAMON, CAP. GRAL. 1501","FREIRE, RAMON, CAP. GRAL.",1501,1500,Colegiales,84,"84|Bar:12,Cafe:12,Catering:12,Comida al paso:12,Parrilla:12,Pizzeria:12,Restaurante:12",100.0,1.0,2.0,1.0,2025
UECB01,"AVILES, VIRREY 3095","AVILES, VIRREY",3095,3000,Colegiales,84,"84|Bar:12,Cafe:12,Catering:12,Comida al paso:12,Parrilla:12,Pizzeria:12,Restaurante:12",100.0,1.0,2.0,1.0,2025
U5F6E0,TALCAHUANO 884,TALCAHUANO,884,800,Retiro,28,"28|Bar:7,Comida al paso:7,Parrilla:7,Restaurante:7",100.0,1.0,1.0,1.0,2025
UBDED0,DE LOS INCAS AV. 4506,DE LOS INCAS AV.,4506,4500,Parque Chas,36,"36|Bar:12,Cafe:12,Catering:12",100.0,1.0,1.0,1.0,2025
U93B2F,"DUMONT, SANTOS 4056","DUMONT, SANTOS",4056,4000,Chacarita,30,"30|Bar:6,Cafe:6,Catering:6,Heladeria:6,Restaurante:6",100.0,1.0,1.0,1.0,2025
UEF9EC,"RAVIGNANI, EMILIO, DR. 1906","RAVIGNANI, EMILIO, DR.",1906,1900,Palermo,198,"198|Bar:33,Cafe:66,Catering:33,Comida al paso:33,Restaurante:33",100.0,,,,2025
U06735,COSTA RICA 5901,COSTA RICA,5901,5900,Palermo,198,"198|Bar:33,Cafe:66,Catering:33,Comida al paso:33,Restaurante:33",100.0,1.0,2.0,1.0,2025
UAC251,REPUBLICA BOLIVARIANA DE VENEZUELA 474,REPUBLICA BOLIVARIANA DE VENEZUELA,474,400,Monserrat,24,"24|Bar:4,Cafe:4,Catering:4,Comida al paso:4,Pizzeria:4,Restaurante:4",100.0,1.0,1.0,1.0,2025
UB8E20,CORRIENTES AV. 485,CORRIENTES AV.,485,400,San Nicolas,32,"32|Cafe:8,Catering:8,Pizzeria:8,Restaurante:8",100.0,1.0,2.0,2.0,2025
U9B579,MONROE 3602,MONROE,3602,3600,Belgrano,48,"48|Bar:8,Cafe:8,Catering:8,Parrilla:8,Pizzeria:8,Restaurante:8",100.0,1.0,2.0,1.0,2025
U2C166,MELIAN AV. 2480,MELIAN AV.,2480,2400,Belgrano,48,"48|Bar:8,Cafe:8,Catering:8,Parrilla:8,Pizzeria:8,Restaurante:8",100.0,1.0,2.0,1.0,2025
UF6AB5,TALCAHUANO 1063,TALCAHUANO,1063,1000,Retiro,72,"72|Comida al paso:36,Heladeria:36",100.0,1.0,2.0,1.0,2025
U92AFB,TALCAHUANO 1065,TALCAHUANO,1065,1000,Retiro,72,"72|Comida al paso:36,Heladeria:36",100.0,1.0,2.0,1.0,2025
UE3AB9,HUMBOLDT 293,HUMBOLDT,293,200,Villa Crespo,32,"32|Comida al paso:16,Restaurante:16",100.0,1.0,1.0,1.0,2025
U434CA,"LARRALDE, CRISOLOGO AV. 1899","LARRALDE, CRISOLOGO AV.",1899,1800,Nuñez,33,"33|Comida al paso:11,Parrilla:11,Restaurante:11",100.0,1.0,2.0,1.0,2025
U8FA46,GRECIA 3613,GRECIA,3613,3600,Nuñez,33,"33|Comida al paso:11,Parrilla:11,Restaurante:11",100.0,1.0,2.0,1.0,2025
U2D308,ESMERALDA 284,ESMERALDA,284,200,San Nicolas,32,"32|Comida al paso:16,Panaderia:16",100.0,1.0,1.0,1.0,2025
U4650E,"JUSTO, JUAN B. AV. 1241","JUSTO, JUAN B. AV.",1241,1200,Palermo,33,"33|Catering:22,Panaderia:11",100.0,1.0,2.0,1.0,2025
UBCF47,"JUSTO, JUAN B. AV. 1243","JUSTO, JUAN B. AV.",1243,1200,Palermo,33,"33|Catering:22,Panaderia:11",100.0,1.0,2.0,1.0,2025
U7866F,FLORIDA 737,FLORIDA,737,700,San Nicolas,77,"77|Bar:22,Cafe:22,Catering:11,Comida al paso:22",100.0,2.0,44.0,3.0,2025
U6713A,CRAMER AV. 3280,CRAMER AV.,3280,3200,Nuñez,78,"78|Cafe:39,Catering:39",100.0,1.0,1.0,1.0,2025
U936C2,PERU 159,PERU,159,100,Monserrat,75,"75|Bar:15,Cafe:15,Catering:15,Pasteleria:15,Restaurante:15",100.0,1.0,1.0,1.0,2025
