solicitud,domicilio,partida_matriz,grupo_pan,rubros_en_la_habilitacion,giro_ajeno,giro_ajeno_detectado
349077,"SCALABRINI ORTIZ, RAUL AV. 367",433127,solo_despacho,11,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
349277,SANTA FE AV. 927,450711,solo_despacho,11,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
349407,CABILDO AV. 1434,410327,solo_despacho,11,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
350742,"ALBERDI, JUAN BAUTISTA AV. 2067",140935,solo_despacho,10,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
351873,SARMIENTO 943,223542,solo_despacho,7,si,COM.MIN.GOLOSINAS ENVASADAS (KIOSCO) Y TODO LO COMPRENDIDO EN LA ORD.33.266
354018,BALBASTRO 5537,63557,solo_despacho,5,si,COM.MAY. DE PRODUCTOS DE LA PANIFICACION (C/DEPOSITO)
354601,LACARRA 250,3979,solo_despacho,10,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
361314,"PERON, EVA AV. 5887",97900,solo_despacho,11,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
364176,"CERRI, DANIEL, Gral. 1448",123575,solo_despacho,9,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
364896,GUAYAQUIL 264,155740,solo_despacho,12,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
369359,CORDOBA AV. 1565,451988,solo_despacho,7,si,COM.MIN.GOLOSINAS ENVASADAS (KIOSCO) Y TODO LO COMPRENDIDO EN LA ORD.33.266
370539,"SCALABRINI ORTIZ, RAUL 3170",430091,solo_despacho,12,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
373018,MATHEU 313,201515,solo_despacho,7,si,COM.MIN.GOLOSINAS ENVASADAS (KIOSCO) Y TODO LO COMPRENDIDO EN LA ORD.33.266
375941,GURRUCHAGA 431,225455,solo_despacho,12,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
346328,SANTA FE AV. 4607,432453,solo_despacho,11,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
364659,MAIPU 512,223798,solo_despacho,14,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
365241,BOYACA AV. 37,149902,solo_despacho,11,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
365403,PARAGUAY 788,450288,solo_despacho,14,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
365454,"VILLAFAÑE, WENCESLAO 1310",119620,solo_despacho,15,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
379366,CHICLANA AV. 3683,104456,solo_despacho,12,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
379370,"PAZ, GRAL. AV. 10672",77614,solo_despacho,12,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
379516,MONTES DE OCA AV. 1438,123952,solo_despacho,12,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
379521,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 3596",81375,solo_despacho,12,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
379525,MONTIEL 3829,83169,solo_despacho,12,si,"COM.MIN.DE ARTEFAC. DE ILUMINA- CION Y DEL HOGAR, BAZAR, PLATE RIA,CRISTALERIA"
235596,DEFENSA 1444,110016,elaboracion,7,no,
235649,HOMERO 1450,27168,elaboracion,3,no,
235837,CHICLANA AV. 3528,910140,elaboracion,3,no,
235845,CORRIENTES AV. 2308,206471,elaboracion,4,no,
235940,ARRIBEÑOS 3692,339189,elaboracion,5,no,
236062,"GALLARDO, ANGEL AV. 1091",228781,elaboracion,5,no,
236103,"URIBURU JOSE E., Pres. 1092",440743,elaboracion,4,no,
236105,MAIPU 608,220958,elaboracion,5,no,
236525,GUAMINI 4936,69484,elaboracion,6,no,
236526,MURGUIONDO 4076,66389,elaboracion,4,no,
236527,"CHILAVERT, MARTINIANO, CORONEL 6622",69735,elaboracion,10,no,
236783,LARRAZABAL 3543,88595,elaboracion,6,no,
236803,DE LOS INCAS AV. 4225,240854,elaboracion,4,no,
236814,OLAZABAL 3272,374870,elaboracion,5,no,
237033,"BEIRO, FRANCISCO AV. 5384",295899,elaboracion,5,no,
237099,MATHEU 1792,100179,elaboracion,8,no,
237328,TALCAHUANO 392,223686,elaboracion,5,no,
237509,MORENO 1794,218354,elaboracion,6,no,
237519,CABILDO AV. 1690,410681,elaboracion,5,no,
237893,RIO DE JANEIRO 106,178569,elaboracion,5,no,
237909,"FALCON, RAMON L.,CNEL. 1975",140617,elaboracion,4,no,
238027,AZARA 234,111240,elaboracion,6,no,
238028,PRIMERA JUNTA 1982,140538,elaboracion,6,no,
238090,CIUDAD DE LA PAZ 2701,378465,elaboracion,5,no,
238166,DEL LIBERTADOR AV. 5990,335701,elaboracion,5,no,
238482,ARGERICH 2728,254752,elaboracion,2,no,
238512,MENDOZA AV. 5305,351200,elaboracion,8,no,
238623,"GOYENA, PEDRO AV. 835",161086,elaboracion,7,no,
238771,"SAENZ PEÑA, LUIS, PRES. 517",217919,elaboracion,4,no,
238897,RIVADAVIA AV. 6097,131956,elaboracion,8,no,
239124,"ARTIGAS, JOSE GERVASIO, GRAL. 1553",248195,elaboracion,4,no,
239200,CHILE 561,215606,elaboracion,4,no,
239329,LA RIOJA 889,183535,elaboracion,4,no,
239385,ALVAREZ THOMAS AV. 1355,238552,elaboracion,4,no,
239424,FOREST AV. 1300,238565,elaboracion,6,no,
239449,BAUNESS 2589,352113,elaboracion,6,no,
239468,LOPE DE VEGA AV. 2855,287815;287814,elaboracion,4,no,
239487,SUPERI 1399,408907,elaboracion,4,no,
239530,ROOSEVELT FRANKLIN D. 2531,327628,elaboracion,6,no,
239531,ALVAREZ JONTE AV. 4431,276787,elaboracion,5,no,
239652,ORTEGA Y GASSET 1801,412707,elaboracion,5,no,
239810,JUJUY AV. 275,193029,elaboracion,6,no,
239863,TRIUNVIRATO AV. 4099,300380,elaboracion,5,no,
240026,"JUSTO, JUAN B. AV. 6925",262747,elaboracion,2,no,
240147,"BEIRO, FRANCISCO AV. 3491",269636,elaboracion,5,no,
240280,NAZCA AV. 2468,254314,elaboracion,5,no,
240334,AVELLANEDA AV. 1932,133470,elaboracion,7,no,
240367,PATRON 5689,10386,elaboracion,4,no,
240507,GUAYAQUIL 712,162032,elaboracion,3,no,
240628,MOLDES 1915,325451,elaboracion,3,no,
240739,SANTA FE AV. 4502,429067,elaboracion,8,no,
240790,ENTRE RIOS AV. 219,200023,elaboracion,6,no,
240860,MEDRANO AV. 366,178941,elaboracion,5,no,
240917,NECOCHEA 842,120461,elaboracion,3,no,
240958,CUBA 4694,340819,elaboracion,4,no,
240987,"LACROZE, FEDERICO AV. 2862",413848,elaboracion,4,no,
241240,"DIAZ, AVELINO 1201",46143,elaboracion,5,no,
241241,24 DE NOVIEMBRE 62,193856,elaboracion,1,no,
241396,BOEDO AV. 575,150272,elaboracion,7,no,
241420,NUÑEZ 5261,349980,elaboracion,6,no,
241488,LIMA 1495,212211,elaboracion,6,no,
241645,VALLE 600,157274,elaboracion,6,no,
241646,DARWIN 306,298733,elaboracion,6,no,
241813,LARRAYA 2227,32272,elaboracion,4,no,
241976,GUEMES 3590,424308,elaboracion,5,no,
242381,"PUEYRREDON, HONORIO, DR. AV. 1084",176974,elaboracion,6,no,
242423,ALVAREZ THOMAS AV. 2500,370852,elaboracion,4,no,
242425,BERMUDEZ 1390,282603,elaboracion,5,no,
242621,PUEYRREDON AV. 1790,442876,elaboracion,3,no,
242649,PERGAMINO 3498,56666,elaboracion,5,no,
242719,ENTRE RIOS AV. 648,218460,elaboracion,5,no,
242783,CONGRESO AV. 3701,328504,elaboracion,11,no,
242837,OLIVERA AV. 1552,77988,elaboracion,6,no,
242873,"JUSTO, JUAN B. AV. 4906",236233,elaboracion,5,no,
243002,SANCHEZ DE BUSTAMANTE 435,191675,elaboracion,2,no,
243024,CUCHA CUCHA 1995,231156,elaboracion,1,no,
243416,GUEMES 4202,427358,elaboracion,4,no,
243458,"YRIGOYEN, HIPOLITO AV. 1550",218604,elaboracion,8,no,
243545,RIVERA INDARTE AV. 86,142128,elaboracion,5,no,
243653,PARAGUAY 3099,443514,elaboracion,7,no,
243682,BARCO CENTENERA del 257,158940,elaboracion,6,no,
243722,PASO DE LOS LIBRES 2514,287671,elaboracion,2,no,
243818,"LOPEZ, VICENTE 2238",442653,elaboracion,2,no,
243834,"PERON, EVA AV. 4718",91634,elaboracion,2,no,
243953,MEMBRILLAR 407,149945,elaboracion,6,no,
244075,ZAPIOLA 4782,334840,elaboracion,7,no,
244296,RODRIGUEZ PEÑA 1193,452266,elaboracion,5,no,
244364,RESERVISTAS ARGENTINOS AV. 309,308398,elaboracion,4,no,
244671,VIEL 1443,40868,elaboracion,2,no,
244706,DIRECTORIO AV. 658,157887,elaboracion,7,no,
244744,BOEDO AV. 963,150469,elaboracion,3,no,
244872,CASEROS AV. 2822,102471,elaboracion,6,no,
244969,NOGOYA 6061,294171,elaboracion,5,no,
245006,LOPE DE VEGA AV. 3345,291300,elaboracion,6,no,
245059,BOEDO AV. 1834,104419,elaboracion,3,no,
245070,MOSCONI GENERAL AV. 2524,361262,elaboracion,9,no,
245088,"BROWN, ALTE. AV. 947",121086,elaboracion,4,no,
245130,ALVAREZ JONTE AV. 5227,287136,elaboracion,4,no,
245174,SALTA 389,218824,elaboracion,6,no,
245410,BELGRANO AV. 1414,218843,elaboracion,4,no,
245411,SAENZ AV. 102,105879,elaboracion,4,no,
245482,TRES ARROYOS 2914,250454,elaboracion,6,no,
245487,"DUMONT, SANTOS 4527",227358,elaboracion,2,no,
245492,CUENCA 2679,255074,elaboracion,4,no,
245512,LARREA 1360,442737,elaboracion,3,no,
245542,3 DE FEBRERO 1064,411302,elaboracion,5,no,
245686,RIO DE JANEIRO 582,173894,elaboracion,4,no,
245705,PIERES 1331,32609,elaboracion,3,no,
245861,BELGRANO AV. 257,215089,elaboracion,6,no,
245927,HIDALGO 628,175890,elaboracion,6,no,
246010,MAIPU 495,223526,elaboracion,7,no,
246309,QUESADA 5050,347188,elaboracion,5,no,
246342,NUÑEZ 5384,349443,elaboracion,6,no,
246457,CABILDO AV. 1099,416572,elaboracion,3,no,
246571,"BONIFACIO, JOSE 2208",147669,elaboracion,5,no,
246691,MORENO 1539,217881,elaboracion,4,no,
246926,"CALVO, CARLOS 1454",212901,elaboracion,1,no,
247016,"JUSTO, JUAN B. AV. 9481",293850,elaboracion,4,no,
247062,SAN JUAN AV. 4132,153462,elaboracion,1,no,
247067,LAVALLEJA 1094,420734,elaboracion,6,no,
247160,GUEMES 4391,427795,elaboracion,5,no,
247161,"LACROZE, FEDERICO AV. 2425",414816,elaboracion,10,no,
247185,MONTE 5938,32908,elaboracion,5,no,
247574,"MONTES DE OCA, MANUEL 647",119348,elaboracion,4,no,
247694,CATAMARCA 281,193240,elaboracion,3,no,
247756,SANTA FE AV. 1185,451135,elaboracion,6,no,
247765,MONTEVIDEO 140,222735,elaboracion,6,no,
247779,RIVADAVIA AV. 3950,161212,elaboracion,5,no,
247843,TABARE 1417,76205,elaboracion,2,no,
248034,SUIPACHA 1371,450581,elaboracion,4,no,
248208,RIVADAVIA AV. 8299,79808,elaboracion,6,no,
248228,SALTA 817,214603,elaboracion,4,no,
248372,AVELLANEDA AV. 1762,148509,elaboracion,6,no,
248456,"CALVO, CARLOS 601",214180,elaboracion,9,no,
248553,SARMIENTO 2893,190015,elaboracion,6,no,
248978,"LARRALDE, CRISOLOGO AV. 3275",331416,elaboracion,6,no,
249158,MELINCUE 3101,301631,elaboracion,4,no,
249186,ESTADOS UNIDOS 3501,186154,elaboracion,8,no,
249437,NAZCA 5570,364697,elaboracion,6,no,
249450,DIRECTORIO AV. 171,155517,elaboracion,7,no,
249631,SANTA FE AV. 5378,405020,elaboracion,5,no,
249711,"BELAUSTEGUI, LUIS, Dr. 3268",258136,elaboracion,2,no,
249714,RIVADAVIA AV. 2027,205460,elaboracion,8,no,
249964,SAN PEDRITO AV. 30,149947,elaboracion,5,no,
250748,LOPE DE VEGA AV. 2614,288147,elaboracion,6,no,
250772,"ALEM, LEANDRO N. AV. 744",220106,elaboracion,5,no,
250870,ELCANO AV. 3288,409141,elaboracion,5,no,
250962,GAONA AV. 3767,251545,elaboracion,2,no,
251010,PERU 430,218530,elaboracion,6,no,
251091,RIVADAVIA AV. 4531,172933,elaboracion,5,no,
251347,"FALCON, RAMON L.,CNEL. 4203",4102,elaboracion,10,no,
251351,"YRIGOYEN, HIPOLITO 2480",202703,elaboracion,6,no,
251438,"BEIRO, FRANCISCO AV. 4695",312395,elaboracion,8,no,
251452,"AVILES, VIRREY 3895",239242,elaboracion,8,no,
251991,"ARTIGAS, JOSE GERVASIO, GRAL. 1098",148317,elaboracion,5,no,
300083,SANTA FE AV. 4502,429067,elaboracion,4,no,
300154,"PERON, EVA AV. 5018",75637,elaboracion,3,no,
300367,"GOYENA, PEDRO AV. 387",156349,elaboracion,2,no,
300680,"DIAZ, AVELINO 548",83201,elaboracion,3,no,
300782,ACASSUSO 6600,15560,elaboracion,8,no,
300794,ASAMBLEA AV. 846,45412,elaboracion,3,no,
300947,GALLARDO 1051,313974,elaboracion,4,no,
300963,"MORENO, JOSE MARIA AV. 601",160740,elaboracion,5,no,
301007,PADILLA 668,226118,elaboracion,1,no,
301044,BLANCO ENCALADA 2288,336168,elaboracion,3,no,
301124,CORRIENTES AV. 5815,423599,elaboracion,7,no,
301387,NAHUEL HUAPI 4801,346520,elaboracion,5,no,
301459,"PACHECO DE MELO, JOSE ANDRES 2592",447748,elaboracion,4,no,
301715,CABILDO AV. 2876,373094,elaboracion,7,no,
301719,SOLIS 281,218335,elaboracion,5,no,
301752,"RODO, JOSE E. 5935",32691,elaboracion,3,no,
301831,CIUDAD DE LA PAZ 2024,325774,elaboracion,3,no,
301887,ALBERTI 1716,100319,elaboracion,5,no,
302116,ENTRE RIOS AV. 1069,180124,elaboracion,5,no,
302291,CAJARAVILLA 4111,4034,elaboracion,5,no,
302297,BARCO CENTENERA del 1250,158581,elaboracion,4,no,
302322,LA RIOJA 2084,101531,elaboracion,3,no,
123,POSADAS 1089,453625,elaboracion,10,no,
127,RIESTRA AV. 5726,66682,elaboracion,9,no,
302625,"ALBERDI, JUAN BAUTISTA AV. 4348",96582,elaboracion,7,no,
302717,PICHINCHA 2127,108666,elaboracion,7,no,
303502,NEUQUEN 753,176649,elaboracion,4,no,
303536,ZAPIOLA 2077,325663,elaboracion,7,no,
303539,"CHILAVERT, MARTINIANO, CORONEL 6288",71884,elaboracion,6,no,
303841,"PERON, JUAN DOMINGO, TTE. GENERAL 3844",170515,elaboracion,7,no,
303904,"CASTRO, EMILIO AV. 6718",16749,elaboracion,7,no,
304185,GARCIA DEL RIO 4036,376886,elaboracion,2,no,
304298,MILTON 462,6591,elaboracion,2,no,
304481,VIRGILIO 1512,288424,elaboracion,8,no,
304729,INDEPENDENCIA AV. 2502,181948,elaboracion,7,no,
304782,SEGUROLA AV. 25,92596,elaboracion,6,no,
304806,ESMERALDA 887,450287,elaboracion,6,no,
304937,"ALVAREZ, DONATO, Tte. Gral. AV. 2286",309740,elaboracion,3,no,
304940,THAMES 880,423272,elaboracion,5,no,
305054,BEAZLEY 3963,109972,elaboracion,6,no,
305348,PARANA 590,222578,elaboracion,5,no,
305349,VIAMONTE 724,220978,elaboracion,5,no,
305363,LA PLATA AV. 462,154317,elaboracion,4,no,
305618,MEDRANO AV. 655,170623,elaboracion,9,no,
305692,BRAGADO 6899,34545,elaboracion,3,no,
305742,CORVALAN 2558,58848,elaboracion,3,no,
305897,PASEO COLON AV. 1197,210197,elaboracion,4,no,
305933,"VIALE, LUIS 346",228577,elaboracion,4,no,
305998,"ALVAREZ, JULIAN 2538",429349,elaboracion,7,no,
306107,CORRIENTES AV. 3961,170615,elaboracion,4,no,
306304,"OLMOS, AMBROSIO 1296",118318,elaboracion,2,no,
306330,RIVADAVIA AV. 6061,147539,elaboracion,6,no,
306380,VIAMONTE 2872,190370,elaboracion,3,no,
306383,GORRITI 6044,404712,elaboracion,6,no,
306549,"MITRE, BARTOLOME 4200",171649,elaboracion,4,no,
306594,SEGUROLA AV. 2102,277581,elaboracion,5,no,
306658,TRIUNVIRATO AV. 4437,368517,elaboracion,5,no,
306669,CIUDAD DE LA PAZ 269,405321,elaboracion,3,no,
306923,VELEZ SARSFIELD AV. 1681,109297,elaboracion,2,no,
307125,GODOY CRUZ 2809,430693,elaboracion,6,no,
307205,ASAMBLEA AV. 1382,47635,elaboracion,5,no,
307208,"CEVALLOS, Virrey 269",218091,elaboracion,3,no,
307272,CORRIENTES AV. 5815,423599,elaboracion,10,no,
307401,SAN MARTIN AV. 2339,232659,elaboracion,7,no,
243,ARCOS 2181,335775,elaboracion,4,no,
307616,"IRIARTE, GRAL. 1548",123828,elaboracion,5,no,
308027,"CASTRO, EMILIO AV. 6208",14127,elaboracion,12,no,
308071,SEGUROLA AV. 1934,275863,elaboracion,5,no,
308111,ESTADO DE PALESTINA 549,171774,elaboracion,4,no,
308198,"FALCON, RAMON L.,CNEL. 2843",144882,elaboracion,5,no,
308315,MORENO 1295,218723,elaboracion,1,no,
308384,HEREDIA 582,237882,elaboracion,5,no,
308441,ARGENTINA AV. 5654,64048,elaboracion,6,no,
308442,ARGENTINA AV. 5674,64049,elaboracion,6,no,
308667,NOGOYA 4661,278636,elaboracion,4,no,
308717,GUEMES 2991,447840,elaboracion,4,no,
308742,MALABIA 1510,426704,elaboracion,4,no,
336043,MALABIA 1395,431495,elaboracion,4,no,
336128,ENTRE RIOS AV. 530,219061,elaboracion,6,no,
336227,JURAMENTO 1700,335661,elaboracion,3,no,
336429,RIVADAVIA AV. 2027,205460,elaboracion,8,no,
336720,PEDERNERA 294,149386,elaboracion,5,no,
336950,LOPE DE VEGA 303,6518,elaboracion,6,no,
337128,PIERES 767,13367,elaboracion,1,no,
337727,ALVAREZ JONTE AV. 4873,279450,elaboracion,2,no,
337893,GAONA AV. 2682,133700,elaboracion,1,no,
338085,RIVADAVIA AV. 3910,151228,elaboracion,5,no,
338689,BRAGADO 5714,31638,elaboracion,3,no,
355,ALVAREZ JONTE 2493,295980,elaboracion,10,no,
339638,LASCANO 2062,243185,elaboracion,2,no,
339926,DOBLAS 249,155728,elaboracion,5,no,
340251,"LOZANO, PEDRO 5431",288631,elaboracion,5,no,
340382,MONROE 2095,336619,elaboracion,7,no,
340484,MALABIA 771,421565,elaboracion,7,no,
340792,NAZCA AV. 2398,254270,elaboracion,4,no,
340965,ALMAFUERTE AV. 335,910982,elaboracion,2,no,
341005,AVELLANEDA 526,178258,elaboracion,5,no,
341113,"ALCORTA, AMANCIO AV. 3331",106547,elaboracion,5,no,
341748,BILLINGHURST 1298,448004,elaboracion,7,no,
341798,MEXICO 3602,150280,elaboracion,4,no,
341917,ALVAREZ JONTE AV. 4212,306148,elaboracion,5,no,
341967,NOGOYA 3215,266194,elaboracion,4,no,
342137,"BEIRO, FRANCISCO AV. 4951",281978,elaboracion,2,no,
342252,"DE LA TORRE, LISANDRO 250",14944,elaboracion,4,no,
342373,DARREGUEYRA 2488,431468,elaboracion,7,no,
431,RIVADAVIA AV. 6254,149071,elaboracion,3,no,
343159,MONTES DE OCA AV. 937,113898,elaboracion,6,no,
343176,"RIVERA, FRUCTUOSO, GENERAL 1000",44105,elaboracion,5,no,
343550,SAN JOSE 1051,212927,elaboracion,2,no,
343675,BOGOTA 5,173763,elaboracion,5,no,
343736,CABILDO AV. 2755,336795,elaboracion,8,no,
343743,MONTEVIDEO 140,222735,elaboracion,6,no,
343926,NAZCA AV. 81,136537,elaboracion,4,no,
344081,CORRIENTES AV. 2308,206471,elaboracion,4,no,
344424,INDEPENDENCIA AV. 3840,151562,elaboracion,4,no,
344774,TRIUNVIRATO AV. 5359,372663,elaboracion,2,no,
344843,AZUL 92,3107,elaboracion,5,no,
345549,OLIVERA AV. 1559,81580,elaboracion,12,no,
345580,CHARCAS 3251,444414,elaboracion,5,no,
345647,LOPE DE VEGA AV. 2499,287610,elaboracion,5,no,
345959,CAJARAVILLA 4111,4034,elaboracion,6,no,
346087,"LACROZE, FEDERICO AV. 2239",411475,elaboracion,6,no,
346254,SARANDI 665,200814,elaboracion,5,no,
346294,RIVADAVIA AV. 5553,177431,elaboracion,6,no,
346515,DORREGO AV. 676,303419,elaboracion,4,no,
346575,MENDOZA 2894,367775,elaboracion,2,no,
346784,CORRIENTES AV. 6016,307971,elaboracion,5,no,
347103,"PERON, JUAN DOMINGO, TTE. GENERAL 3844",170515,elaboracion,5,no,
347172,SAN MARTIN AV. 2820,234526,elaboracion,4,no,
347897,SANTA FE AV. 2549,441421,elaboracion,8,no,
347904,SANTA FE AV. 3637,429442,elaboracion,5,no,
348026,"UGARTE, MANUEL 2913",328339,elaboracion,1,no,
348040,SAN JUAN AV. 1838,180174,elaboracion,6,no,
348360,DIRECTORIO AV. 999,159084,elaboracion,5,no,
348417,VIDT 1892,424285,elaboracion,4,no,
348450,AZCUENAGA 1075,440732,elaboracion,4,no,
348458,RIVADAVIA AV. 3250,194009,elaboracion,6,no,
348601,"FALCON, RAMON L.,CNEL. 6885",16978,elaboracion,6,no,
348699,MURGUIONDO 1630,97466,elaboracion,5,no,
348982,"CASTRO, EMILIO AV. 6873",17626,elaboracion,4,no,
349318,"ALVAREZ, JULIAN 2577",429258,elaboracion,7,no,
349363,FRAY CAYETANO RODRIGUEZ 399,134850,elaboracion,5,no,
349537,"RABANAL, FRANCISCO, INTENDENTE AV. 1301",85565,elaboracion,2,no,
349783,CHICLANA AV. 3361,109645,elaboracion,5,no,
349828,NAHUEL HUAPI 4918,369462,elaboracion,4,no,
349875,MELIAN AV. 4162,332656,elaboracion,1,no,
349892,AYACUCHO 532,205679,elaboracion,3,no,
350128,RIVADAVIA AV. 7384,149947,elaboracion,5,no,
350179,SAN JUAN AV. 2914,183348,elaboracion,5,no,
350180,BACACAY 2402,135290,elaboracion,4,no,
350630,HIDALGO 559,179073,elaboracion,5,no,
350814,LA PLATA AV. 2745,43985,elaboracion,6,no,
350817,"PUEYRREDON, HONORIO, DR. AV. 672",178932,elaboracion,6,no,
351154,GALLARDO 431,293854,elaboracion,3,no,
351418,RIVADAVIA AV. 9820,8735,elaboracion,6,no,
351821,BULNES 1901,448477,elaboracion,6,no,
352280,ZABALA 3369,408204,elaboracion,1,no,
352856,OLAZABAL 2341,336155,elaboracion,6,no,
352858,JURAMENTO 4855,372733,elaboracion,6,no,
352923,RIVADAVIA AV. 1999,205241,elaboracion,6,no,
353103,"DIAZ, CNEL. AV. 1921",447320,elaboracion,5,no,
353566,"SALGUERO, JERONIMO 1515",424117,elaboracion,3,no,
353664,TRIUNVIRATO AV. 4149,342969,elaboracion,6,no,
353753,MONROE 5294,351716,elaboracion,6,no,
353754,MONROE 4895,373646,elaboracion,5,no,
354123,DEL LIBERTADOR AV. 5899,341497,elaboracion,5,no,
354261,ACOYTE 1293,227909,elaboracion,7,no,
354365,"BRAVO, MARIO 18",192592,elaboracion,6,no,
354630,CARABOBO AV. 411,146870,elaboracion,4,no,
355064,HONDURAS AV. 4109,432537,elaboracion,6,no,
355226,"BELAUSTEGUI, LUIS, Dr. 1756",299492,elaboracion,3,no,
355270,"SCALABRINI ORTIZ, RAUL AV. 1653",426034,elaboracion,3,no,
355486,VARELA AV. 1246,50134,elaboracion,5,no,
355617,TABARE 3023,99809,elaboracion,4,no,
355726,TRES ARROYOS 2914,250454,elaboracion,5,no,
356522,TRIUNVIRATO AV. 4374,373430,elaboracion,3,no,
356666,CORRIENTES AV. 6094,307971,elaboracion,5,no,
356856,GAONA AV. 4822,2450,elaboracion,8,no,
862,"PERON, EVA AV. 4236",57529,elaboracion,4,no,
357334,ESMERALDA 887,450287,elaboracion,5,no,
357637,CARACAS 1733,236686,elaboracion,4,no,
358492,"GONZALEZ, JOAQUIN V. 2033",260901,elaboracion,4,no,
358668,ALBERTI 1716,100319,elaboracion,5,no,
358821,LA PLATA AV. 1595,39714,elaboracion,5,no,
358877,MALABIA 718,421940,elaboracion,5,no,
359430,BOEDO AV. 2059,98452,elaboracion,8,no,
359574,RAMOS MEJIA 1055,174094,elaboracion,3,no,
359606,CUZCO 141,12469,elaboracion,5,no,
359679,"CASTRO, EMILIO AV. 6208",14127,elaboracion,6,no,
360155,SOLIS 484,218147,elaboracion,6,no,
360498,SAN PEDRITO AV. 30,149947,elaboracion,5,no,
360814,VALLE 600,157274,elaboracion,2,no,
360819,GANDARA 3219,300831,elaboracion,2,no,
360853,COSTA RICA 4782,433893,elaboracion,2,no,
361465,SAAVEDRA 52,201777,elaboracion,10,no,
361496,MONTIEL 2463,36418,elaboracion,5,no,
361598,SANTA FE AV. 1185,451135,elaboracion,6,no,
362140,MOLDES 1901,325450,elaboracion,7,no,
362280,AYACUCHO 429,205370,elaboracion,4,no,
362690,NOGOYA 4755,279120,elaboracion,1,no,
363065,SANTIAGO DEL ESTERO 2113,119688,elaboracion,1,no,
363077,RIVADAVIA AV. 5387,176521,elaboracion,2,no,
363146,SALTA 389,218824,elaboracion,6,no,
363223,"BEIRO, FRANCISCO AV. 5686",289863,elaboracion,7,no,
363362,JUJUY AV. 2094,911765,elaboracion,6,no,
363572,RIO LIMAY 1364,117519,elaboracion,2,no,
363864,CHILE 1563,217973,elaboracion,3,no,
364437,LA PLATA AV. 2489,43893,elaboracion,6,no,
364698,"ALVAREZ, DONATO, Tte. Gral. 1454",310144,elaboracion,5,no,
366405,SAN JUAN AV. 417,214063,elaboracion,3,no,
366625,CORRIENTES AV. 3783,192790,elaboracion,6,no,
366672,"CALVO, CARLOS 1784",213686,elaboracion,3,no,
366885,PICHINCHA 2127,108666,elaboracion,7,no,
366905,DIRECTORIO AV. 496,161244,elaboracion,7,no,
367053,NOGOYA 3216,263877,elaboracion,6,no,
367234,CARACAS 2442,244018,elaboracion,6,no,
367478,LOPE DE VEGA 303,6518,elaboracion,6,no,
367496,IBERA 5691,354080,elaboracion,7,no,
367915,GUIDO 1601,452419,elaboracion,4,no,
367930,LAMBARE 1102,179024,elaboracion,5,no,
368004,CASEROS AV. 2450,910844,elaboracion,5,no,
368169,MEDRANO AV. 78,170845,elaboracion,5,no,
368795,RIVADAVIA AV. 8514,3797,elaboracion,6,no,
368886,VERA 401,421166,elaboracion,7,no,
