solicitud,domicilio,partida_matriz,grupo_pan,rubros_en_la_habilitacion,giro_ajeno,giro_ajeno_detectado
369197,CESPEDES 3148,407596,elaboracion,6,no,
369219,URIARTE 2027,432008,elaboracion,10,no,
371717,ZAPIOLA 2145,373706,elaboracion,4,no,
372050,"ALBERDI, JUAN BAUTISTA AV. 4348",96582,elaboracion,7,no,
372460,LAS HERAS GENERAL AV. 3501,429892,elaboracion,5,no,
372467,CHICLANA AV. 3528,910140,elaboracion,6,no,
372647,MONROE 4547,377180,elaboracion,5,no,
372826,GANA 151,12369,elaboracion,2,no,
372874,URUGUAY 1036,451880,elaboracion,5,no,
373050,MANZONI 28,8316,elaboracion,9,no,
374129,"PERON, EVA AV. 2138",48583,elaboracion,6,no,
374191,LARREA 1472,442772,elaboracion,6,no,
374243,SERRANO 1188,423057,elaboracion,5,no,
374276,"BRAVO, MARIO 1011",447753,elaboracion,5,no,
375226,URUGUAY 52,222151,elaboracion,5,no,
377059,"LARRALDE, CRISOLOGO AV. 3565",331326,elaboracion,9,no,
377486,"BILBAO, FRANCISCO AV. 3288",146009,elaboracion,9,no,
223315,BALCARCE 254,218668,elaboracion,5,no,
228563,SARMIENTO 555,220496,elaboracion,7,no,
229249,ALMAFUERTE AV. 900,105531,elaboracion,4,no,
229537,JURAMENTO AV. 2123,335764,elaboracion,11,no,
232026,PEÑA 3001,446165,elaboracion,5,no,
336800,OTAMENDI 498,174592,elaboracion,5,no,
342124,CUBA 4181,340003,elaboracion,3,no,
342389,RIVADAVIA AV. 9023,5425,elaboracion,6,no,
342458,"ALBERDI, JUAN BAUTISTA AV. 6454",33555,elaboracion,7,no,
345384,RIVADAVIA AV. 8851,5221,elaboracion,5,no,
349150,"RAVIGNANI, EMILIO, Dr. 1850",404462,elaboracion,3,no,
353770,MONTES DE OCA AV. 368,111643,elaboracion,8,no,
356492,MONTES DE OCA AV. 1219,113883,elaboracion,8,no,
358027,SANTA FE AV. 4496,431570,elaboracion,10,no,
360388,ANCASTE 3115,910370,elaboracion,1,no,
362985,CABILDO AV. 4473,340340,elaboracion,4,no,
366426,NEUQUEN 2056,133272,elaboracion,5,no,
372610,NAZCA 4300,359973,elaboracion,8,no,
372656,"PUEYRREDON, HONORIO, DR. AV. 724",176490,elaboracion,6,no,
373371,BELGRANO AV. 1275,217109,elaboracion,5,no,
374721,GALVAN 3550,349884,elaboracion,5,no,
375454,"PERON, JUAN DOMINGO, TTE. GENERAL 1902",205278,elaboracion,6,no,
375807,LAPRIDA 1672,445329,elaboracion,5,no,
376327,SUIPACHA 713,221203,elaboracion,2,no,
376381,BLANCO ENCALADA 1646,336280,elaboracion,6,no,
376626,CORDOBA AV. 970,221441,elaboracion,6,no,
376696,"SALVADORES, Cnel. 1287",122886,elaboracion,8,no,
377359,CORDOBA AV. 3451,444221,elaboracion,10,no,
377611,ALVAREZ JONTE AV. 4212,306148,elaboracion,5,no,
377619,ESTADOS UNIDOS 3501,186154,elaboracion,9,no,
377670,MOLDES 2355,326602,elaboracion,6,no,
378147,CORTINA 1924,290191,elaboracion,4,no,
378807,BARCO CENTENERA del 1011,159339,elaboracion,5,no,
378885,NICARAGUA 4849,427968,elaboracion,4,no,
379232,RIVADAVIA AV. 8259,1241,elaboracion,5,no,
379271,COSQUIN 32,81579,elaboracion,5,no,
380513,OLAZABAL AV. 3664,326101,elaboracion,2,no,
229579,YERBAL 5287,79692,elaboracion,2,no,
234644,ALVAREZ JONTE 1949,243342,elaboracion,3,no,
361473,BASUALDO 1076,89497,elaboracion,2,no,
366427,GUEVARA 599,402012,elaboracion,5,no,
366449,CABILDO AV. 2780,376880,elaboracion,5,no,
369405,MEDRANO AV. 501,170570,elaboracion,6,no,
373373,CORRIENTES AV. 6116,306502,elaboracion,5,no,
375443,CORDOBA AV. 4664,421717,elaboracion,4,no,
376915,NAZCA AV. 2398,254270,elaboracion,5,no,
378076,CACHI 152,105267,elaboracion,8,no,
378308,CORRIENTES AV. 5633,422810,elaboracion,4,no,
378802,"ALVAREZ, DONATO, Tte. Gral. AV. 2163",232807,elaboracion,3,no,
390521,"VARELA, JOSE PEDRO 3215",266400,elaboracion,2,no,
391459,"CHILAVERT, MARTINIANO, CORONEL 5907",67186,elaboracion,1,no,
391799,OLLEROS 3996,402012,elaboracion,3,no,
391990,SANTA FE AV. 2601,448006,elaboracion,3,no,
393387,ARAOZ 2080,433200,elaboracion,3,no,
397820,"UGARTE, MANUEL 3651",328125,elaboracion,3,no,
397979,RONDEAU 2599,911765,elaboracion,3,no,
398861,"DUMONT, SANTOS 4527",227358,elaboracion,2,no,
399603,ECHEVERRIA 2491,325782,elaboracion,3,no,
366385,"BEIRO, FRANCISCO AV. 5739",291963,elaboracion,4,no,
375365,"ALVAREZ, CRISOSTOMO 4641",97649,elaboracion,5,no,
377981,BARCO CENTENERA del 2157,45825,elaboracion,6,no,
379313,"ALBERDI, JUAN BAUTISTA AV. 2901",145235,elaboracion,5,no,
387148,"CUBAS, JOSE 2136",360059,elaboracion,4,no,
387570,"CARRIL, SALVADOR MARIA DEL AV. 2496",256625,elaboracion,6,no,
387740,"MAGARIÑOS CERVANTES, A. 4635",275613,elaboracion,2,no,
393641,RIVADAVIA AV. 4020,151861,elaboracion,3,no,
396582,BERMUDEZ 2472,313183,elaboracion,3,no,
396622,SAN JUAN AV. 3686,150485,elaboracion,1,no,
397829,GUEVARA 1183,237581,elaboracion,4,no,
397887,"LACROZE, FEDERICO AV. 3742",402192,elaboracion,4,no,
404198,BUCARELLI 941,245667,elaboracion,5,no,
405370,LA PLATA AV. 988,160353,elaboracion,6,no,
410028,ESMERALDA 957,450324,elaboracion,5,no,
416935,"MITRE, BARTOLOME 1894",205015,elaboracion,9,no,
417496,"MARMOL, JOSE 849",154016,elaboracion,2,no,
418415,TRES ARROYOS 2210,236586,elaboracion,2,no,
392334,ESTADO PLURINACIONAL DE BOLIVIA 417,458120,elaboracion,1,no,
413620,CAMARGO 335,225327,elaboracion,5,no,
419303,JUSTO,423732,elaboracion,3,no,
419735,,21,elaboracion,1,no,
421738,REGIMIENTO DE PATRICIOS AV. 901,123006,elaboracion,7,no,
421892,BOYACA 786,133951,elaboracion,1,no,
427403,grill,flanes,elaboracion,2,no,
428899,,014A,elaboracion,1,no,
429651,SAN BLAS 1740,309774,elaboracion,5,no,
412601,CIUDAD DE LA PAZ 572,405848,elaboracion,1,no,
413003,MELINCUE 4401,277282,elaboracion,3,no,
423782,3877813,011a,elaboracion,6,no,
427333,55,55,elaboracion,11,no,
434200,LOPE DE VEGA AV. 889,305845,elaboracion,3,no,
435237,RIO CUARTO 3945,108487,elaboracion,7,no,
436006,DIRECTORIO AV. 5122,89056,elaboracion,3,no,
437986,GAONA AV. 2682,133700,elaboracion,1,no,
404882,SAN JUAN AV. 3136,186225,elaboracion,3,no,
414849,LUPPI,51240,elaboracion,2,no,
423899,ALBERDI,30092,elaboracion,2,no,
431293,JUNIN 1487,442058,elaboracion,4,no,
409754,YERBAL 5259,70786,elaboracion,1,no,
428222,,11,elaboracion,5,no,
429416,,14,elaboracion,1,no,
437236,SARMIENTO 3134,190798,elaboracion,2,no,
439018,DE LA TORRE,16609,elaboracion,2,no,
439978,ACOYTE AV. 285,179193,elaboracion,2,no,
440928,ARIAS 4279,369963,elaboracion,4,no,
442202,RIO DE JANEIRO 582,173894,elaboracion,2,no,
442660,LIBERTAD 1159,451138,elaboracion,1,no,
394272,AREVALO 1707,404398,elaboracion,1,no,
396585,,001A,elaboracion,9,no,
413419,ESMERALDA 524,221168,elaboracion,4,no,
435267,ROJAS 756,177342,elaboracion,2,no,
436384,VIRASORO,228928,elaboracion,4,no,
440980,BOULOGNE SUR MER 293,195623,elaboracion,3,no,
443121,LAFINUR 3305,431630,elaboracion,5,no,
446250,TINOGASTA 5131,286904,elaboracion,3,no,
447742,23,035A,elaboracion,3,no,
377207,BOYACA 1888,236390,elaboracion,6,no,
421551,MILTON 462,6591,elaboracion,1,no,
423720,ALVAREZ JONTE AV. 2911,254238,elaboracion,3,no,
425310,BELGRANO AV. 2685,202190,elaboracion,1,no,
428579,"LARRALDE, CRISOLOGO AV. 5724",355768,elaboracion,3,no,
429386,CUCHA CUCHA 2487,231353,elaboracion,1,no,
444265,DORREGO AV. 676,303419,elaboracion,4,no,
446741,TALCAHUANO 347,221862,elaboracion,1,no,
447453,SAN MARTIN AV. 2096,232555,elaboracion,3,no,
448096,"FALCON, RAMON L.,CNEL. 1901",148806,elaboracion,9,no,
455228,CALIFORNIA 2209,115208,elaboracion,2,no,
456136,"FALCON, RAMON L.,CNEL. 4802",7857,elaboracion,2,no,
231625,"PUEYRREDON, HONORIO, DR. AV. 846",176508,elaboracion,5,no,
424301,ASAMBLEA AV. 945,160332,elaboracion,4,no,
432081,SARAZA 646,40485,elaboracion,1,no,
437403,CAMPILLO 2720,245245,elaboracion,4,no,
441521,14 DE JULIO 949,238419,elaboracion,2,no,
444338,SAN MARTIN AV. 4527,255127,elaboracion,5,no,
444798,CALIFORNIA 2662,116066,elaboracion,7,no,
455656,"RAMIREZ DE VELASCO, JUAN 1117",423695,elaboracion,3,no,
457770,SARMIENTO 3134,190798,elaboracion,2,no,
459162,BOLIVAR 950,210474,elaboracion,4,no,
460139,ESTADOS UNIDOS 1684,213414,elaboracion,4,no,
462018,CONGRESO AV. 5231,353120,elaboracion,3,no,
443032,LLAVALLOL 5145,272496,elaboracion,2,no,
443764,"ALVEAR, MARCELO T. De 1000",450655,elaboracion,6,no,
445969,SOLER 4000,424123,elaboracion,6,no,
455999,TRES ARROYOS 2210,236586,elaboracion,2,no,
461860,OLAYA 1533,228391,elaboracion,2,no,
463592,BOEDO AV. 476,195126,elaboracion,6,no,
466267,COSTA RICA 4185,425280,elaboracion,1,no,
487688,"ALVEAR, MARCELO T. De 1230",451304,elaboracion,1,no,
495362,"VILARDEBO, TEODORO 2611",264285,elaboracion,4,no,
500808,RIGLOS 506,157274,elaboracion,3,no,
503110,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 945",74337,elaboracion,3,no,
503444,FRAGA 1257,238411,elaboracion,3,no,
506211,MEXICO 733,219191,elaboracion,4,no,
509588,PADILLA 668,226118,elaboracion,1,no,
511340,DIRECTORIO AV. 3045,149737,elaboracion,1,no,
511468,LAVALLE 2033,205644,elaboracion,2,no,
235204,"YRIGOYEN, HIPOLITO 2882",193000,solo_despacho,1,no,
235444,"ARTIGAS, JOSE GERVASIO, GRAL. 5224",368227,solo_despacho,2,no,
236063,24 DE NOVIEMBRE 108,195503,solo_despacho,2,no,
236372,CURAPALIGUE 443,148856,solo_despacho,3,no,
236577,MOSCONI GENERAL AV. 3446,270024,solo_despacho,2,no,
236588,BAUNESS 2095,350828,solo_despacho,2,no,
236721,"GARAY, JUAN DE AV. 1253",212501,solo_despacho,3,no,
236950,DEL LIBERTADOR AV. 6073,376796,solo_despacho,6,no,
237007,ALVAREZ JONTE AV. 3293,263628,solo_despacho,1,no,
237063,CUZCO 209,12485,solo_despacho,2,no,
237174,"REPETTO, NICOLAS, DR. 1439",230092,solo_despacho,3,no,
237320,VARELA AV. 791,143847,solo_despacho,6,no,
237751,RIVADAVIA AV. 9383,72692,solo_despacho,1,no,
237886,SAN PEDRITO AV. 395,145321,solo_despacho,1,no,
237939,YERBAL 2901,147031,solo_despacho,3,no,
238068,AMENABAR 1314,410279,solo_despacho,4,no,
238419,RAMALLO 2369,340537,solo_despacho,3,no,
238614,ALVAREZ THOMAS AV. 2427,342855,solo_despacho,10,no,
238615,"BALBIN, RICARDO, DR. AV. 4881",358784,solo_despacho,10,no,
238690,CORDOBA AV. 6008,415776,solo_despacho,3,no,
239289,CORRIENTES AV. 1930,207874,solo_despacho,2,no,
239335,NAZCA 5260,363671,solo_despacho,4,no,
239511,CORDOBA AV. 3285,447553,solo_despacho,5,no,
239724,"ARTIGAS, JOSE GERVASIO, GRAL. 5508",364565,solo_despacho,5,no,
239738,OTAMENDI 23,174168,solo_despacho,4,no,
239746,"ARANGUREN, JUAN F., Dr. 401",175090,solo_despacho,2,no,
239952,"BROWN, ALTE. AV. 118",120093,solo_despacho,3,no,
239975,"LAMARCA, EMILIO 2135",302413,solo_despacho,1,no,
240153,SAN JUAN AV. 4243,162398,solo_despacho,4,no,
240373,CORRIENTES AV. 6107,400351,solo_despacho,2,no,
240492,ANDONAEGUI 2191,351180,solo_despacho,2,no,
240636,CIUDAD DE LA PAZ 1090,410049,solo_despacho,2,no,
240889,GANA 218,88734,solo_despacho,5,no,
240937,SEGUROLA AV. 1438,275057,solo_despacho,9,no,
240986,AGRELO 3999,152015,solo_despacho,2,no,
240995,TRIUNVIRATO AV. 3551,308905,solo_despacho,9,no,
241058,BOEDO AV. 433,150231,solo_despacho,9,no,
241084,ACOYTE AV. 95,175195,solo_despacho,3,no,
241156,SANTO TOME 6121,293123,solo_despacho,2,no,
241445,REPUBLICA BOLIVARIANA DE VENEZUELA 2981,195758,solo_despacho,2,no,
241492,BARCO CENTENERA del 2966,44821,solo_despacho,1,no,
241677,POTOSI 4250,172160,solo_despacho,5,no,
241896,DIRECTORIO AV. 307,156428,solo_despacho,1,no,
242049,SUIPACHA 176,221263,solo_despacho,4,no,
242100,COLOMBRES 985,151098,solo_despacho,6,no,
242141,"LOZANO, PEDRO 3085",304623,solo_despacho,5,no,
242562,ESCALADA AV. 609,79682,solo_despacho,4,no,
242720,"LACROZE, FEDERICO 1855",416477,solo_despacho,2,no,
242970,"DIAZ, AVELINO 1935",48277,solo_despacho,2,no,
243051,MOM 2401,89320,solo_despacho,4,no,
243082,"FALCON, RAMON L.,CNEL. 3692",3387,solo_despacho,5,no,
243325,CONDE 2399,326469,solo_despacho,5,no,
243567,SAN MARTIN AV. 4935,255312,solo_despacho,4,no,
244371,"CALVO, CARLOS 1784",213686,solo_despacho,2,no,
244417,UGARTECHE 2896,429676,solo_despacho,2,no,
244562,DEHEZA 4813,358771,solo_despacho,1,no,
244979,"FERNANDEZ MORENO, BALDOMERO 1694",148060,solo_despacho,2,no,
245037,"CALVO, CARLOS 3699",150419,solo_despacho,4,no,
245061,TARIJA 3667,150578,solo_despacho,1,no,
245294,BOYACA 1998,236434,solo_despacho,2,no,
245467,ROSARIO 886,158108,solo_despacho,2,no,
245714,LA PAMPA 2495,376479,solo_despacho,2,no,
246035,"CEVALLOS, Virrey 1054",213171,solo_despacho,7,no,
246136,BRASIL 2882,101285,solo_despacho,4,no,
246720,RIESTRA AV. 5398,61810,solo_despacho,9,no,
246868,AVELLANEDA AV. 2095,133831,solo_despacho,4,no,
246971,ESCALADA AV. 2437,58489,solo_despacho,2,no,
247139,RIVADAVIA AV. 11640,21349,solo_despacho,2,no,
247337,FERNANDEZ DE ENCISO 3910,311278,solo_despacho,1,no,
247414,SALTA 1998,112221,solo_despacho,2,no,
247513,MIRALLA 3005,59775,solo_despacho,3,no,
247624,DEFENSA 863,210465,solo_despacho,4,no,
247697,CASEROS AV. 3207,103710,solo_despacho,6,no,
247742,"PERON, EVA AV. 3635",23181,solo_despacho,4,no,
247815,"ALBERDI, JUAN BAUTISTA AV. 4744",26788,solo_despacho,1,no,
247858,"CASTRO, EMILIO AV. 5299",9199,solo_despacho,2,no,
249124,CHASCOMUS 4325,92299,solo_despacho,2,no,
249228,SANABRIA 2600,277128,solo_despacho,3,no,
249318,MURILLO 956,226394,solo_despacho,9,no,
249716,"FRIAS, EUSTOQUIO, TTE. GENERAL 328",312819,solo_despacho,4,no,
249729,GODOY CRUZ 3255,430793,solo_despacho,2,no,
250283,ROJAS 137,178918,solo_despacho,1,no,
250303,ANDONAEGUI 2191,351180,solo_despacho,2,no,
250369,MEDINA 713,25478,solo_despacho,10,no,
250547,MONTEVIDEO 874,453242,solo_despacho,2,no,
250641,SAN LUIS 2834,190403,solo_despacho,4,no,
250883,BARCO CENTENERA del 176,161764,solo_despacho,6,no,
250926,SANTA FE AV. 4012,427806,solo_despacho,6,no,
250991,"ARTIGAS, JOSE GERVASIO, GRAL. 1744",308029,solo_despacho,10,no,
251064,"VILLAFAÑE, WENCESLAO 1217",118255,solo_despacho,5,no,
251090,"SALGUERO, JERONIMO 1614",424669,solo_despacho,5,no,
251249,"GAINZA, MARTIN DE, GRAL. 1002",149287,solo_despacho,6,no,
251259,LAVALLEJA 165,311069,solo_despacho,2,no,
251630,DE LOS CONSTITUYENTES AV. 4666,361155,solo_despacho,9,no,
251692,SAN MARTIN AV. 4162,243295,solo_despacho,9,no,
251779,LOPE DE VEGA AV. 803,305835,solo_despacho,2,no,
251891,ARENALES 3721,433121,solo_despacho,2,no,
300058,ALVAREZ JONTE AV. 3187,254855,solo_despacho,3,no,
300079,BRASIL 1190,119399,solo_despacho,5,no,
300215,FOREST AV. 928,237563,solo_despacho,9,no,
300265,CAMPOS SALLES 2391,338304,solo_despacho,2,no,
300350,SAN MARTIN AV. 7305,273779,solo_despacho,9,no,
300351,"CASTRO, EMILIO AV. 5266",9223,solo_despacho,10,no,
300383,MIRANDA 4391,306161,solo_despacho,4,no,
300436,"OROÑO, NICASIO 2302",230722,solo_despacho,1,no,
300493,CARACAS 66,148924,solo_despacho,2,no,
300592,CUENCA 2723,255100,solo_despacho,3,no,
300897,CACHIMAYO 291,159691,solo_despacho,1,no,
301001,PEDERNERA 308,149107,solo_despacho,6,no,
301284,ESPARZA 26,194016,solo_despacho,6,no,
301371,"GARCIA LORCA, FEDERICO 88",179269,solo_despacho,1,no,
301493,SUIPACHA 860,450636,solo_despacho,2,no,
301504,"DE LA TORRE, LISANDRO 1595",71685,solo_despacho,1,no,
301714,CONGRESO AV. 2430,373093,solo_despacho,2,no,
301723,LIMA 31,216745,solo_despacho,3,no,
302212,CORRIENTES AV. 1838,205110,solo_despacho,7,no,
302706,LEOPARDI 7,93971,solo_despacho,4,no,
302742,CASAFOUST 699,229785,solo_despacho,2,no,
302871,"GALLARDO, ANGEL AV. 801",228245,solo_despacho,3,no,
302899,NAZCA 4597,360999,solo_despacho,3,no,
302911,"MITRE, EMILIO 433",149756,solo_despacho,4,no,
303057,HUALFIN 887,158668,solo_despacho,8,no,
303082,CRAMER AV. 3226,372983,solo_despacho,9,no,
303084,CRAMER 4345,333895,solo_despacho,10,no,
303148,NAZCA 4732,361783,solo_despacho,2,no,
303192,"BOCAYUVA, QUINTINO 352",151945,solo_despacho,10,no,
303324,ELCANO AV. 3591,408800,solo_despacho,5,no,
303589,MEDRANO AV. 921,170734,solo_despacho,4,no,
303975,CURAPALIGUE 443,148856,solo_despacho,4,no,
304035,GORRITI 3606,444599,solo_despacho,4,no,
304094,DIRECTORIO AV. 4899,28167,solo_despacho,2,no,
304099,ESMERALDA 1086,450507,solo_despacho,8,no,
304318,"ARTIGAS, JOSE GERVASIO, GRAL. 5063",362885,solo_despacho,5,no,
304643,ERCILLA 6695,74133,solo_despacho,2,no,
304676,"SCALABRINI ORTIZ, RAUL AV. 1880",433670,solo_despacho,2,no,
305061,MONROE 4290,344997,solo_despacho,6,no,
189,"ACOSTA, MARIANO AV. 1145",23572,solo_despacho,2,no,
305300,BRANDSEN 1151,122703,solo_despacho,2,no,
305391,LOPE DE VEGA AV. 2094,288108,solo_despacho,2,no,
305514,BARCO CENTENERA del 1246,158580,solo_despacho,10,no,
305538,"GOYENA, PEDRO AV. 1383",138514,solo_despacho,2,no,
305687,SEGUROLA AV. 1720,312942,solo_despacho,9,no,
305804,ARCE 604,415893,solo_despacho,2,no,
306143,"PAZ, GRAL. AV. 10628",21358,solo_despacho,2,no,
306523,SARMIENTO 4623,173476,solo_despacho,5,no,
306524,PUEYRREDON AV. 882,190158,solo_despacho,2,no,
307411,RIVADAVIA AV. 2976,196094,solo_despacho,2,no,
307459,CORDOBA AV. 2467,447980,solo_despacho,1,no,
307606,SAN JOSE 699,217769,solo_despacho,8,no,
307889,AVELLANEDA AV. 2641,148245,solo_despacho,5,no,
307948,LAVALLE 980,223354,solo_despacho,6,no,
308116,RINCON 169,200908,solo_despacho,2,no,
308194,OLIDEN 121,13620,solo_despacho,2,no,
308221,FITZ ROY 2317,417481,solo_despacho,6,no,
308710,"ALVAREZ, JULIAN 2097",424936,solo_despacho,2,no,
336490,ESMERALDA 266,221073,solo_despacho,4,no,
337197,LAS HERAS GENERAL AV. 2340,445214,solo_despacho,6,no,
337873,CORRIENTES AV. 3828,178745,solo_despacho,3,no,
338789,ESMERALDA 874,453172,solo_despacho,3,no,
339200,DIAZ VELEZ AV. 5540,176106,solo_despacho,9,no,
339339,ROOSEVELT FRANKLIN D. 1722,378285,solo_despacho,2,no,
340240,SANTIAGO DEL ESTERO 1022,212303,solo_despacho,2,no,
340258,AQUINO 5669,85439,solo_despacho,1,no,
340697,"TRELLES, MANUEL R. 2110",234885,solo_despacho,3,no,
340985,"GALLARDO, ANGEL AV. 48",173578,solo_despacho,2,no,
341058,CAÑADA DE GOMEZ 801,87590,solo_despacho,10,no,
341059,SANTA FE AV. 1929,440196,solo_despacho,5,no,
341405,MONTEVIDEO 80,222693,solo_despacho,4,no,
341497,SANTA FE AV. 3534,425916,solo_despacho,4,no,
341722,PORTELA 54,146204,solo_despacho,6,no,
341747,"SALGUERO, JERONIMO 1480",424564,solo_despacho,2,no,
341999,CORDOBA AV. 1511,451979,solo_despacho,4,no,
410,PERU 640,215598,solo_despacho,6,no,
342206,PIEDRAS 452,215976,solo_despacho,9,no,
342471,IBARROLA 7130,20632,solo_despacho,2,no,
342539,ARAOZ 2606,433121,solo_despacho,5,no,
343088,ENTRE RIOS AV. 1523,180240,solo_despacho,9,no,
343106,SERRANO 609,422566,solo_despacho,2,no,
343342,DE LOS CONSTITUYENTES AV. 5789,353870,solo_despacho,5,no,
343354,SAN MARTIN AV. 4935,255312,solo_despacho,4,no,
343357,"DIAZ, CESAR, GRAL. 4422",304038,solo_despacho,3,no,
343614,"PAZ, GRAL. AV. 10694",21364,solo_despacho,1,no,
343703,CALLAO AV. 68,205023,solo_despacho,8,no,
343705,"BEIRO, FRANCISCO AV. 5497",291645,solo_despacho,4,no,
344145,DIRECTORIO AV. 1017,159080,solo_despacho,3,no,
344260,MORENO 1295,218723,solo_despacho,4,no,
344288,MONROE 2573,376615,solo_despacho,1,no,
344466,NAZCA AV. 3141,255788,solo_despacho,2,no,
344527,CORDOBA AV. 1850,205215,solo_despacho,8,no,
344658,"LACROZE, FEDERICO AV. 3030",417255,solo_despacho,4,no,
344836,BOYACA AV. 99,133364,solo_despacho,6,no,
345118,SANCHEZ DE BUSTAMANTE 1436,444103,solo_despacho,4,no,
345154,AYACUCHO 1291,440251,solo_despacho,2,no,
345325,ECHEVERRIA 3087,325657,solo_despacho,2,no,
345638,MELIAN AV. 4273,332966,solo_despacho,3,no,
345820,ESTADOS UNIDOS 404,214089,solo_despacho,5,no,
346222,SINCLAIR 3165,430957,solo_despacho,2,no,
346460,RIVADAVIA AV. 11440,92532,solo_despacho,5,no,
346535,MOSCONI GENERAL AV. 2192,365762,solo_despacho,1,no,
346662,"CARRIL, SALVADOR MARIA DEL AV. 2110",313084,solo_despacho,5,no,
346680,PUEYRREDON AV. 1178,441345,solo_despacho,5,no,
346977,ESTADOS UNIDOS 3704,161587,solo_despacho,1,no,
347113,ALBERTI 512,201606,solo_despacho,2,no,
347310,NOGOYA 3195,311093,solo_despacho,2,no,
347612,ALVAREZ JONTE AV. 5102,283498,solo_despacho,2,no,
347812,AREVALO 1933,404478,solo_despacho,9,no,
348193,ECHEVERRIA 2427,325797,solo_despacho,8,no,
348323,TRIUNVIRATO AV. 4803,345826,solo_despacho,5,no,
348570,RIVADAVIA AV. 5364,162013,solo_despacho,5,no,
348571,TRAFUL 3838,107805,solo_despacho,10,no,
348584,ALBARELLOS AV. 2666,365219,solo_despacho,10,no,
348598,ARGENTINA AV. 6098,65083,solo_despacho,9,no,
348669,MURGUIONDO 4060,89326,solo_despacho,5,no,
348718,"OROÑO, NICASIO 2090",232684,solo_despacho,1,no,
348881,LOPE DE VEGA AV. 3039,287900,solo_despacho,5,no,
348907,ACOYTE AV. 95,175195,solo_despacho,6,no,
348923,ECUADOR 762,190677,solo_despacho,9,no,
349082,"GOYENA, PEDRO AV. 1542",139310,solo_despacho,1,no,
349089,CASEROS AV. 2018,101596,solo_despacho,5,no,
349273,"BALBIN, RICARDO, DR. AV. 2519",376078,solo_despacho,9,no,
349370,PARAGUAY 2600,441295,solo_despacho,3,no,
349411,SANTA FE AV. 3934,427440,solo_despacho,8,no,
349414,SARMIENTO 3794,192706,solo_despacho,5,no,
349579,ZELARRAYAN 5751,64449,solo_despacho,9,no,
349622,MEDRANO AV. 889,170729,solo_despacho,2,no,
349802,"VARELA, JOSE PEDRO 4793",279758,solo_despacho,5,no,
350410,BAHIA BLANCA 2499,265329,solo_despacho,1,no,
350719,"FALCON, RAMON L.,CNEL. 2700",149711,solo_despacho,4,no,
351015,CHARCAS 4787,431935,solo_despacho,5,no,
351058,PARANA 985,452874,solo_despacho,6,no,
351266,"ALVEAR, MARCELO T. De 1227",453387,solo_despacho,9,no,
351271,LAVALLE 1614,222833,solo_despacho,6,no,
351336,PASEO COLON AV. 464,215019,solo_despacho,9,no,
351608,MURGUIONDO 3238,63850,solo_despacho,4,no,
351670,ROOSEVELT FRANKLIN D. AV. 5736,352091,solo_despacho,9,no,
351946,"ALCORTA, AMANCIO AV. 2585",911572,solo_despacho,9,no,
351967,SANABRIA 2544,277092,solo_despacho,2,no,
352814,"SCALABRINI ORTIZ, RAUL AV. 1880",433670,solo_despacho,3,no,
352965,GAVILAN 1020,134764,solo_despacho,10,no,
353101,"VALLESE, FELIPE 3535",989,solo_despacho,7,no,
353461,ECHEVERRIA 5130,350116,solo_despacho,9,no,
353648,LOPE DE VEGA AV. 2631,307061,solo_despacho,9,no,
353697,NAZCA AV. 2314,254237,solo_despacho,2,no,
354210,MIRANDA 4391,306161,solo_despacho,2,no,
354284,CASEROS AV. 4039,39305,solo_despacho,9,no,
354584,TERRADA 1602,250038,solo_despacho,2,no,
354656,CABILDO AV. 1572,410573,solo_despacho,5,no,
354710,"ARANGUREN, JUAN F., Dr. 4600",87677,solo_despacho,10,no,
354717,"SCALABRINI ORTIZ, RAUL AV. 348",431960,solo_despacho,8,no,
354746,"ARTIGAS, JOSE GERVASIO, GRAL. 133",149851,solo_despacho,1,no,
354917,EL SALVADOR 4094,424837,solo_despacho,1,no,
354990,HIDALGO 1534,228377,solo_despacho,10,no,
355033,ARCE 732,416717,solo_despacho,9,no,
355095,RUIZ HUIDOBRO AV. 3942,357662,solo_despacho,10,no,
355265,"ALSINA, ADOLFO 519",215519,solo_despacho,3,no,
355269,RODRIGUEZ PEÑA 1084,452545,solo_despacho,6,no,
355316,LA RIOJA 916,183268,solo_despacho,9,no,
355389,SAENZ AV. 176,109663,solo_despacho,9,no,
355526,"SEGUI, F. J., ALTE. 2117",232150,solo_despacho,7,no,
356010,MONROE 4861,376338,solo_despacho,1,no,
356027,SANTA FE AV. 3534,425916,solo_despacho,6,no,
356028,SAN MARTIN AV. 2283,232619,solo_despacho,8,no,
356057,SANTA FE AV. 1250,451326,solo_despacho,8,no,
356374,PUEYRREDON AV. 1081,441075,solo_despacho,8,no,
356386,LAVALLE 650,220697,solo_despacho,10,no,
356461,PARAGUAY 3764,433607,solo_despacho,2,no,
356575,HUMBOLDT 2391,402514,solo_despacho,5,no,
356922,CORDOBA AV. 3810,171231;171230,solo_despacho,9,no,
356940,"ACHA, MARIANO, Gral. 3060",347000,solo_despacho,10,no,
356949,GALLO 724,191820,solo_despacho,10,no,
356955,CHILE 524,215624,solo_despacho,7,no,
357201,"ALVAREZ, DONATO, Tte. Gral. 1689",233956,solo_despacho,3,no,
357916,ENTRE RIOS AV. 654,218461,solo_despacho,8,no,
