polo_a,polo_b,local_id,barrio,comuna
R19,Z43,LOC003440,Colegiales,13.0
R19,Z43,LOC017598,Colegiales,13.0
R19,Z43,LOC017604,Colegiales,13.0
R19,Z43,LOC015405,Colegiales,13.0
R19,Z43,LOC009000,Colegiales,13.0
R19,Z43,LOC008030,Colegiales,13.0
R19,Z43,LOC002546,Colegiales,13.0
R19,Z43,LOC005111,Colegiales,13.0
R19,Z43,LOC000168,Colegiales,13.0
R19,Z43,LOC003136,Colegiales,13.0
R19,Z43,LOC007431,Colegiales,13.0
R19,Z43,LOC017542,Colegiales,13.0
R19,Z43,LOC003512,Colegiales,13.0
R19,Z43,LOC005895,Colegiales,13.0
R19,Z43,LOC015352,Colegiales,13.0
R19,Z43,LOC017570,Colegiales,13.0
R19,Z43,LOC007923,Colegiales,13.0
R19,Z43,LOC006459,Colegiales,13.0
R19,Z43,LOC017569,Colegiales,13.0
R19,Z43,LOC009587,Colegiales,13.0
R19,Z43,LOC005637,Colegiales,13.0
R19,Z43,LOC017553,Colegiales,13.0
R19,Z43,LOC005825,Colegiales,13.0
R19,Z43,LOC017568,Colegiales,13.0
R19,Z43,LOC006838,Colegiales,13.0
R19,Z43,LOC000459,Colegiales,13.0
R19,Z43,LOC002896,Colegiales,13.0
R19,Z43,LOC017609,Colegiales,13.0
R19,Z43,LOC017543,Colegiales,13.0
R19,Z43,LOC010938,Colegiales,13.0
R19,Z43,LOC015355,Colegiales,13.0
R19,Z43,LOC015354,Colegiales,13.0
R19,Z43,LOC017587,Colegiales,13.0
R19,Z43,LOC015356,Colegiales,13.0
R19,Z43,LOC015353,Colegiales,13.0
R19,Z43,LOC010632,Colegiales,13.0
R19,Z43,LOC017540,Colegiales,13.0
R19,Z43,LOC001406,Colegiales,13.0
R19,Z43,LOC001350,Colegiales,13.0
R19,Z43,LOC017548,Colegiales,13.0
R19,Z43,LOC005420,Colegiales,13.0
R19,Z43,LOC008331,Colegiales,13.0
R19,Z43,LOC000241,Colegiales,13.0
R19,Z43,LOC009868,Colegiales,13.0
R19,Z43,LOC017567,Colegiales,13.0
R19,Z44,LOC015448,Chacarita,15.0
R19,Z44,LOC005579,Chacarita,15.0
R20,Z41,LOC017989,Nuñez,13.0
R20,Z41,LOC016668,Nuñez,13.0
R20,Z41,LOC017949,Nuñez,13.0
R20,Z41,LOC016681,Nuñez,13.0
R20,Z41,LOC017948,Nuñez,13.0
R20,Z41,LOC002328,Nuñez,13.0
Z24,Z27,LOC003524,Villa Santa Rita,11.0
Z24,Z27,LOC021704,Villa Santa Rita,11.0
Z40,Z54,LOC001744,Nueva Pompeya,4.0
Z40,Z54,LOC027291,Nueva Pompeya,4.0
Z40,Z54,LOC027290,Nueva Pompeya,4.0
Z40,Z54,LOC027281,Nueva Pompeya,4.0
Z40,Z54,LOC012409,Nueva Pompeya,4.0
Z40,Z54,LOC005509,Nueva Pompeya,4.0
Z40,Z54,LOC006436,Nueva Pompeya,4.0
Z40,Z54,LOC004204,Nueva Pompeya,4.0
Z40,Z54,LOC005457,Nueva Pompeya,4.0
Z40,Z54,LOC001940,Nueva Pompeya,4.0
Z40,Z54,LOC027286,Nueva Pompeya,4.0
Z40,Z54,LOC012411,Nueva Pompeya,4.0
Z40,Z54,LOC012412,Nueva Pompeya,4.0
Z40,Z54,LOC010843,Nueva Pompeya,4.0
Z40,Z54,LOC027287,Nueva Pompeya,4.0
Z40,Z54,LOC007590,Nueva Pompeya,4.0
Z40,Z54,LOC007105,Nueva Pompeya,4.0
Z40,Z54,LOC027292,Nueva Pompeya,4.0
Z40,Z54,LOC010084,Nueva Pompeya,4.0
Z40,Z54,LOC027285,Nueva Pompeya,4.0
Z40,Z54,LOC006473,Nueva Pompeya,4.0
Z40,Z54,LOC012416,Nueva Pompeya,4.0
Z40,Z54,LOC012415,Nueva Pompeya,4.0
Z40,Z54,LOC027302,Nueva Pompeya,4.0
Z40,Z54,LOC027301,Nueva Pompeya,4.0
Z40,Z54,LOC006585,Nueva Pompeya,4.0
Z40,Z54,LOC027284,Nueva Pompeya,4.0
Z40,Z54,LOC010083,Nueva Pompeya,4.0
Z40,Z54,LOC016807,Nueva Pompeya,4.0
Z40,Z54,LOC027279,Nueva Pompeya,4.0
Z40,Z54,LOC007588,Nueva Pompeya,4.0
Z40,Z54,LOC027303,Nueva Pompeya,4.0
Z40,Z54,LOC007591,Nueva Pompeya,4.0
Z40,Z54,LOC027314,Nueva Pompeya,4.0
Z40,Z54,LOC012417,Nueva Pompeya,4.0
Z40,Z54,LOC002429,Nueva Pompeya,4.0
Z40,Z54,LOC001750,Nueva Pompeya,4.0
Z40,Z54,LOC027304,Nueva Pompeya,4.0
Z40,Z54,LOC027280,Nueva Pompeya,4.0
Z40,Z54,LOC012426,Nueva Pompeya,4.0
Z40,Z54,LOC012427,Nueva Pompeya,4.0
Z40,Z54,LOC010974,Nueva Pompeya,4.0
Z40,Z54,LOC012424,Nueva Pompeya,4.0
Z40,Z54,LOC027299,Nueva Pompeya,4.0
Z40,Z54,LOC012425,Nueva Pompeya,4.0
Z40,Z54,LOC027282,Nueva Pompeya,4.0
Z40,Z54,LOC005824,Nueva Pompeya,4.0
Z40,Z54,LOC021969,Nueva Pompeya,4.0
Z40,Z54,LOC021967,Nueva Pompeya,4.0
Z40,Z54,LOC012741,Nueva Pompeya,4.0
Z40,Z54,LOC027288,Nueva Pompeya,4.0
Z40,Z54,LOC001891,Nueva Pompeya,4.0
Z43,Z44,LOC001539,Colegiales,13.0
Z43,Z44,LOC017663,Colegiales,13.0
Z43,Z44,LOC015452,Colegiales,13.0
Z43,Z44,LOC007100,Colegiales,13.0
Z43,Z44,LOC002977,Colegiales,13.0
Z43,Z44,LOC003428,Colegiales,13.0
Z43,Z44,LOC017656,Colegiales,13.0
Z43,Z44,LOC009168,Colegiales,13.0
Z43,Z44,LOC017629,Colegiales,13.0
Z43,Z44,LOC001200,Colegiales,13.0
Z43,Z44,LOC015445,Colegiales,13.0
Z43,Z44,LOC017677,Colegiales,13.0
Z43,Z44,LOC017698,Colegiales,13.0
Z43,Z44,LOC008253,Colegiales,13.0
Z43,Z44,LOC017661,Colegiales,13.0
Z43,Z44,LOC004207,Colegiales,13.0
Z43,Z44,LOC017688,Colegiales,13.0
Z43,Z44,LOC017691,Colegiales,13.0
Z43,Z44,LOC005489,Colegiales,13.0
Z43,Z44,LOC017668,Colegiales,13.0
Z43,Z44,LOC017681,Colegiales,13.0
Z43,Z44,LOC017662,Colegiales,13.0
Z43,Z44,LOC010676,Colegiales,13.0
